gene	Control_#1_T_cell	Control_#1_monocyte	Control_#1_neutrophil	Control_#1_platelet	Control_#1_B_cell	Control_#2_T_cell	Control_#2_monocyte	Control_#2_B_cell	Control_#2_neutrophil	Control_#3_T_cell	Control_#3_neutrophil	Control_#3_erythroid_lineage_cell	Control_#3_monocyte	Control_#3_platelet	Control_#3_B_cell	SARS_CoV2_pos_Mild_T_cell	SARS_CoV2_pos_Mild_neutrophil	SARS_CoV2_pos_Mild_B_cell	SARS_CoV2_pos_Mild_monocyte	SARS_CoV2_pos_Mild_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#1_platelet	SARS_CoV2_pos_Severe_#1_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#1_monocyte	SARS_CoV2_pos_Severe_#1_neutrophil	SARS_CoV2_pos_Severe_#1_T_cell	SARS_CoV2_pos_Severe_#1_B_cell	SARS_CoV2_pos_Severe_#2_monocyte	SARS_CoV2_pos_Severe_#2_neutrophil	SARS_CoV2_pos_Severe_#2_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#2_B_cell	SARS_CoV2_pos_Severe_#2_platelet	SARS_CoV2_pos_Severe_#2_T_cell	SARS_CoV2_pos_Severe_#3_T_cell	SARS_CoV2_pos_Severe_#3_B_cell
ANP32B	575	178	0	7	18	548	191	34	1	404	1	40	186	10	27	1677	4	108	267	35	30	74	275	0	1035	144	275	24	502	226	40	1333	152	26
TLN1	385	323	4	107	11	403	245	28	5	292	30	2	251	161	22	1163	13	118	449	1	526	9	567	39	779	128	443	244	62	144	1485	706	118	27
RPS6	10218	1617	0	1	304	9361	1607	508	6	7004	10	6	1814	1	642	26768	3	2313	2812	16	3	40	1961	11	14425	2835	2122	86	307	4044	17	19310	2665	462
CNPY3	95	172	0	1	6	88	128	9	2	74	11	1	116	5	16	232	5	51	261	0	4	1	238	16	163	55	247	55	2	80	18	183	26	10
PIM1	96	75	1	0	2	74	67	3	0	87	5	14	65	0	6	374	2	3	87	12	0	117	193	15	260	14	201	51	502	18	17	387	89	0
MTCH1	182	156	1	1	9	197	128	16	2	134	6	1	106	1	11	389	5	48	200	5	4	3	147	13	329	75	164	37	27	77	15	281	40	3
SDCBP	208	409	10	2	5	176	274	5	10	124	97	7	293	3	8	418	46	35	420	8	7	24	534	120	372	24	492	748	182	56	46	475	31	2
SORL1	589	222	14	0	2	574	145	15	21	375	105	1	115	1	13	1310	41	65	211	0	0	1	244	80	654	83	83	487	8	44	1	493	86	13
SLTM	276	124	0	3	10	298	82	9	0	228	5	0	96	0	19	743	3	72	183	1	8	2	194	6	521	84	184	41	23	151	35	560	65	15
RTF1	208	79	1	1	14	214	53	18	2	150	5	0	55	1	18	549	5	66	116	0	0	0	125	24	436	71	86	72	5	78	3	462	66	11
RPLP1	15445	4325	2	12	498	12839	3092	772	4	11214	22	12	4202	16	1009	41893	15	4504	6359	37	62	185	5607	42	25951	5437	4516	179	808	8144	198	34216	3650	729
ADAM10	178	126	1	1	6	157	106	9	2	150	16	1	113	6	10	347	4	35	194	1	4	3	216	22	201	47	198	72	10	29	24	198	30	6
SLC28A2	679	176	5	0	26	466	126	47	7	371	20	0	124	1	30	1055	11	116	195	0	0	1	246	53	825	154	118	74	16	115	1	530	65	27
HADHB	57	71	0	0	4	57	43	5	1	57	4	1	57	0	4	235	4	23	93	0	2	7	109	3	136	18	82	20	37	17	12	113	23	5
PNPT1	1617	638	18	0	65	1594	487	116	11	1117	77	1	451	1	72	5089	49	520	1018	1	0	10	1090	146	2763	532	484	264	39	407	2	1873	562	136
RAB1A	124	146	2	0	2	89	90	7	4	77	12	0	102	1	6	209	2	16	163	0	3	2	183	17	162	33	200	78	11	54	30	199	13	4
ACTR2	356	417	3	2	20	402	360	33	7	255	51	0	298	3	29	991	19	115	628	0	7	3	581	63	660	152	567	338	4	196	40	701	88	19
FBXO11	119	67	2	0	2	105	50	7	0	92	6	0	53	0	5	225	7	31	112	0	4	2	108	4	144	33	97	48	9	53	11	177	23	6
ANXA7	124	83	1	3	0	110	58	10	1	104	10	7	63	7	3	398	2	41	99	4	12	27	119	4	280	47	82	43	75	52	38	299	47	10
RPS24	6278	2467	0	2	179	6094	2183	390	4	5599	18	4	2649	2	484	20176	7	1772	4639	13	9	109	3451	17	11544	2130	3150	96	341	3546	30	15709	2224	487
PPIG	563	172	0	1	15	522	102	48	5	395	26	0	129	0	32	1298	12	118	229	1	1	1	225	22	976	188	222	107	18	300	8	857	110	18
CIR1	335	97	7	0	13	343	80	20	11	226	41	3	70	0	19	529	22	71	148	2	0	13	180	60	581	115	132	197	57	136	12	586	39	13
SENP7	113	34	1	3	6	97	21	10	1	61	1	0	15	0	7	311	1	35	48	1	2	0	37	7	159	37	21	13	12	35	6	162	25	8
COX17	151	75	0	2	14	151	53	13	0	100	2	0	63	0	10	401	2	54	119	1	9	18	124	4	310	74	142	35	31	119	36	277	33	7
USP8	646	319	12	0	28	547	259	48	4	410	42	0	217	0	43	1288	20	143	378	0	4	3	380	43	850	203	292	146	16	185	7	644	83	28
TMOD3	407	163	5	5	17	431	138	39	1	297	17	0	120	7	36	1130	14	90	229	0	28	3	261	21	693	104	219	94	10	141	101	578	109	18
SPPL2A	298	120	1	0	13	295	81	19	1	212	9	0	94	0	16	694	4	55	170	0	1	1	226	17	497	109	151	98	7	131	5	345	76	6
HNRNPD	339	186	1	0	16	398	143	26	1	253	11	0	138	0	21	941	1	76	262	1	1	5	238	10	808	125	200	35	9	152	6	750	82	19
BLTP1	309	103	2	0	12	346	81	23	5	236	14	0	83	0	14	985	16	97	146	0	1	4	168	29	615	94	111	83	5	92	7	461	77	10
G3BP2	499	93	3	4	19	455	68	24	1	281	12	1	65	6	23	904	5	76	176	1	17	5	159	15	810	108	138	61	19	221	67	892	101	24
PPP3CA	96	62	1	0	9	124	43	18	3	81	11	0	35	0	19	227	7	72	121	0	2	0	62	13	147	76	73	68	3	103	3	206	19	14
ETV6	83	79	2	1	4	47	63	6	1	35	7	0	73	1	7	154	2	17	135	0	4	0	115	5	90	27	80	31	1	23	17	102	18	4
SCAF11	619	251	5	0	27	606	257	42	2	401	29	0	190	0	60	1438	25	165	396	3	7	4	434	34	1009	230	288	159	30	264	12	907	122	32
POC1B	377	101	0	0	10	389	69	21	5	265	8	2	84	1	21	688	3	64	113	0	4	30	161	15	471	73	74	51	78	59	7	362	56	12
GLTP	143	142	3	0	5	131	111	9	4	100	5	0	95	0	6	357	4	24	147	0	2	0	168	20	250	61	197	92	2	49	1	184	46	5
GIT2	67	48	1	3	6	75	22	4	4	61	6	0	38	1	7	249	4	33	96	0	0	0	75	13	177	24	44	49	2	26	0	127	26	3
TMBIM6	390	324	2	5	5	460	244	32	13	365	42	4	256	7	30	1325	17	117	534	3	36	33	649	34	912	132	548	216	109	168	113	942	144	19
SBNO1	122	53	2	0	5	153	34	15	1	115	2	0	35	0	11	455	3	40	69	0	2	0	103	14	240	60	62	91	18	51	9	157	52	9
VPS37B	142	48	1	1	4	112	40	6	1	80	11	0	38	0	1	166	10	24	64	0	3	0	68	11	192	44	34	34	4	36	11	145	17	5
RHOF	163	30	1	6	5	194	28	6	0	120	0	0	31	5	9	607	2	32	56	0	11	1	45	9	365	34	50	13	7	47	43	274	49	9
SERF2	1565	923	2	66	46	1636	784	88	6	1189	40	44	880	94	73	4515	17	362	1660	83	316	535	1600	32	3110	523	2148	417	1342	709	1139	4187	490	88
BNIP2	168	208	4	6	2	149	157	15	1	127	15	0	159	1	5	300	6	42	228	0	24	1	296	19	264	58	283	141	8	84	62	322	31	10
SRP14	1024	342	2	9	34	1070	329	76	3	813	25	0	328	8	65	2818	8	233	589	1	42	21	593	12	1932	283	689	146	125	462	210	2407	306	53
ANP32A	174	135	13	0	6	180	103	14	23	150	93	1	85	3	18	510	61	71	220	1	4	1	170	208	389	61	156	563	5	62	10	398	48	15
TPM1	601	187	7	35	15	498	176	41	6	380	23	4	160	35	25	1116	7	122	221	1	184	7	323	23	762	165	163	81	76	106	392	524	112	31
SEC11A	284	283	1	0	10	273	205	23	2	246	3	0	267	0	17	709	6	72	379	0	0	2	340	11	524	87	354	43	6	90	9	547	72	12
MAP1LC3B	248	212	2	2	7	247	135	24	2	206	34	32	173	13	18	536	23	48	285	42	19	230	405	60	458	107	502	302	960	199	92	643	55	18
RPS2	11406	2695	0	1	412	10043	2048	565	3	8643	8	6	2596	1	742	30349	2	3078	4187	11	5	60	2574	14	17119	3411	2615	44	289	4938	23	22350	3179	680
TCF25	638	264	1	0	17	511	178	37	5	361	12	0	211	0	39	1116	8	108	297	0	2	2	380	41	997	178	318	99	22	271	19	846	100	28
NCOR1	172	115	0	3	11	223	81	19	1	145	12	1	67	4	18	617	5	69	156	1	17	5	179	14	499	77	159	60	23	129	48	332	49	16
NPEPPS	337	169	2	1	18	320	129	17	5	219	22	0	107	1	16	916	9	89	258	0	3	2	228	44	538	133	139	103	7	119	6	396	95	15
SSH2	145	63	3	3	15	134	64	18	2	90	20	0	59	1	11	370	11	42	171	0	5	1	171	23	234	58	129	123	8	68	10	226	24	8
CLTC	78	101	1	1	1	71	78	2	2	60	7	0	60	3	7	209	10	20	156	0	4	10	168	17	192	23	130	77	48	36	14	175	22	0
GALNT1	107	57	0	0	1	95	54	12	2	70	3	0	51	1	7	257	1	23	136	0	4	2	93	3	159	39	107	32	7	49	16	172	19	8
ARHGDIA	272	214	6	1	15	309	132	23	8	237	6	0	173	1	22	672	5	37	215	0	8	1	271	24	549	83	305	97	6	172	19	597	77	18
CSNK1D	168	88	9	0	10	193	77	16	4	99	25	0	77	0	12	299	6	31	116	0	1	3	97	40	293	78	124	117	6	85	6	271	18	7
TBCD	832	295	20	0	27	775	211	50	5	534	47	0	204	1	40	1480	16	115	322	1	1	7	435	89	1174	234	229	167	18	197	0	690	103	30
NARF	103	35	1	0	3	106	22	2	2	82	10	5	22	1	3	288	1	20	51	3	0	42	34	12	191	34	28	85	136	38	1	181	27	7
SMAD4	131	54	1	0	7	113	60	13	0	105	3	0	43	1	6	324	3	38	63	0	2	2	85	11	193	42	79	31	7	57	1	176	19	5
PMAIP1	413	111	4	0	18	646	63	22	1	326	13	0	79	0	23	423	16	38	87	0	0	0	66	18	603	190	166	81	46	411	6	1139	19	11
TXNL4A	163	63	0	2	5	206	58	8	0	171	4	0	75	3	10	429	2	29	107	2	6	6	109	2	378	45	131	10	10	85	28	427	61	11
BRD4	165	94	3	2	8	187	96	18	4	120	16	4	55	0	13	480	10	63	150	6	1	32	133	24	308	70	125	128	73	73	20	297	34	12
TPGS1	1253	366	14	0	41	1192	315	69	17	927	50	0	285	1	59	3160	29	280	603	4	0	4	701	112	1953	382	368	269	24	272	10	1302	323	71
FEM1A	1227	431	11	0	50	1030	286	74	7	814	48	1	256	1	78	2636	25	296	553	0	1	15	633	75	1659	365	291	220	35	271	3	1142	245	52
SOD1	474	82	0	4	15	465	76	20	1	365	0	18	91	3	19	1308	0	85	95	15	14	120	121	2	919	64	287	10	1173	136	95	1249	164	25
EMP3	588	715	4	14	20	746	567	88	7	511	10	1	688	8	49	1954	29	173	1121	2	39	2	1205	27	1152	295	1931	161	20	1142	237	1517	268	59
RNPEPL1	137	89	1	4	2	138	56	8	1	124	2	1	62	3	10	346	0	25	124	0	11	2	137	4	252	38	101	17	15	42	44	215	36	6
RPS11	4891	1810	3	5	294	4814	1691	525	8	3170	25	14	1676	4	580	11792	15	1843	2644	20	19	112	1937	25	7162	2549	2046	230	419	3361	91	8763	843	282
RPL13A	10444	1988	0	3	441	10000	1747	731	0	7974	6	5	1924	2	844	25709	1	2987	2991	6	6	30	2220	7	15380	3974	1940	29	195	5704	45	19150	2220	561
SH3BGRL3	1529	1440	10	162	36	1672	1228	70	21	1380	71	17	1179	224	54	4023	31	261	2281	34	623	94	2740	87	3158	217	3420	628	301	523	2367	3784	466	63
RPL11	10685	2231	1	4	350	9060	2032	606	7	7140	11	4	2335	5	743	29825	9	2809	3964	16	8	62	2681	8	14163	3032	2795	58	327	4789	50	19237	2717	576
RPS8	9155	1917	0	1	356	7605	1634	497	3	6787	5	5	2280	1	816	27527	2	3053	3545	3	1	32	2065	2	13126	2705	2361	35	309	4940	17	20141	2803	668
MPC2	152	45	0	0	2	119	27	11	0	124	1	8	44	2	10	334	3	19	62	2	11	17	52	4	259	41	72	26	87	88	35	349	38	6
ISG20L2	614	202	3	0	23	582	155	48	3	406	36	0	157	0	43	1426	17	141	261	1	2	6	323	46	853	161	167	105	6	140	3	613	114	22
HDGF	84	88	2	1	2	106	52	3	0	75	2	8	63	2	0	244	0	12	75	14	25	64	114	4	188	20	86	11	172	21	54	185	26	6
XPR1	241	89	3	0	9	246	85	22	1	214	12	0	70	0	12	576	5	73	117	1	4	2	143	27	375	72	63	38	8	77	2	246	41	14
MCL1	418	734	25	0	8	502	535	12	40	355	144	1	458	1	15	807	98	24	877	1	1	4	837	179	640	66	471	722	13	120	8	701	74	7
ENSA	250	83	0	2	8	221	71	18	4	151	3	0	74	1	16	502	3	66	101	1	13	7	112	12	451	78	128	30	21	138	28	495	44	17
JTB	310	137	2	2	10	316	108	21	3	239	14	2	105	5	20	713	2	62	187	2	11	23	227	5	522	76	251	45	93	109	35	657	74	13
TPM3	831	707	16	25	27	881	528	52	8	584	77	1	534	30	56	1909	32	199	1029	0	97	7	1103	120	1443	273	1482	509	47	465	400	1646	213	54
LYST	112	223	2	0	11	160	178	8	7	78	35	0	242	2	7	239	18	56	298	0	4	0	327	38	212	104	342	224	8	84	20	189	14	3
ACP1	118	45	0	4	6	152	31	15	0	105	0	28	48	1	4	398	1	52	57	25	18	78	55	0	345	46	76	12	331	70	46	412	58	13
ARF1	325	260	2	16	7	348	174	22	5	294	21	11	169	26	18	759	5	60	297	13	74	58	361	30	659	113	358	115	174	156	246	710	103	20
GUK1	391	153	1	2	3	477	116	15	4	360	7	111	141	1	12	945	8	38	231	222	13	705	233	17	855	55	305	55	1611	128	52	970	132	15
LBR	132	54	4	0	5	146	49	14	2	81	20	0	42	0	16	419	8	41	141	0	2	1	130	35	276	49	107	128	34	92	17	289	41	6
CALM2	576	569	5	15	17	848	496	66	4	514	29	0	580	9	46	1756	24	185	1110	6	33	20	644	14	1243	157	868	126	120	311	99	1278	155	54
RPS27A	12505	1917	3	8	367	11367	1606	645	6	10101	23	1	2087	6	839	33054	12	2973	3059	13	19	64	2539	29	17876	3377	2655	150	414	5403	95	24154	3103	633
UBXN4	261	103	1	3	10	265	77	18	1	198	14	0	65	2	19	730	4	67	171	0	1	2	144	16	556	102	146	60	17	129	22	525	63	9
RAB5A	107	62	1	2	4	105	36	5	4	85	8	0	30	0	4	205	9	16	74	2	1	16	88	22	214	48	101	72	48	46	11	205	22	3
CTDSP1	89	99	0	1	2	116	64	9	0	86	0	0	60	3	8	335	3	35	133	0	13	2	137	4	170	15	97	10	0	29	15	140	20	6
GASK1A	4374	710	14	0	172	4135	836	348	4	3160	72	3	673	3	304	10618	39	1086	1263	1	6	35	1150	117	5998	1385	1175	423	276	1800	11	5870	628	135
GOLGA4	439	116	1	0	10	442	82	14	1	352	4	0	65	0	13	715	4	83	148	1	2	16	122	14	575	165	146	39	43	132	4	611	47	10
RPL32	12041	2048	2	0	391	11693	1915	684	2	8987	12	9	2131	3	829	35302	4	3206	3809	32	4	110	2602	20	17309	3476	2525	82	486	5415	35	23869	3173	617
ARL6IP5	396	215	1	21	10	376	155	10	1	361	17	0	223	17	17	1207	5	96	349	0	71	2	355	13	682	71	399	178	20	65	205	902	177	20
TMF1	262	62	4	0	11	262	60	5	0	195	8	1	62	0	20	481	8	55	121	0	2	6	100	21	551	96	85	80	10	85	8	435	64	6
NFKBIZ	459	251	51	0	8	518	237	3	61	327	234	2	347	4	7	589	31	29	290	1	0	3	461	232	451	48	511	1544	24	31	4	502	99	5
LPP	337	152	3	3	18	368	133	32	3	254	14	1	147	2	32	844	10	141	196	0	3	3	244	15	555	151	161	39	5	97	8	425	90	17
TBCK	677	241	11	0	18	627	189	36	4	440	20	0	193	0	47	2191	13	239	412	0	0	4	434	44	1211	226	160	60	5	180	5	634	200	66
ANK2	1052	342	14	0	36	855	259	55	7	764	34	1	258	0	62	2230	29	254	481	0	0	2	605	105	1579	307	283	217	28	243	6	1022	207	42
RPS3A	11462	2162	1	1	354	10914	1999	563	2	8649	7	5	2272	6	792	25654	1	2249	2846	2	7	37	2443	10	16607	3153	2623	82	287	4941	31	22895	2913	619
MARCHF6	164	65	4	2	12	148	47	11	2	137	8	3	37	0	13	391	2	53	95	4	10	16	79	9	267	55	68	43	59	89	30	211	21	8
RPL37	13480	2686	1	2	476	12665	2302	802	6	9319	33	2	2660	3	955	34026	16	3217	4598	11	3	58	3035	57	18593	4104	2615	313	302	5088	39	20755	3077	688
BTF3	1585	511	0	0	51	1428	435	92	3	1147	3	52	482	3	82	4391	3	383	825	68	7	219	612	3	3059	497	749	52	962	755	48	3767	456	66
ATG12	166	72	1	0	11	159	38	13	0	131	2	1	50	1	6	371	3	36	95	0	0	1	106	8	305	70	83	58	9	89	6	277	41	9
RNF145	179	53	1	0	11	151	57	10	2	105	6	0	33	0	5	310	4	33	76	0	2	1	103	18	394	60	108	67	6	57	7	309	24	4
KCNMB1	435	226	4	0	24	399	142	29	2	289	24	0	119	0	40	845	4	118	225	2	0	2	242	34	584	133	137	85	6	138	7	387	68	22
ZMAT2	128	53	1	0	4	115	46	11	2	91	9	12	48	2	5	341	6	27	81	9	6	100	102	16	186	44	101	89	309	69	35	284	43	5
PHIP	259	168	2	0	9	278	107	20	3	193	16	0	97	0	18	655	15	91	195	0	4	2	195	10	420	117	148	57	21	122	4	365	44	10
FAXC	400	169	10	0	10	366	121	30	3	266	32	0	114	1	20	876	20	91	240	0	0	0	284	31	607	100	120	66	6	74	1	392	96	32
PNRC1	1616	410	18	2	38	1199	363	76	40	994	233	11	329	1	85	2458	61	275	423	10	4	97	477	227	1688	315	448	1624	368	474	27	2216	225	44
WTAP	189	80	0	1	11	192	81	8	5	128	10	0	66	0	16	412	7	37	113	0	3	6	161	12	492	84	111	85	13	135	17	418	44	8
TLK2	195	62	1	0	9	197	68	12	1	117	1	0	42	1	12	383	2	50	80	0	2	4	92	11	270	67	70	19	11	74	8	238	17	14
SH3KBP1	252	155	1	0	5	268	130	9	1	183	25	0	137	1	10	749	11	47	210	0	2	0	233	13	516	49	208	131	2	81	8	448	77	10
KDM6A	241	79	4	0	6	213	68	12	4	143	11	0	46	1	12	405	4	42	98	1	1	4	61	12	213	49	80	37	39	99	5	324	25	10
MSN	365	376	5	27	10	392	292	19	10	294	33	0	297	10	19	978	6	74	490	0	33	1	549	30	546	73	629	235	18	102	144	656	91	9
NDUFB11	322	133	0	0	12	297	136	19	2	254	2	1	119	0	18	949	1	77	222	1	2	12	249	4	720	97	228	24	24	142	18	894	138	20
NONO	247	122	0	1	8	262	85	17	2	175	6	0	89	0	15	547	2	65	159	0	0	0	151	4	531	95	138	24	7	124	15	487	46	11
IL2RG	535	44	2	1	13	573	16	18	2	363	23	0	20	0	22	1220	11	89	66	1	0	0	40	17	743	92	45	142	9	131	4	901	141	20
RPL10	16425	3145	1	5	506	16329	3024	853	0	12835	9	7	3678	7	1070	45839	1	4068	5527	11	29	48	4096	14	27637	5281	3517	73	293	6808	132	31144	4593	830
SLC25A37	83	202	39	0	7	79	117	10	50	68	277	310	121	2	7	290	125	35	243	395	20	1653	360	181	136	42	224	1590	6871	32	65	182	24	10
TACC1	175	129	6	0	5	159	149	13	2	124	11	0	100	0	21	395	9	33	165	0	16	0	175	23	311	76	159	76	3	94	67	256	19	8
NSD3	369	94	1	1	16	335	86	50	1	306	12	1	57	1	24	916	8	102	128	2	0	14	122	10	638	170	100	45	37	145	7	711	82	15
RPL7	4470	1293	0	0	142	4003	1214	244	1	3128	6	5	1217	0	286	11355	1	961	1815	6	1	50	1685	6	6429	1208	1612	32	180	2135	15	9708	919	198
MTDH	395	244	2	2	8	457	203	33	2	413	4	0	198	3	40	1153	0	119	416	0	0	1	414	6	774	157	405	29	20	243	18	934	141	19
NDUFB9	296	123	1	2	8	259	98	9	0	214	5	0	101	2	14	799	0	69	165	0	3	2	214	7	612	69	186	30	18	105	52	656	87	16
AK3	860	347	8	0	31	871	284	59	3	595	34	1	233	1	58	1938	18	172	433	3	4	6	496	60	1289	249	299	185	27	287	8	909	222	43
ADD3	349	86	4	5	10	360	65	28	3	294	5	0	54	6	29	1234	1	84	102	0	26	0	109	8	509	77	96	59	14	146	84	612	99	12
EIF4EBP2	97	78	0	1	1	109	59	3	3	72	8	0	49	0	6	221	3	20	111	0	3	6	97	8	141	15	99	34	21	20	9	148	27	4
GSTO1	90	233	1	54	3	101	211	3	1	72	3	0	185	21	4	340	3	19	378	0	146	15	321	2	250	24	408	31	39	21	700	196	38	7
RGS10	283	96	0	81	3	281	115	6	1	239	1	14	89	77	4	1248	0	12	239	14	233	34	186	4	493	11	174	16	99	29	835	600	104	6
HSD17B12	412	149	3	1	14	328	84	23	2	264	24	0	93	0	25	912	9	103	201	0	4	5	240	34	602	93	117	85	7	85	14	402	95	26
DGKZ	220	66	0	2	2	203	49	3	1	154	6	0	47	1	4	598	2	17	110	0	6	0	89	11	312	18	47	45	6	19	8	274	43	1
PTPRJ	269	108	3	13	5	249	93	18	4	186	13	1	91	5	25	823	13	96	187	1	18	0	235	24	476	80	145	113	1	62	52	306	77	18
ARFGAP2	276	95	0	1	14	238	82	21	1	175	12	0	57	1	20	611	2	89	137	0	2	2	135	6	492	128	112	20	15	127	9	413	42	16
CCDC82	186	42	0	0	9	167	26	8	1	117	14	0	38	0	8	431	5	46	73	0	2	0	65	10	261	60	66	58	4	83	10	198	20	5
RPS3	9652	1368	4	2	255	9024	1171	381	5	8672	11	2	1555	3	598	26446	5	2001	2276	5	11	61	1274	4	13586	2040	1806	81	319	4007	48	20838	2727	470
LAMTOR1	147	206	0	33	4	156	116	11	2	119	1	1	115	26	9	412	2	61	246	1	137	13	257	8	284	56	184	52	51	75	389	349	42	10
FERMT3	89	125	2	58	1	137	90	4	1	69	8	0	68	60	1	325	2	25	205	0	205	0	245	24	226	24	190	68	14	20	609	204	30	6
FAU	5428	1553	10	7	208	5054	1345	372	19	4222	65	11	1541	3	473	15326	37	1796	2745	14	23	70	2041	100	8661	2074	2485	684	296	3296	112	11547	1570	350
PPP4C	88	77	0	2	4	91	62	10	0	75	13	0	80	0	6	268	3	27	124	0	4	0	132	18	264	26	145	52	6	44	22	226	38	6
ALDOA	195	424	0	9	1	196	235	8	4	159	1	0	247	2	12	653	1	37	571	0	32	2	601	14	489	37	583	40	12	50	203	489	101	6
TMEM219	132	118	1	7	7	145	102	7	1	109	3	0	85	13	10	353	3	34	144	0	30	1	151	8	243	31	159	4	5	71	112	331	51	5
DCUN1D2	850	369	7	0	38	812	273	66	11	606	34	2	243	1	48	1789	23	213	380	1	0	11	501	46	1249	237	212	146	12	192	1	775	147	33
SAP18	531	171	1	2	10	513	126	29	1	351	9	3	133	1	32	1071	3	107	247	4	13	34	258	7	870	131	381	90	182	260	42	1157	108	25
PDCD4	597	65	3	0	7	551	57	29	4	458	17	0	68	0	15	1418	5	114	102	0	10	0	80	17	1064	134	84	61	11	167	27	834	101	34
PIP4K2A	227	42	0	18	3	345	37	9	3	190	3	39	38	19	7	711	3	50	89	54	50	152	83	3	393	25	72	39	510	70	111	354	63	11
RILPL2	74	155	2	2	1	71	156	7	6	58	19	0	108	2	9	148	11	24	187	0	14	0	213	39	144	16	162	228	0	38	25	155	20	4
UBC	2593	1244	11	34	90	2658	988	215	20	1802	109	2	908	25	149	4523	66	469	1624	6	136	50	1686	171	4299	861	2052	632	225	1465	273	4409	551	144
FAM177A1	432	51	5	1	7	397	56	11	2	319	15	1	54	2	34	619	4	79	116	0	15	2	90	17	626	101	73	113	10	99	40	586	63	12
UPF2	124	35	2	0	17	149	37	21	1	80	7	3	33	0	14	492	3	71	75	0	1	3	82	15	261	128	72	40	32	141	12	240	47	18
ADAM17	542	424	6	1	24	509	317	47	10	353	40	1	255	0	37	2010	12	227	594	1	3	2	669	80	1047	226	299	222	5	150	4	650	284	76
ZNF385D	327	128	6	0	20	321	99	30	3	274	24	0	89	2	26	788	17	102	137	3	2	3	153	38	503	95	134	86	19	196	17	448	53	8
CACUL1	102	44	2	0	4	105	45	4	2	61	13	0	54	2	4	252	8	20	101	0	1	1	75	23	125	32	79	53	6	34	7	106	16	3
RABGAP1L	136	52	1	12	3	158	58	17	0	131	6	2	62	3	10	381	4	41	137	0	36	6	104	6	317	56	104	15	29	75	119	211	26	12
TGOLN2	290	213	4	4	9	275	150	24	4	187	6	0	132	2	20	756	4	66	246	0	11	0	281	31	476	86	304	78	11	152	33	474	63	12
USP12	78	42	0	3	3	68	36	15	0	62	1	21	34	0	11	124	0	15	71	20	7	67	48	2	134	55	75	12	167	75	26	131	11	5
TMEM123	459	144	0	0	14	381	141	27	2	281	8	0	95	0	12	1327	20	60	262	1	5	1	210	9	573	123	202	55	15	103	26	1045	131	7
MBNL1	729	262	2	19	25	712	264	39	4	488	21	1	226	12	31	1873	11	144	458	2	39	12	367	19	921	145	248	98	49	185	156	988	125	34
HNRNPDL	747	255	1	0	27	900	246	53	2	587	4	0	254	1	40	1937	2	181	383	1	0	1	395	4	1463	257	440	34	19	368	5	1676	214	58
UTRN	296	155	1	0	8	342	142	17	1	228	2	0	133	0	15	743	4	84	255	0	3	0	200	4	455	106	154	20	3	108	2	484	60	3
CARHSP1	111	37	1	0	5	121	32	7	0	85	1	1	28	1	8	391	1	33	55	7	0	6	75	7	303	39	67	22	33	30	20	231	47	11
CAST	469	415	0	0	18	740	419	31	5	458	16	1	345	1	32	1165	4	128	562	0	1	1	556	17	889	129	669	186	19	357	7	990	153	23
HNRNPU	892	356	3	3	24	776	308	40	4	562	39	0	237	0	53	2122	14	222	584	2	2	5	498	27	1381	277	445	189	15	455	17	1683	209	43
AHCTF1	73	72	1	6	2	78	40	8	2	39	15	0	47	1	8	175	3	17	40	0	18	0	72	27	112	18	100	83	5	45	53	94	7	1
NR4A2	657	84	4	0	8	571	87	22	4	479	14	0	71	1	9	608	2	18	121	0	0	0	53	6	603	68	68	65	2	133	0	525	14	3
CYRIB	273	259	8	0	11	322	190	20	21	162	66	1	172	1	15	839	33	66	350	0	1	3	390	77	607	77	357	325	4	124	7	477	85	13
ASAP1	78	120	1	3	2	73	92	7	4	47	23	5	67	4	4	150	16	13	142	4	24	17	142	23	128	23	130	159	86	46	95	134	19	4
CMIP	89	110	2	14	5	126	89	5	1	74	12	0	81	8	6	178	4	15	166	0	46	2	139	4	106	29	72	44	2	44	109	106	11	3
TRIP12	105	66	3	2	1	94	65	8	0	78	10	4	44	4	5	313	5	28	117	1	6	35	141	14	204	49	83	54	64	48	28	180	21	5
SREK1	263	161	2	0	13	232	137	21	0	208	10	2	99	0	15	509	4	54	164	0	4	3	208	15	547	163	209	50	13	208	6	550	48	8
CHD1	501	286	8	0	14	505	251	24	10	341	64	1	224	0	16	747	19	81	304	1	0	1	246	52	713	167	281	240	13	188	5	599	37	14
ATP5PF	287	121	0	1	7	279	92	16	1	238	3	2	136	5	13	860	0	69	236	0	13	19	190	4	548	51	252	27	82	108	75	766	94	22
VOPP1	104	36	2	0	4	77	29	4	2	70	13	0	24	1	16	234	1	25	62	0	2	0	50	2	160	33	67	63	2	64	0	212	35	13
AZIN1	74	69	1	1	2	87	46	11	0	66	10	0	48	1	3	189	2	16	51	0	2	2	111	7	144	16	120	86	12	39	13	161	6	4
DBI	312	214	0	0	12	323	152	43	1	242	3	0	157	0	12	832	2	69	272	0	4	1	332	5	720	112	433	51	3	167	6	829	89	28
