	G3R1_Cortex_3xTgAD	G3R3_Cortex_3xTgAD	G3R4_Cortex_3xTgAD	G3R10_Cortex_WT	G3R7_Cortex_WT	G3R9_Cortex_WT
ENSMUSG00000003037	804	967	957	874	961	878
ENSMUSG00000003038	1505	1536	1710	1615	1485	1517
ENSMUSG00000003039	1675	1746	1764	1998	1986	1920
ENSMUSG00000003051	2	6	1	4	4	1
ENSMUSG00000003053	0	0	0	0	0	0
ENSMUSG00000003062	1058	1090	1073	1110	1170	1170
ENSMUSG00000003068	1887	2410	2411	2298	2426	2385
ENSMUSG00000003070	167	184	184	169	211	234
ENSMUSG00000003072	3269	3820	3541	3407	4137	3358
ENSMUSG00000003099	2705	3020	2977	2997	2900	2863
ENSMUSG00000003119	1136	1318	1113	1470	965	1273
ENSMUSG00000003123	810	958	686	783	822	753
ENSMUSG00000003131	4792	4911	4980	5919	4764	5474
ENSMUSG00000003134	877	1089	835	1331	1027	1078
ENSMUSG00000003135	749	863	846	929	791	814
ENSMUSG00000003153	4383	4780	4248	4401	5153	4256
ENSMUSG00000003154	1123	1330	1356	1271	1372	1267
ENSMUSG00000003161	1332	1469	1387	1346	1397	1397
ENSMUSG00000003166	3240	3534	3232	3589	3615	3349
ENSMUSG00000003178	876	1228	1020	1349	784	1510
ENSMUSG00000003184	525	654	705	746	819	796
ENSMUSG00000003190	194	220	255	284	275	237
ENSMUSG00000003198	229	285	207	265	171	238
ENSMUSG00000003199	1585	1925	1673	1771	2072	1596
ENSMUSG00000003200	1109	1374	1330	1255	1256	1308
ENSMUSG00000003206	22	34	35	17	40	22
ENSMUSG00000003208	175	222	225	249	219	217
ENSMUSG00000003226	3095	3297	3200	4997	2543	4840
ENSMUSG00000003227	13	8	9	12	8	8
ENSMUSG00000003228	309	320	306	478	492	414
ENSMUSG00000003233	1550	2075	1716	1768	1710	1584
ENSMUSG00000003234	1910	2102	1938	2180	2086	2121
ENSMUSG00000003235	1260	1510	1376	1438	1446	1386
ENSMUSG00000003269	1645	2151	2060	2088	2128	1965
ENSMUSG00000003271	158	212	229	219	271	252
ENSMUSG00000003273	4047	4853	4459	4885	4706	4270
ENSMUSG00000003279	17863	17653	16883	19999	17270	17945
ENSMUSG00000003282	142	188	145	275	74	255
ENSMUSG00000003283	109	116	85	92	127	113
ENSMUSG00000003299	1084	1328	1168	1128	1278	1242
ENSMUSG00000003308	1823	2203	1967	2055	2090	2002
ENSMUSG00000003309	107	145	89	95	89	107
ENSMUSG00000003316	6537	6623	6588	8296	5718	7949
ENSMUSG00000003341	17	11	6	14	11	10
ENSMUSG00000003344	2155	2209	2040	2311	2595	1998
ENSMUSG00000003345	3371	4455	3811	4633	4236	4061
ENSMUSG00000003346	2373	3221	3075	2919	3016	2941
ENSMUSG00000003348	270	325	349	284	392	340
ENSMUSG00000003352	6291	7901	6504	8043	8185	6625
ENSMUSG00000003354	250	287	232	252	278	229
ENSMUSG00000003355	36	42	38	45	45	34
ENSMUSG00000003360	2309	2604	2496	2441	2441	2452
ENSMUSG00000003363	14496	15604	14218	16334	17684	14431
ENSMUSG00000003378	8089	8603	7654	8508	10429	7275
ENSMUSG00000003379	13	18	20	12	22	18
ENSMUSG00000003380	2122	2595	2313	2524	2479	2533
ENSMUSG00000003382	823	968	1044	924	1014	1114
ENSMUSG00000003402	1923	2187	2135	1967	2479	2001
ENSMUSG00000003410	7838	9346	8630	9437	9873	8608
ENSMUSG00000003411	935	886	629	882	1372	656
ENSMUSG00000003418	80	73	76	125	112	116
ENSMUSG00000003420	403	366	501	398	453	404
ENSMUSG00000003421	1017	1254	1057	1249	1025	1128
ENSMUSG00000003423	600	619	579	679	790	587
ENSMUSG00000003429	2426	2721	3042	2734	3426	2696
ENSMUSG00000003435	5147	6176	5440	5467	5746	5217
ENSMUSG00000003436	26	22	33	23	66	31
ENSMUSG00000003437	1617	1788	1850	1712	2043	1610
ENSMUSG00000003438	590	714	695	733	793	738
ENSMUSG00000003444	367	407	396	411	461	433
ENSMUSG00000003452	1212	1272	1131	1845	1134	1626
ENSMUSG00000003458	2125	2331	2235	2313	2130	2241
ENSMUSG00000003464	1952	2202	1957	2190	1981	2099
ENSMUSG00000003469	11712	13722	11978	13311	12010	12038
ENSMUSG00000003476	66	51	33	66	179	46
ENSMUSG00000003477	6	8	4	11	23	31
ENSMUSG00000003484	3	6	5	132	52	93
ENSMUSG00000003500	1457	1730	1588	1796	1644	1640
ENSMUSG00000003505	0	0	0	0	0	0
ENSMUSG00000003518	3978	5132	5038	5319	3469	5583
ENSMUSG00000003526	2560	3558	3147	2766	2809	2757
ENSMUSG00000003527	841	1022	868	952	873	803
ENSMUSG00000003528	801	748	705	723	1064	690
ENSMUSG00000003531	1181	1433	1286	1285	1351	1157
ENSMUSG00000003534	1331	1691	1560	1708	1470	1665
ENSMUSG00000003541	144	353	183	151	146	236
ENSMUSG00000003545	308	681	545	235	382	375
ENSMUSG00000003546	825	980	905	899	1019	913
ENSMUSG00000003549	614	897	711	637	710	685
ENSMUSG00000003555	0	0	3	2	1	4
ENSMUSG00000003559	251	292	358	292	295	318
ENSMUSG00000003573	608	533	626	760	726	899
ENSMUSG00000003575	6645	7975	7238	7804	8117	7237
ENSMUSG00000003581	1068	1239	1073	1101	1516	984
ENSMUSG00000003585	1740	1797	1544	1639	1912	1652
ENSMUSG00000003604	611	457	543	665	764	614
ENSMUSG00000003617	685	992	942	973	912	861
ENSMUSG00000003623	940	1504	1099	1246	1152	1286
ENSMUSG00000003644	394	504	523	522	550	507
ENSMUSG00000003657	493	215	196	263	829	214
ENSMUSG00000003660	3930	4203	4042	4939	3194	4525
ENSMUSG00000003662	1261	1425	1358	1191	1022	1228
ENSMUSG00000003665	60	85	49	106	68	139
ENSMUSG00000003680	448	556	514	529	622	446
ENSMUSG00000003721	1221	1318	1326	1272	1230	1396
ENSMUSG00000003731	3013	3037	3148	3667	3200	3433
ENSMUSG00000003746	1781	1225	1312	1457	1389	958
ENSMUSG00000003752	517	593	657	551	652	591
ENSMUSG00000003762	1702	1647	1672	1573	2650	1591
ENSMUSG00000003778	2061	2402	2329	2403	1959	2060
ENSMUSG00000003779	366	377	354	426	501	373
ENSMUSG00000003808	1037	1195	1166	1080	1193	1044
ENSMUSG00000003809	921	1074	1037	997	1033	955
ENSMUSG00000003810	4402	5103	4735	5154	4967	4939
ENSMUSG00000003812	3083	3647	3218	3344	3684	3060
ENSMUSG00000003813	1719	1995	1813	2028	1845	1798
ENSMUSG00000003814	7959	6170	7290	6646	9068	6703
ENSMUSG00000003824	360	389	358	388	411	373
ENSMUSG00000003847	3128	3409	3394	4751	3476	4869
ENSMUSG00000003848	878	931	984	926	1023	968
ENSMUSG00000003849	102	125	99	98	108	124
ENSMUSG00000003863	5385	7239	5711	7317	6548	6620
ENSMUSG00000003865	834	1169	988	1023	1058	979
ENSMUSG00000003868	766	896	877	815	964	764
ENSMUSG00000003872	1179	1271	1281	1468	1406	1278
ENSMUSG00000003873	788	877	844	802	937	860
ENSMUSG00000003882	33	32	36	24	31	29
ENSMUSG00000003923	866	963	979	1012	898	965
ENSMUSG00000003929	966	1189	1070	1424	936	1282
ENSMUSG00000003934	2601	2473	2528	2665	4040	2634
ENSMUSG00000003948	6160	5404	6095	6614	6624	5801
ENSMUSG00000003949	5675	8327	8176	8899	3525	9411
ENSMUSG00000003955	655	709	703	668	771	668
ENSMUSG00000003970	4367	5202	4894	5011	5589	4969
ENSMUSG00000003974	1548	1657	1959	2136	1438	2016
ENSMUSG00000003992	2441	2628	2339	3001	2225	2728
ENSMUSG00000004018	426	483	401	463	438	353
ENSMUSG00000004031	2967	3644	3058	3737	4269	3565
ENSMUSG00000004032	2980	3640	3724	3453	3165	3655
ENSMUSG00000004035	292	378	387	408	297	427
ENSMUSG00000004038	133	132	109	124	163	131
ENSMUSG00000004040	1385	1685	1570	1593	1731	1618
ENSMUSG00000004043	84	89	103	109	73	104
ENSMUSG00000004044	460	650	609	646	578	488
ENSMUSG00000004054	743	907	840	905	806	821
ENSMUSG00000004056	2920	3499	3930	3731	3224	3643
ENSMUSG00000004069	3220	3843	3461	3701	3492	3802
ENSMUSG00000004070	2054	2192	2206	2332	2230	2305
ENSMUSG00000004071	8021	8447	8353	8882	8627	8536
ENSMUSG00000004085	236	221	243	276	319	314
ENSMUSG00000004096	1338	1545	1527	1411	1509	1560
ENSMUSG00000004098	207	293	195	281	291	222
ENSMUSG00000004099	2146	2516	2342	2414	2244	2391
ENSMUSG00000004100	456	504	446	469	523	398
ENSMUSG00000004105	135	141	174	143	117	144
ENSMUSG00000004110	10106	8260	7778	12843	9513	11964
ENSMUSG00000004113	5672	6308	5219	6774	6633	6400
ENSMUSG00000004127	261	256	233	284	250	229
ENSMUSG00000004151	2597	1937	2606	2589	2226	2773
ENSMUSG00000004187	16358	21771	17941	21505	18995	18695
ENSMUSG00000004207	37357	43232	39741	43698	44395	40452
ENSMUSG00000004221	1864	2057	2023	2537	2014	2370
ENSMUSG00000004231	16	5	8	9	7	7
ENSMUSG00000004233	395	441	390	500	375	520
ENSMUSG00000004263	6298	7464	6729	7241	7569	6398
ENSMUSG00000004264	1308	1600	1497	1453	1650	1421
ENSMUSG00000004266	112	124	131	128	136	76
ENSMUSG00000004267	18362	21442	19903	24149	21405	21372
ENSMUSG00000004268	728	756	744	722	793	738
ENSMUSG00000004270	626	659	734	653	760	656
ENSMUSG00000004285	1381	1526	1424	1554	1691	1498
ENSMUSG00000004296	0	0	0	0	0	0
ENSMUSG00000004317	328	418	369	465	303	476
ENSMUSG00000004319	4790	5192	4937	6201	4600	5848
ENSMUSG00000004328	502	929	654	722	502	813
ENSMUSG00000004341	2	2	3	31	5	17
ENSMUSG00000004344	0	0	0	0	0	0
ENSMUSG00000004347	101	128	121	398	263	287
ENSMUSG00000004356	852	805	805	1157	939	1181
ENSMUSG00000004359	0	0	0	2	1	0
ENSMUSG00000004360	3396	3837	3986	4042	4185	4375
ENSMUSG00000004364	3324	3270	3309	4096	3248	3690
ENSMUSG00000004366	2835	3358	2547	2924	5188	2854
ENSMUSG00000004371	15	19	21	24	19	28
ENSMUSG00000004383	4890	5068	4593	5258	4773	4189
ENSMUSG00000004393	882	982	864	1014	926	874
ENSMUSG00000004394	1475	1591	1682	1555	1699	1672
ENSMUSG00000004415	729	831	768	805	662	542
ENSMUSG00000004446	387	433	370	442	503	389
ENSMUSG00000004451	470	621	579	588	542	616
ENSMUSG00000004455	4757	5428	5736	6019	4933	6128
ENSMUSG00000004460	1292	1299	1371	1326	1386	1234
ENSMUSG00000004462	467	509	445	570	494	544
ENSMUSG00000004473	154	166	149	171	155	125
ENSMUSG00000004500	261	308	291	339	323	349
ENSMUSG00000004508	714	714	635	723	809	614
ENSMUSG00000004530	1718	1878	1897	2376	2460	2174
ENSMUSG00000004535	3445	3443	3727	3920	3382	3866
ENSMUSG00000004540	2	1	1	0	1	2
ENSMUSG00000004542	0	0	0	0	0	0
ENSMUSG00000004552	208	251	207	430	407	455
ENSMUSG00000004558	18695	24549	21558	17997	20875	19250
ENSMUSG00000004561	1067	1058	1094	1011	1102	977
ENSMUSG00000004562	1100	1115	1167	1250	1667	1142
ENSMUSG00000004565	2548	2874	2605	3588	3841	3298
ENSMUSG00000004567	2760	3913	3183	2141	2172	2056
ENSMUSG00000004568	1851	2110	1972	1724	1595	1773
ENSMUSG00000004591	983	1101	1133	1309	914	1226
ENSMUSG00000004609	192	227	204	267	202	205
ENSMUSG00000004610	602	682	634	599	830	604
ENSMUSG00000004612	1	1	0	1	0	0
ENSMUSG00000004613	0	0	0	0	0	0
ENSMUSG00000004626	1907	2288	2156	581	792	608
ENSMUSG00000004630	109	122	99	96	167	142
ENSMUSG00000004631	717	785	811	924	858	773
ENSMUSG00000004633	796	943	1162	1356	869	1448
ENSMUSG00000004637	1981	2249	2041	3575	2087	3473
ENSMUSG00000004642	508	545	560	561	559	565
ENSMUSG00000004651	5	10	1	6	11	0
ENSMUSG00000004654	1	0	0	1	0	1
ENSMUSG00000004655	30	11	16	17	17	13
ENSMUSG00000004661	227	357	433	420	259	489
ENSMUSG00000004665	131	235	197	164	166	113
ENSMUSG00000004667	1013	1228	1084	1133	1270	1232
ENSMUSG00000004668	6	8	14	18	10	16
ENSMUSG00000004677	3542	4385	3884	4636	4490	4949
ENSMUSG00000004698	1193	1019	990	1013	964	922
ENSMUSG00000004707	16	17	16	18	20	19
ENSMUSG00000004709	21	19	19	19	24	20
ENSMUSG00000004730	167	165	190	172	143	154
ENSMUSG00000004748	1741	1641	1317	1418	2115	1222
ENSMUSG00000004768	961	1131	1033	1108	1099	1136
ENSMUSG00000004771	2301	2358	2424	2902	2490	2718
ENSMUSG00000004788	668	763	756	657	825	692
ENSMUSG00000004789	3470	3756	3925	4033	3762	4108
ENSMUSG00000004791	60	80	45	48	73	57
ENSMUSG00000004798	3330	3462	3583	4301	3256	3609
ENSMUSG00000004814	3	1	2	3	4	2
ENSMUSG00000004815	2141	2396	2271	2390	2814	2277
ENSMUSG00000004821	0	0	0	0	0	0
ENSMUSG00000004837	105	140	137	174	196	155
ENSMUSG00000004842	2	3	1	0	2	1
ENSMUSG00000004843	1150	1197	1213	1328	1153	1163
ENSMUSG00000004846	1321	1493	1431	1399	1716	1335
ENSMUSG00000004849	4329	4238	3713	4748	6683	4291
ENSMUSG00000004864	28	35	19	24	27	32
ENSMUSG00000004865	2665	3282	3230	3195	2740	3084
ENSMUSG00000004872	0	1	1	0	0	1
ENSMUSG00000004880	520	704	698	612	589	774
ENSMUSG00000004885	59	65	129	47	50	48
ENSMUSG00000004891	304	626	391	393	397	253
ENSMUSG00000004892	7887	7957	9133	9381	10993	8475
ENSMUSG00000004894	477	1045	872	995	436	1043
ENSMUSG00000004895	1006	1108	1057	1071	1058	1000
ENSMUSG00000004896	1813	2024	2010	1936	2141	1790
ENSMUSG00000004897	3466	3912	3973	3835	3747	3906
ENSMUSG00000004902	1673	1752	1635	1838	2352	1773
ENSMUSG00000004929	1161	1251	1176	1237	1361	1169
ENSMUSG00000004931	535	618	654	653	824	608
ENSMUSG00000004933	5679	7087	5759	6926	7410	6057
ENSMUSG00000004934	700	837	822	764	819	820
ENSMUSG00000004936	6494	5737	5607	6972	7249	6121
ENSMUSG00000004937	2813	3450	3205	3167	3243	3037
ENSMUSG00000004939	4	4	2	8	9	2
ENSMUSG00000004945	742	831	755	922	926	855
ENSMUSG00000004947	319	417	442	403	512	422
ENSMUSG00000004948	3	1	2	1	0	1
ENSMUSG00000004951	127	159	165	103	150	108
ENSMUSG00000004952	176	211	258	279	301	221
ENSMUSG00000004961	3602	3891	3452	3582	4510	3292
ENSMUSG00000004980	13925	14205	15551	13810	16371	14240
ENSMUSG00000004988	10	13	12	16	19	20
ENSMUSG00000004994	398	432	429	385	467	396
ENSMUSG00000004996	316	366	275	291	355	298
ENSMUSG00000005034	13998	15551	14537	16227	13263	15330
ENSMUSG00000005043	204	229	198	222	234	219
ENSMUSG00000005045	11893	13914	12299	12796	12938	11508
ENSMUSG00000005054	238	268	313	291	273	312
ENSMUSG00000005057	184	197	152	181	307	154
ENSMUSG00000005069	1607	1949	1899	1982	1952	1858
ENSMUSG00000005078	1146	1239	1216	1346	1288	1420
ENSMUSG00000005087	119	97	41	98	116	46
ENSMUSG00000005089	76886	85491	86347	117053	75756	96101
ENSMUSG00000005102	1441	1510	1331	1396	1290	1313
ENSMUSG00000005103	4205	4151	4202	4017	4388	3732
ENSMUSG00000005107	133	90	138	144	84	166
ENSMUSG00000005124	74	147	112	107	94	160
ENSMUSG00000005125	2169	2459	2838	3072	2418	3109
ENSMUSG00000005131	14	5	8	8	19	12
ENSMUSG00000005142	1479	1881	1607	1408	1835	1309
ENSMUSG00000005148	195	238	196	183	180	185
ENSMUSG00000005150	1139	1265	1091	1187	1252	1020
ENSMUSG00000005161	3814	3693	3721	3964	4343	3767
ENSMUSG00000005198	3017	3646	2916	3235	3358	2746
ENSMUSG00000005202	0	0	0	0	1	0
ENSMUSG00000005204	2594	2662	2836	2635	2794	2597
ENSMUSG00000005220	16	9	8	18	20	14
ENSMUSG00000005225	541	558	584	715	618	700
ENSMUSG00000005232	0	0	1	1	0	1
ENSMUSG00000005233	11	19	17	19	15	11
ENSMUSG00000005237	232	232	246	242	362	233
ENSMUSG00000005251	18	27	9	22	50	28
ENSMUSG00000005262	2469	2755	2334	3116	2455	2600
ENSMUSG00000005267	603	762	723	639	543	703
ENSMUSG00000005268	65	59	25	36	118	40
ENSMUSG00000005299	2275	2478	2436	2582	2481	2353
ENSMUSG00000005312	4791	5031	5265	5624	4734	5522
ENSMUSG00000005320	8	13	13	14	17	12
ENSMUSG00000005338	11467	11648	10460	12468	13673	10903
ENSMUSG00000005339	0	0	0	0	0	0
ENSMUSG00000005354	2042	2339	2392	2336	2353	2222
ENSMUSG00000005355	0	0	0	0	0	0
ENSMUSG00000005357	425	536	475	468	578	415
ENSMUSG00000005360	18845	18819	18259	17121	21854	14220
ENSMUSG00000005362	3028	3097	2909	3700	3007	3426
ENSMUSG00000005364	1	0	1	3	1	0
ENSMUSG00000005370	529	568	617	693	591	647
ENSMUSG00000005371	3508	3652	3632	4281	3757	3724
ENSMUSG00000005373	144	184	176	150	151	144
ENSMUSG00000005374	756	789	849	881	815	904
ENSMUSG00000005378	1295	1622	1493	1422	1584	1368
ENSMUSG00000005397	221	289	317	241	298	227
ENSMUSG00000005410	120	155	183	171	139	182
ENSMUSG00000005413	98	122	129	110	112	134
ENSMUSG00000005417	9812	10742	10238	14007	10313	13579
ENSMUSG00000005442	5936	6895	6372	6746	6714	5795
ENSMUSG00000005447	245	281	196	221	284	231
ENSMUSG00000005465	8	12	26	14	13	11
ENSMUSG00000005469	4236	4472	4291	4710	5060	4387
ENSMUSG00000005470	38	34	48	33	27	45
ENSMUSG00000005474	0	0	0	0	0	0
ENSMUSG00000005481	746	873	792	739	900	725
ENSMUSG00000005483	1048	1238	1379	1173	1501	1175
ENSMUSG00000005493	2	7	3	6	3	5
ENSMUSG00000005501	1139	1341	1178	1480	1232	1362
ENSMUSG00000005503	0	0	0	0	0	0
ENSMUSG00000005505	1060	1096	1155	1173	1137	1153
ENSMUSG00000005506	6983	7664	7075	9910	6764	8454
ENSMUSG00000005510	2592	3017	2922	3175	2772	2990
ENSMUSG00000005514	1377	1470	1594	1645	1856	1522
ENSMUSG00000005533	527	794	577	1513	457	1451
ENSMUSG00000005534	1690	2246	1964	2253	1450	2164
ENSMUSG00000005540	116	173	119	366	314	256
ENSMUSG00000005547	1	0	2	10	2	1
ENSMUSG00000005553	52	43	43	49	104	24
ENSMUSG00000005566	3421	3819	3674	3550	3868	3405
ENSMUSG00000005575	1935	2291	2235	2363	2415	2120
ENSMUSG00000005580	2008	2287	2174	2861	1674	3091
ENSMUSG00000005583	14542	18818	18709	18703	8796	17357
ENSMUSG00000005609	1563	1405	1575	1708	1591	1709
ENSMUSG00000005610	15663	15743	17093	18565	15580	18033
ENSMUSG00000005611	72	100	120	126	83	100
ENSMUSG00000005615	914	1103	1217	1260	1077	1306
ENSMUSG00000005621	1140	1287	1316	1300	1428	1360
ENSMUSG00000005625	2026	2329	2174	2272	2187	2120
ENSMUSG00000005628	21	17	21	12	9	15
ENSMUSG00000005640	24	42	70	19	22	9
ENSMUSG00000005649	1	4	0	3	2	3
ENSMUSG00000005656	1210	1308	1313	1277	1357	1205
ENSMUSG00000005667	225	216	231	197	207	243
ENSMUSG00000005672	1659	1143	1221	1346	1460	1111
ENSMUSG00000005674	1481	1670	1660	1712	1865	1569
ENSMUSG00000005677	1079	1233	1224	1233	1368	1110
ENSMUSG00000005681	18	12	10	8	18	6
ENSMUSG00000005682	1301	1459	1462	1423	1339	1246
ENSMUSG00000005683	6804	7096	7198	7493	7766	7001
ENSMUSG00000005686	1144	1314	1238	1343	1392	1238
ENSMUSG00000005687	1612	1869	1843	1753	1834	1722
ENSMUSG00000005696	448	325	279	382	646	233
ENSMUSG00000005698	1965	2140	2177	2460	1964	2491
ENSMUSG00000005699	385	476	462	475	450	421
ENSMUSG00000005705	4827	5694	5586	5389	5789	5503
ENSMUSG00000005716	592	1040	1163	1418	461	1578
ENSMUSG00000005718	169	186	177	187	192	148
ENSMUSG00000005732	1118	1157	1170	1120	1258	1098
ENSMUSG00000005763	747	719	780	1190	817	1104
ENSMUSG00000005774	785	906	795	928	813	787
ENSMUSG00000005779	2289	2480	2559	2330	2623	2585
ENSMUSG00000005800	0	6	1	1	0	2
ENSMUSG00000005802	2027	2431	2610	2829	1386	2636
ENSMUSG00000005803	106	135	120	106	117	116
ENSMUSG00000005804	648	723	665	1012	973	986
ENSMUSG00000005813	1160	1206	1214	1355	1333	1426
ENSMUSG00000005823	649	792	777	757	804	766
ENSMUSG00000005824	1	0	0	0	0	0
ENSMUSG00000005836	2	3	3	2	4	3
ENSMUSG00000005846	1168	1175	1300	1290	1255	1250
ENSMUSG00000005864	7	14	13	24	32	36
ENSMUSG00000005871	8375	8838	7872	15211	10312	12587
ENSMUSG00000005873	9003	9166	9085	9819	9793	9576
ENSMUSG00000005881	2317	2589	2562	2310	3141	2301
ENSMUSG00000005882	967	1101	1077	1138	1026	1094
ENSMUSG00000005883	15	15	17	7	21	5
ENSMUSG00000005886	3082	3484	3300	3949	2560	3792
ENSMUSG00000005891	0	0	0	0	0	0
ENSMUSG00000005892	134	28	20	17	295	19
ENSMUSG00000005893	4402	4671	4499	6074	3953	5385
ENSMUSG00000005897	309	370	348	398	299	352
ENSMUSG00000005899	4873	6132	5147	4752	6465	4357
ENSMUSG00000005907	1441	1590	1521	1659	1528	1570
ENSMUSG00000005917	160	233	215	239	138	195
ENSMUSG00000005936	2338	2690	2709	2400	2427	2548
ENSMUSG00000005947	14	20	15	14	26	18
ENSMUSG00000005949	824	1064	1051	1033	1044	1072
ENSMUSG00000005950	37	33	19	22	54	25
ENSMUSG00000005951	177	203	145	180	197	172
ENSMUSG00000005952	6	10	2	6	9	5
ENSMUSG00000005958	615	997	982	871	725	920
ENSMUSG00000005968	88	121	92	89	44	94
ENSMUSG00000005973	548	378	382	453	793	335
ENSMUSG00000005980	210	277	212	281	257	271
ENSMUSG00000005981	1807	1982	1958	2123	2030	2046
ENSMUSG00000005982	2770	3105	3132	2883	2956	2847
ENSMUSG00000005983	2694	3022	2999	2770	2865	2652
ENSMUSG00000005986	2789	3132	2861	2826	3836	2805
ENSMUSG00000005994	4	2	0	1	2	2
ENSMUSG00000006005	2671	2763	2662	3834	2602	3528
ENSMUSG00000006007	1	1	3	2	2	2
ENSMUSG00000006010	1444	1300	1370	1551	1450	1415
ENSMUSG00000006014	238	320	242	233	238	292
ENSMUSG00000006019	471	620	456	506	535	471
ENSMUSG00000006021	881	951	915	925	1037	845
ENSMUSG00000006024	5526	7313	7363	6958	5845	7496
ENSMUSG00000006050	2568	3113	2953	2730	2759	2561
ENSMUSG00000006056	10	1	0	1	0	34
ENSMUSG00000006057	2227	2283	2347	2627	2602	2541
ENSMUSG00000006058	1348	1547	1410	1485	1652	1385
ENSMUSG00000006095	1279	1256	1242	1277	1585	1371
ENSMUSG00000006127	2175	2953	2733	2654	2488	2857
ENSMUSG00000006134	1092	1232	1424	1336	1296	1611
ENSMUSG00000006143	4	6	6	0	4	4
ENSMUSG00000006154	212	304	190	634	257	712
ENSMUSG00000006169	1443	1413	1562	1559	1524	1560
ENSMUSG00000006179	44	49	39	42	22	45
ENSMUSG00000006191	463	491	455	604	458	582
ENSMUSG00000006200	0	0	0	0	0	0
ENSMUSG00000006204	1	0	0	3	1	0
ENSMUSG00000006205	3152	4231	3831	4043	4082	4145
ENSMUSG00000006215	875	1042	924	975	976	979
ENSMUSG00000006216	1	6	4	2	1	0
ENSMUSG00000006218	39	38	33	39	63	36
ENSMUSG00000006219	24	40	56	36	36	31
ENSMUSG00000006221	3	11	7	3	4	4
ENSMUSG00000006235	128	163	166	213	153	232
ENSMUSG00000006241	597	566	575	621	718	485
ENSMUSG00000006262	882	907	831	1324	906	1076
ENSMUSG00000006269	11	15	9	11	16	16
ENSMUSG00000006270	14	26	10	23	22	19
ENSMUSG00000006273	14522	14832	14111	17444	17695	16978
ENSMUSG00000006276	2852	3307	3135	3277	3582	3073
ENSMUSG00000006281	299	433	435	394	237	409
ENSMUSG00000006288	1420	1558	1410	1479	1633	1406
ENSMUSG00000006289	637	641	792	731	719	680
ENSMUSG00000006299	2779	3108	2823	2951	3140	2850
ENSMUSG00000006301	917	1215	1261	1163	935	1362
ENSMUSG00000006304	4508	4497	5074	4815	4865	4948
ENSMUSG00000006307	3213	3905	3275	3683	3491	3140
ENSMUSG00000006310	138	165	154	168	133	95
ENSMUSG00000006311	0	0	0	0	0	0
ENSMUSG00000006313	54	63	85	66	93	69
ENSMUSG00000006315	1007	1180	1193	1101	1348	1133
ENSMUSG00000006333	2978	3410	3224	3802	3943	3451
ENSMUSG00000006335	520	595	578	577	619	538
ENSMUSG00000006342	155	275	275	328	496	330
ENSMUSG00000006344	103	115	132	134	146	104
ENSMUSG00000006345	67	118	79	64	78	51
ENSMUSG00000006356	1640	2319	1979	2067	1829	1611
ENSMUSG00000006360	59	111	100	124	125	121
ENSMUSG00000006362	786	842	812	804	1359	906
ENSMUSG00000006369	229	259	385	171	205	183
ENSMUSG00000006373	7367	6063	5652	5839	9616	4996
ENSMUSG00000006378	225	267	231	310	244	310
ENSMUSG00000006386	504	502	565	552	543	544
ENSMUSG00000006389	20	40	38	31	8	46
ENSMUSG00000006390	267	401	498	380	349	445
ENSMUSG00000006392	414	504	489	474	518	525
ENSMUSG00000006395	166	311	260	240	197	207
ENSMUSG00000006398	14	23	20	28	19	32
ENSMUSG00000006403	268	393	509	551	295	627
ENSMUSG00000006411	119	164	136	170	137	155
ENSMUSG00000006412	1634	2006	1909	1704	2143	1859
ENSMUSG00000006418	1795	2070	2121	1895	2339	1992
ENSMUSG00000006423	1281	1376	1364	1438	1190	1382
ENSMUSG00000006435	5749	5995	4656	6002	9051	5028
ENSMUSG00000006442	724	808	809	887	898	799
ENSMUSG00000006445	38	93	38	45	36	24
ENSMUSG00000006456	754	901	865	922	850	1164
ENSMUSG00000006457	49	58	20	31	53	31
ENSMUSG00000006462	20	20	19	20	13	17
ENSMUSG00000006463	778	937	875	905	914	941
ENSMUSG00000006464	2110	2138	2045	1915	2277	1773
ENSMUSG00000006469	2	5	4	3	1	1
ENSMUSG00000006471	1762	2230	2022	2135	1964	1852
ENSMUSG00000006476	15335	15199	14568	16282	18683	14642
ENSMUSG00000006488	0	0	0	0	0	0
ENSMUSG00000006490	0	0	1	0	0	1
ENSMUSG00000006494	1689	1888	1546	1765	1621	1639
ENSMUSG00000006498	1269	1493	1492	1198	1465	1188
ENSMUSG00000006517	438	369	443	410	677	400
ENSMUSG00000006519	96	126	124	117	106	82
ENSMUSG00000006522	906	1395	978	805	1436	1137
ENSMUSG00000006526	1124	1298	1164	1424	1284	1324
ENSMUSG00000006527	1003	1040	1002	1510	997	1266
ENSMUSG00000006529	0	0	0	1	0	1
ENSMUSG00000006538	11	11	15	18	14	24
