HOG	OG	Gene Tree Parent Clade	Prokka on dataset 1_ faa	Prokka on dataset 2_ faa	Prokka on dataset 3_ faa	Prokka on dataset 4_ faa
N1.HOG0001530	OG0001479	n0	KBS0714_01807	SA211_01504		
N1.HOG0001531	OG0001480	n0	KBS0714_01810	SA211_01507		
N1.HOG0001532	OG0001481	n0	KBS0714_01811	SA211_01508		
N1.HOG0001533	OG0001482	n0	KBS0714_01812	SA211_01509		
N1.HOG0001534	OG0001483	n0	KBS0714_01813	SA211_01510		
N1.HOG0001535	OG0001484	n0	KBS0714_01814	SA211_01511		
N1.HOG0001536	OG0001485	n0	KBS0714_01815	SA211_01512		
N1.HOG0001537	OG0001486	n0	KBS0714_01816	SA211_01513		
N1.HOG0001538	OG0001487	n0	KBS0714_01817	SA211_01514		
N1.HOG0001539	OG0001488	n0	KBS0714_01818	SA211_01515		
N1.HOG0001540	OG0001489	n0	KBS0714_01819	SA211_01516		
N1.HOG0001541	OG0001490	n0	KBS0714_01820	SA211_01517		
N1.HOG0001542	OG0001491	n0	KBS0714_01821	SA211_01518		
N1.HOG0001543	OG0001492	n0	KBS0714_01822	SA211_01519		
N1.HOG0001544	OG0001493	n0	KBS0714_01823	SA211_01520		
N1.HOG0001545	OG0001494	n0	KBS0714_01824	SA211_01521		
N1.HOG0001546	OG0001495	n0	KBS0714_01825	SA211_01522		
N1.HOG0001547	OG0001496	n0	KBS0714_01826	SA211_01523		
N1.HOG0001548	OG0001497	n0	KBS0714_01827	SA211_01524		
N1.HOG0001549	OG0001498	n0	KBS0714_01828	SA211_01525		
N1.HOG0001550	OG0001499	n0	KBS0714_01829	SA211_01526		
N1.HOG0001551	OG0001500	n0	KBS0714_01831	SA211_01528		
N1.HOG0001552	OG0001501	n0	KBS0714_01833	SA211_01530		
N1.HOG0001553	OG0001502	n0	KBS0714_01834	SA211_01531		
N1.HOG0001554	OG0001503	n0	KBS0714_01835	SA211_01532		
N1.HOG0001555	OG0001504	n0	KBS0714_01836	SA211_01533		
N1.HOG0001556	OG0001505	n0	KBS0714_01837	SA211_01534		
N1.HOG0001557	OG0001506	n0	KBS0714_01838	SA211_01535		
N1.HOG0001558	OG0001507	n0	KBS0714_01839	SA211_01536		
N1.HOG0001559	OG0001508	n0	KBS0714_01840	SA211_01537		
N1.HOG0001560	OG0001509	n0	KBS0714_01841	SA211_01538		
N1.HOG0001561	OG0001510	n0	KBS0714_01842	SA211_01539		
N1.HOG0001562	OG0001511	n0	KBS0714_01843	SA211_01540		
N1.HOG0001563	OG0001512	n0	KBS0714_01847	SA211_01543		
N1.HOG0001564	OG0001513	n0	KBS0714_01848	SA211_01544		
N1.HOG0001565	OG0001514	n0	KBS0714_01850	SA211_01546		
N1.HOG0001566	OG0001515	n0	KBS0714_01851	SA211_01547		
N1.HOG0001567	OG0001516	n0	KBS0714_01853	SA211_01549		
N1.HOG0001568	OG0001517	n0	KBS0714_01854	SA211_01550		
N1.HOG0001569	OG0001518	n0	KBS0714_01855	SA211_01551		
N1.HOG0001570	OG0001519	n0	KBS0714_01856	SA211_01552		
N1.HOG0001571	OG0001520	n0	KBS0714_01857	SA211_01553		
N1.HOG0001572	OG0001521	n0	KBS0714_01858	SA211_01554		
N1.HOG0001573	OG0001522	n0	KBS0714_01859	SA211_01555		
N1.HOG0001574	OG0001523	n0	KBS0714_01860	SA211_01556		
N1.HOG0001575	OG0001524	n0	KBS0714_01861	SA211_01557		
N1.HOG0001576	OG0001525	n0	KBS0714_01863	SA211_01559		
N1.HOG0001577	OG0001526	n0	KBS0714_01864	SA211_01560		
N1.HOG0001578	OG0001527	n0	KBS0714_01865	SA211_01561		
N1.HOG0001579	OG0001528	n0	KBS0714_01866	SA211_01562		
N1.HOG0001580	OG0001529	n0	KBS0714_01867	SA211_01563		
N1.HOG0001581	OG0001530	n0	KBS0714_01868	SA211_01564		
N1.HOG0001582	OG0001531	n0	KBS0714_01869	SA211_01565		
N1.HOG0001583	OG0001532	n0	KBS0714_01870	SA211_01566		
N1.HOG0001584	OG0001533	n0	KBS0714_01871	SA211_01567		
N1.HOG0001585	OG0001534	n0	KBS0714_01872	SA211_01568		
N1.HOG0001586	OG0001535	n0	KBS0714_01873	SA211_01569		
N1.HOG0001587	OG0001536	n0	KBS0714_01874	SA211_01570		
N1.HOG0001588	OG0001537	n0	KBS0714_01875	SA211_01571		
N1.HOG0001589	OG0001538	n0	KBS0714_01876	SA211_01572		
N1.HOG0001590	OG0001539	n0	KBS0714_01877	SA211_01573		
N1.HOG0001591	OG0001540	n0	KBS0714_01880	SA211_01576		
N1.HOG0001592	OG0001541	n0	KBS0714_01881	SA211_01577		
N1.HOG0001593	OG0001542	n0	KBS0714_01882	SA211_01578		
N1.HOG0001594	OG0001543	n0	KBS0714_01883	SA211_01579		
N1.HOG0001595	OG0001544	n0	KBS0714_01884	SA211_01580		
N1.HOG0001596	OG0001545	n0	KBS0714_01885	SA211_01581		
N1.HOG0001597	OG0001546	n0	KBS0714_01886	SA211_01582		
N1.HOG0001598	OG0001547	n0	KBS0714_01887	SA211_01583		
N1.HOG0001599	OG0001548	n0	KBS0714_01888	SA211_01584		
N1.HOG0001600	OG0001549	n0	KBS0714_01889	SA211_01585		
N1.HOG0001601	OG0001550	n0	KBS0714_01890	SA211_01586		
N1.HOG0001602	OG0001551	n0	KBS0714_01891	SA211_01587		
N1.HOG0001603	OG0001552	n0	KBS0714_01896	SA211_01592		
N1.HOG0001604	OG0001553	n0	KBS0714_01899	SA211_01595		
N1.HOG0001605	OG0001554	n0	KBS0714_01900	SA211_01596		
N1.HOG0001606	OG0001555	n0	KBS0714_01901	SA211_01597		
N1.HOG0001607	OG0001556	n0	KBS0714_01902	SA211_01598		
N1.HOG0001608	OG0001557	n0	KBS0714_01903	SA211_01599		
N1.HOG0001609	OG0001558	n0	KBS0714_01904	SA211_01600		
N1.HOG0001610	OG0001559	n0	KBS0714_01905	SA211_01601		
N1.HOG0001611	OG0001560	n0	KBS0714_01906	SA211_01602		
N1.HOG0001612	OG0001561	n0	KBS0714_01907	SA211_01603		
N1.HOG0001613	OG0001562	n0	KBS0714_01908	SA211_01604		
N1.HOG0001614	OG0001563	n0	KBS0714_01909	SA211_01605		
N1.HOG0001615	OG0001564	n0	KBS0714_01910	SA211_01606		
N1.HOG0001616	OG0001565	n0	KBS0714_01911	SA211_01607		
N1.HOG0001617	OG0001566	n0	KBS0714_01918	SA211_01614		
N1.HOG0001618	OG0001567	n0	KBS0714_01919	SA211_01615		
N1.HOG0001619	OG0001568	n0	KBS0714_01920	SA211_01616		
N1.HOG0001620	OG0001569	n0	KBS0714_01922	SA211_01618		
N1.HOG0001621	OG0001570	n0	KBS0714_01923	SA211_01619		
N1.HOG0001622	OG0001571	n0	KBS0714_01924	SA211_01620		
N1.HOG0001623	OG0001572	n0	KBS0714_01926	SA211_01622		
N1.HOG0001624	OG0001573	n0	KBS0714_01927	SA211_01623		
N1.HOG0001625	OG0001574	n0	KBS0714_01928	SA211_01624		
N1.HOG0001626	OG0001575	n0	KBS0714_01929	SA211_01625		
N1.HOG0001627	OG0001576	n0	KBS0714_01930	SA211_01626		
N1.HOG0001628	OG0001577	n0	KBS0714_01932	SA211_01628		
N1.HOG0001629	OG0001578	n0	KBS0714_01933	SA211_01629		
N1.HOG0001630	OG0001579	n0	KBS0714_01934	SA211_01630		
N1.HOG0001631	OG0001580	n0	KBS0714_01935	SA211_01631		
N1.HOG0001632	OG0001581	n0	KBS0714_01936	SA211_01632		
N1.HOG0001633	OG0001582	n0	KBS0714_01937	SA211_01633		
N1.HOG0001634	OG0001583	n0	KBS0714_01938	SA211_01634		
N1.HOG0001635	OG0001584	n0	KBS0714_01941	SA211_01637		
N1.HOG0001636	OG0001585	n0	KBS0714_01942	SA211_01638		
N1.HOG0001637	OG0001586	n0	KBS0714_01943	SA211_01639		
N1.HOG0001638	OG0001587	n0	KBS0714_01944	SA211_01640		
N1.HOG0001639	OG0001588	n0	KBS0714_01947	SA211_01641		
N1.HOG0001640	OG0001589	n0	KBS0714_01948	SA211_01642		
N1.HOG0001641	OG0001590	n0	KBS0714_01963			
N1.HOG0001642	OG0001591	n0	KBS0714_01966	SA211_01660		
N1.HOG0001643	OG0001592	n0	KBS0714_01968	SA211_01662		
N1.HOG0001644	OG0001593	n0	KBS0714_01969	SA211_01663		
N1.HOG0001645	OG0001594	n0	KBS0714_01970	SA211_01664		
N1.HOG0001646	OG0001595	n0	KBS0714_01971	SA211_01665		
N1.HOG0001647	OG0001596	n0	KBS0714_01972	SA211_01666		
N1.HOG0001648	OG0001597	n0	KBS0714_01974	SA211_01668		
N1.HOG0001649	OG0001598	n0	KBS0714_01978	SA211_01672		
N1.HOG0001650	OG0001599	n0	KBS0714_01979	SA211_01673		
N1.HOG0001651	OG0001600	n0	KBS0714_01980	SA211_01674		
N1.HOG0001652	OG0001601	n0	KBS0714_01981	SA211_01675		
N1.HOG0001653	OG0001602	n0	KBS0714_01982	SA211_01676		
N1.HOG0001654	OG0001603	n0	KBS0714_01984	SA211_01678		
N1.HOG0001655	OG0001604	n0	KBS0714_01986	SA211_01680		
N1.HOG0001656	OG0001605	n0	KBS0714_01988	SA211_01682		
N1.HOG0001657	OG0001606	n0	KBS0714_01989	SA211_01683		
N1.HOG0001658	OG0001607	n0	KBS0714_01990	SA211_01684		
N1.HOG0001659	OG0001608	n0	KBS0714_01991	SA211_01685		
N1.HOG0001660	OG0001609	n0	KBS0714_01992	SA211_01686		
N1.HOG0001661	OG0001610	n0	KBS0714_01993	SA211_01687		
N1.HOG0001662	OG0001611	n0	KBS0714_01994	SA211_01688		
N1.HOG0001663	OG0001612	n0	KBS0714_01995	SA211_01689		
N1.HOG0001664	OG0001613	n0	KBS0714_01998	SA211_01692		
N1.HOG0001665	OG0001614	n0	KBS0714_02000	SA211_01694		
N1.HOG0001666	OG0001615	n0	KBS0714_02003	SA211_01713		
N1.HOG0001667	OG0001616	n0	KBS0714_02004	SA211_01714		
N1.HOG0001668	OG0001617	n0	KBS0714_02005	SA211_01715		
N1.HOG0001669	OG0001618	n0	KBS0714_02006	SA211_01716		
N1.HOG0001670	OG0001619	n0	KBS0714_02007	SA211_01717		
N1.HOG0001671	OG0001620	n0	KBS0714_02008	SA211_01718		
N1.HOG0001672	OG0001621	n0	KBS0714_02009	SA211_01719		
N1.HOG0001673	OG0001622	n0	KBS0714_02010	SA211_01720		
N1.HOG0001674	OG0001623	n0	KBS0714_02011	SA211_01721		
N1.HOG0001675	OG0001624	n0	KBS0714_02012	SA211_01722		
N1.HOG0001676	OG0001625	n0	KBS0714_02013	SA211_01723		
N1.HOG0001677	OG0001626	n0	KBS0714_02016	SA211_01725		
N1.HOG0001678	OG0001627	n0	KBS0714_02017	SA211_01726		
N1.HOG0001679	OG0001628	n0	KBS0714_02019	SA211_01728		
N1.HOG0001680	OG0001629	n0	KBS0714_02020	SA211_01729		
N1.HOG0001681	OG0001630	n0	KBS0714_02021	SA211_01730		
N1.HOG0001682	OG0001631	n0	KBS0714_02022	SA211_01731		
N1.HOG0001683	OG0001632	n0	KBS0714_02023	SA211_01732		
N1.HOG0001684	OG0001633	n0	KBS0714_02024	SA211_01733		
N1.HOG0001685	OG0001634	n0	KBS0714_02025	SA211_01734		
N1.HOG0001686	OG0001635	n0	KBS0714_02026	SA211_01735		
N1.HOG0001687	OG0001636	n0	KBS0714_02027	SA211_01736		
N1.HOG0001688	OG0001637	n0	KBS0714_02028	SA211_01737		
N1.HOG0001689	OG0001638	n0	KBS0714_02033	SA211_01740		
N1.HOG0001690	OG0001639	n0	KBS0714_02034	SA211_01741		
N1.HOG0001691	OG0001640	n0	KBS0714_02035	SA211_01742		
N1.HOG0001692	OG0001641	n0	KBS0714_02036	SA211_01743		
N1.HOG0001693	OG0001642	n0	KBS0714_02037			
N1.HOG0001694	OG0001643	n0	KBS0714_02040	SA211_01744		
N1.HOG0001695	OG0001644	n0	KBS0714_02049	SA211_02303, SA211_01755		
N1.HOG0001696	OG0001645	n0	KBS0714_02052	SA211_01758		
N1.HOG0001697	OG0001646	n0	KBS0714_02053	SA211_01759		
N1.HOG0001698	OG0001647	n0	KBS0714_02055	SA211_01761		
N1.HOG0001699	OG0001648	n0	KBS0714_02056	SA211_01762		
N1.HOG0001700	OG0001649	n0	KBS0714_02057	SA211_01763		
N1.HOG0001701	OG0001650	n0	KBS0714_02058	SA211_01764		
N1.HOG0001702	OG0001651	n0	KBS0714_02062			
N1.HOG0001703	OG0001652	n0	KBS0714_02071			
N1.HOG0001704	OG0001653	n0	KBS0714_02080	SA211_01784		
N1.HOG0001705	OG0001654	n0	KBS0714_02081	SA211_01785		
N1.HOG0001706	OG0001655	n0	KBS0714_02082	SA211_01787		
N1.HOG0001707	OG0001656	n0	KBS0714_02083	SA211_01788		
N1.HOG0001708	OG0001657	n0	KBS0714_02084	SA211_01789		
N1.HOG0001709	OG0001658	n0	KBS0714_02085	SA211_01790		
N1.HOG0001710	OG0001659	n0	KBS0714_02086	SA211_01791		
N1.HOG0001711	OG0001660	n0	KBS0714_02087	SA211_01792		
N1.HOG0001712	OG0001661	n0	KBS0714_02088	SA211_01793		
N1.HOG0001713	OG0001662	n0	KBS0714_02090	SA211_01798		
N1.HOG0001714	OG0001663	n0	KBS0714_02091	SA211_01799		
N1.HOG0001715	OG0001664	n0	KBS0714_02094	SA211_01802		
N1.HOG0001716	OG0001665	n0	KBS0714_02095	SA211_01803		
N1.HOG0001717	OG0001666	n0	KBS0714_02099	SA211_01806		
N1.HOG0001718	OG0001667	n0	KBS0714_02102	SA211_01809		
N1.HOG0001719	OG0001668	n0	KBS0714_02103	SA211_01810		
N1.HOG0001720	OG0001669	n0	KBS0714_02104	SA211_01811		
N1.HOG0001721	OG0001670	n0	KBS0714_02105	SA211_01812		
N1.HOG0001722	OG0001671	n0	KBS0714_02106	SA211_01813		
N1.HOG0001723	OG0001672	n0	KBS0714_02107	SA211_01814		
N1.HOG0001724	OG0001673	n0	KBS0714_02109	SA211_01816		
N1.HOG0001725	OG0001674	n0	KBS0714_02110	SA211_01817		
N1.HOG0001726	OG0001675	n0	KBS0714_02113	SA211_01820		
N1.HOG0001727	OG0001676	n0	KBS0714_02114	SA211_01822		
N1.HOG0001728	OG0001677	n0	KBS0714_02115	SA211_01823		
N1.HOG0001729	OG0001678	n0	KBS0714_02117	SA211_01825		
N1.HOG0001730	OG0001679	n0	KBS0714_02118	SA211_01826		
N1.HOG0001731	OG0001680	n0	KBS0714_02119	SA211_01827		
N1.HOG0001732	OG0001681	n0	KBS0714_02120	SA211_01828		
N1.HOG0001733	OG0001682	n0	KBS0714_02121	SA211_01829		
N1.HOG0001734	OG0001683	n0	KBS0714_02123	SA211_01831		
N1.HOG0001735	OG0001684	n0	KBS0714_02125	SA211_01833		
N1.HOG0001736	OG0001685	n0	KBS0714_02126	SA211_01834		
N1.HOG0001737	OG0001686	n0	KBS0714_02127	SA211_01835		
N1.HOG0001738	OG0001687	n0	KBS0714_02128	SA211_01836		
N1.HOG0001739	OG0001688	n0	KBS0714_02129	SA211_01837		
N1.HOG0001740	OG0001689	n0	KBS0714_02130	SA211_01838		
N1.HOG0001741	OG0001690	n0	KBS0714_02131	SA211_01839		
N1.HOG0001742	OG0001691	n0	KBS0714_02132	SA211_01840		
N1.HOG0001743	OG0001692	n0	KBS0714_02133	SA211_01841		
N1.HOG0001744	OG0001693	n0	KBS0714_02134	SA211_01842		
N1.HOG0001745	OG0001694	n0	KBS0714_02136	SA211_01844		
N1.HOG0001746	OG0001695	n0	KBS0714_02137	SA211_01845		
N1.HOG0001747	OG0001696	n0	KBS0714_02138	SA211_01846		
N1.HOG0001748	OG0001697	n0	KBS0714_02139	SA211_01847		
N1.HOG0001749	OG0001698	n0	KBS0714_02140	SA211_01848		
N1.HOG0001750	OG0001699	n0	KBS0714_02141	SA211_01849		
N1.HOG0001751	OG0001700	n0	KBS0714_02143	SA211_01850		
N1.HOG0001752	OG0001701	n0	KBS0714_02145	SA211_01852		
N1.HOG0001753	OG0001702	n0	KBS0714_02146	SA211_01853		
N1.HOG0001754	OG0001703	n0	KBS0714_02147	SA211_01855		
N1.HOG0001755	OG0001704	n0	KBS0714_02148	SA211_01856		
N1.HOG0001756	OG0001705	n0	KBS0714_02149	SA211_01862		
N1.HOG0001757	OG0001706	n0	KBS0714_02150	SA211_01863		
N1.HOG0001758	OG0001707	n0	KBS0714_02151	SA211_01864		
N1.HOG0001759	OG0001708	n0	KBS0714_02152	SA211_01865		
N1.HOG0001760	OG0001709	n0	KBS0714_02153	SA211_01866		
N1.HOG0001761	OG0001710	n0	KBS0714_02154	SA211_01867		
N1.HOG0001762	OG0001711	n0	KBS0714_02157	SA211_01870		
N1.HOG0001763	OG0001712	n0	KBS0714_02158	SA211_01871		
N1.HOG0001764	OG0001713	n0	KBS0714_02159	SA211_01872		
N1.HOG0001765	OG0001714	n0	KBS0714_02161	SA211_01874		
N1.HOG0001766	OG0001715	n0	KBS0714_02164	SA211_01878		
N1.HOG0001767	OG0001716	n0	KBS0714_02167	SA211_01881		
N1.HOG0001768	OG0001717	n0	KBS0714_02168	SA211_01882		
N1.HOG0001769	OG0001718	n0	KBS0714_02169	SA211_01883		
N1.HOG0001770	OG0001719	n0	KBS0714_02170	SA211_01884		
N1.HOG0001771	OG0001720	n0	KBS0714_02173	SA211_01887		
N1.HOG0001772	OG0001721	n0	KBS0714_02175	SA211_01889		
N1.HOG0001773	OG0001722	n0	KBS0714_02176	SA211_01890		
N1.HOG0001774	OG0001723	n0	KBS0714_02177	SA211_01891		
N1.HOG0001775	OG0001724	n0	KBS0714_02178	SA211_01892		
N1.HOG0001776	OG0001725	n0	KBS0714_02179	SA211_01893		
N1.HOG0001777	OG0001726	n0	KBS0714_02180	SA211_01894		
N1.HOG0001778	OG0001727	n0	KBS0714_02181	SA211_01895		
N1.HOG0001779	OG0001728	n0	KBS0714_02182	SA211_01896		
N1.HOG0001780	OG0001729	n0	KBS0714_02183	SA211_01897		
N1.HOG0001781	OG0001730	n0	KBS0714_02184	SA211_01898		
N1.HOG0001782	OG0001731	n0	KBS0714_02185	SA211_01899		
N1.HOG0001783	OG0001732	n0	KBS0714_02186	SA211_01900		
N1.HOG0001784	OG0001733	n0	KBS0714_02189	SA211_01903		
N1.HOG0001785	OG0001734	n0	KBS0714_02190	SA211_01904		
N1.HOG0001786	OG0001735	n0	KBS0714_02194	SA211_01907		
N1.HOG0001787	OG0001736	n0	KBS0714_02195	SA211_01908		
N1.HOG0001788	OG0001737	n0	KBS0714_02196	SA211_01909		
N1.HOG0001789	OG0001738	n0	KBS0714_02197	SA211_01910		
N1.HOG0001790	OG0001739	n0	KBS0714_02198	SA211_01911		
N1.HOG0001791	OG0001740	n0	KBS0714_02200	SA211_01913		
N1.HOG0001792	OG0001741	n0	KBS0714_02201	SA211_01914		
N1.HOG0001793	OG0001742	n0	KBS0714_02202	SA211_01915		
N1.HOG0001794	OG0001743	n0	KBS0714_02208	SA211_01921		
N1.HOG0001795	OG0001744	n0	KBS0714_02209	SA211_01922		
N1.HOG0001796	OG0001745	n0	KBS0714_02210	SA211_01923		
N1.HOG0001797	OG0001746	n0	KBS0714_02213	SA211_01926		
N1.HOG0001798	OG0001747	n0	KBS0714_02216	SA211_01929		
N1.HOG0001799	OG0001748	n0	KBS0714_02219	SA211_01932		
N1.HOG0001800	OG0001749	n0	KBS0714_02220	SA211_01933		
N1.HOG0001801	OG0001750	n0	KBS0714_02238	SA211_01940		
N1.HOG0001802	OG0001751	n0	KBS0714_02239	SA211_01941		
N1.HOG0001803	OG0001752	n0	KBS0714_02240	SA211_01942		
N1.HOG0001804	OG0001753	n0	KBS0714_02244	SA211_01946		
N1.HOG0001805	OG0001754	n0	KBS0714_02245	SA211_01947		
N1.HOG0001806	OG0001755	n0	KBS0714_02261, KBS0714_02246	SA211_01948		
N1.HOG0001807	OG0001756	n0	KBS0714_02247	SA211_01949		
N1.HOG0001808	OG0001757	n0	KBS0714_02254	SA211_01954		
N1.HOG0001809	OG0001758	n0	KBS0714_02255	SA211_01955		
N1.HOG0001810	OG0001759	n0	KBS0714_02256	SA211_01956		
N1.HOG0001811	OG0001760	n0	KBS0714_02257	SA211_01957		
N1.HOG0001812	OG0001761	n0	KBS0714_02268	SA211_01961		
N1.HOG0001813	OG0001762	n0	KBS0714_02270	SA211_01963		
N1.HOG0001814	OG0001763	n0	KBS0714_02272	SA211_01964		
N1.HOG0001815	OG0001764	n0	KBS0714_02273	SA211_01965		
N1.HOG0001816	OG0001765	n0	KBS0714_02282	SA211_01973		
N1.HOG0001817	OG0001766	n0	KBS0714_02285	SA211_01976		
N1.HOG0001818	OG0001767	n0	KBS0714_02286	SA211_01977		
N1.HOG0001819	OG0001768	n0	KBS0714_02287	SA211_01978		
N1.HOG0001820	OG0001769	n0	KBS0714_02289	SA211_01981		
N1.HOG0001821	OG0001770	n0	KBS0714_02290	SA211_01982		
N1.HOG0001822	OG0001771	n0	KBS0714_02291	SA211_01983		
N1.HOG0001823	OG0001772	n0	KBS0714_02292	SA211_01984		
N1.HOG0001824	OG0001773	n0	KBS0714_02293	SA211_01986		
N1.HOG0001825	OG0001774	n0	KBS0714_02294	SA211_01987		
N1.HOG0001826	OG0001775	n0	KBS0714_02295	SA211_01988		
N1.HOG0001827	OG0001776	n0	KBS0714_02296	SA211_01989		
N1.HOG0001828	OG0001777	n0	KBS0714_02299	SA211_01992		
N1.HOG0001829	OG0001778	n0	KBS0714_02301	SA211_01994		
N1.HOG0001830	OG0001779	n0	KBS0714_02302	SA211_01995		
N1.HOG0001831	OG0001780	n0	KBS0714_02304	SA211_01997		
N1.HOG0001832	OG0001781	n0	KBS0714_02306	SA211_01999		
N1.HOG0001833	OG0001782	n0	KBS0714_02307	SA211_02000		
N1.HOG0001834	OG0001783	n0	KBS0714_02308	SA211_02001		
N1.HOG0001835	OG0001784	n0	KBS0714_02309	SA211_02002		
N1.HOG0001836	OG0001785	n0	KBS0714_02310	SA211_02003		
N1.HOG0001837	OG0001786	n0	KBS0714_02311	SA211_02004		
N1.HOG0001838	OG0001787	n0	KBS0714_02312	SA211_02005		
N1.HOG0001839	OG0001788	n0		SA211_00016		
N1.HOG0001840	OG0001789	n1		SA211_01796		
N1.HOG0001841	OG0001789	n2		SA211_00094		
N1.HOG0001842	OG0001790	n0		SA211_00206, SA211_00237		
N1.HOG0001843	OG0001791	n0		SA211_00238		
N1.HOG0001844	OG0001792	n0		SA211_00323		
N1.HOG0001845	OG0001793	n0		SA211_01696		
N1.HOG0001846	OG0001794	n0		SA211_01775		
N1.HOG0001847	OG0001795	n0		SA211_01858		
N1.HOG0001848	OG0001796	n0		SA211_01860		
N1.HOG0001849	OG0001797	n0		SA211_02132		
N1.HOG0001850	OG0001798	n0		SA211_02133		
N1.HOG0001851	OG0001799	n0		SA211_02134		
N1.HOG0001852	OG0001807	-	KBS0714_00041	SA211_02054, SA211_02171		
N1.HOG0001853	OG0001821	-	KBS0714_00166	SA211_00353, SA211_02025		
N1.HOG0001854	OG0001822	-	KBS0714_02078, KBS0714_00167	SA211_01781		
N1.HOG0001855	OG0001882	-	KBS0714_00891, KBS0714_00702	SA211_00613		
N1.HOG0001856	OG0002044	-	KBS0714_00013	SA211_02031		
N1.HOG0001857	OG0002045	-	KBS0714_00027	SA211_02045		
N1.HOG0001858	OG0002046	-	KBS0714_00028	SA211_02046		
N1.HOG0001859	OG0002047	-	KBS0714_00029	SA211_02047		
N1.HOG0001860	OG0002048	-	KBS0714_00031	SA211_02048		
N1.HOG0001861	OG0002050	-	KBS0714_00164	SA211_00333		
N1.HOG0001862	OG0002051	-	KBS0714_00165	SA211_00351		
N1.HOG0001863	OG0002054	-	KBS0714_00254	SA211_02268		
N1.HOG0001864	OG0002056	-	KBS0714_00271	SA211_02286		
N1.HOG0001865	OG0002057	-	KBS0714_00274	SA211_02289		
N1.HOG0001866	OG0002060	-	KBS0714_00415	SA211_00135		
N1.HOG0001867	OG0002061	-	KBS0714_00488	SA211_00208		
N1.HOG0001868	OG0002062	-	KBS0714_00498	SA211_00219		
N1.HOG0001869	OG0002063	-	KBS0714_00499	SA211_00220		
N1.HOG0001870	OG0002065	-	KBS0714_00528	SA211_00249		
N1.HOG0001871	OG0002066	-	KBS0714_00582	SA211_00315		
N1.HOG0001872	OG0002067	-	KBS0714_00587	SA211_00321		
N1.HOG0001873	OG0002068	-	KBS0714_00593, KBS0714_00594			
N1.HOG0001874	OG0002073	-	KBS0714_00609	SA211_01769		
N1.HOG0001875	OG0002074	-	KBS0714_00768	SA211_00498		
N1.HOG0001876	OG0002075	-	KBS0714_00808	SA211_00540		
N1.HOG0001877	OG0002076	-	KBS0714_00829	SA211_00561		
N1.HOG0001878	OG0002077	-	KBS0714_00835	SA211_00567		
N1.HOG0001879	OG0002078	-	KBS0714_00883	SA211_00605		
N1.HOG0001880	OG0002079	-	KBS0714_00887	SA211_00609		
N1.HOG0001881	OG0002080	-	KBS0714_00890	SA211_00612		
N1.HOG0001882	OG0002081	-	KBS0714_00892	SA211_00614		
N1.HOG0001883	OG0002082	-	KBS0714_00893	SA211_00615		
N1.HOG0001884	OG0002088	-	KBS0714_00968	SA211_00681		
N1.HOG0001885	OG0002089	-	KBS0714_00969	SA211_00682		
N1.HOG0001886	OG0002090	-	KBS0714_01038	SA211_00751		
N1.HOG0001887	OG0002091	-	KBS0714_01040	SA211_00753		
N1.HOG0001888	OG0002092	-	KBS0714_01041	SA211_00754		
N1.HOG0001889	OG0002093	-	KBS0714_01291	SA211_01010		
N1.HOG0001890	OG0002094	-	KBS0714_01294	SA211_01017		
N1.HOG0001891	OG0002095	-	KBS0714_01385	SA211_01113		
N1.HOG0001892	OG0002096	-	KBS0714_01388	SA211_01120		
N1.HOG0001893	OG0002097	-	KBS0714_01389	SA211_01121		
N1.HOG0001894	OG0002098	-	KBS0714_01390	SA211_01122		
N1.HOG0001895	OG0002099	-	KBS0714_01391	SA211_01123		
N1.HOG0001896	OG0002100	-	KBS0714_01395	SA211_01128		
N1.HOG0001897	OG0002101	-	KBS0714_01396	SA211_01129		
N1.HOG0001898	OG0002107	-	KBS0714_01593	SA211_01305		
N1.HOG0001899	OG0002108	-	KBS0714_01596	SA211_01308		
N1.HOG0001900	OG0002109	-	KBS0714_01605	SA211_01317		
N1.HOG0001901	OG0002110	-	KBS0714_01606	SA211_01318		
N1.HOG0001902	OG0002111	-	KBS0714_01607	SA211_01319		
N1.HOG0001903	OG0002112	-	KBS0714_01608	SA211_01320		
N1.HOG0001904	OG0002114	-	KBS0714_01616	SA211_01326		
N1.HOG0001905	OG0002116	-	KBS0714_01655	SA211_01360		
N1.HOG0001906	OG0002124	-	KBS0714_01897	SA211_01593		
N1.HOG0001907	OG0002126	-	KBS0714_01961	SA211_01654		
N1.HOG0001908	OG0002127	-	KBS0714_01962	SA211_01655		
N1.HOG0001909	OG0002128	-	KBS0714_01964	SA211_01656		
N1.HOG0001910	OG0002129	-	KBS0714_01965	SA211_01657		
N1.HOG0001911	OG0002136	-	KBS0714_02165	SA211_01879		
N1.HOG0001912	OG0002137	-	KBS0714_02166	SA211_01880		
N1.HOG0001913	OG0002138	-	KBS0714_02199	SA211_01912		
N1.HOG0001914	OG0002139	-	KBS0714_02204	SA211_01917		
N1.HOG0001915	OG0002140	-	KBS0714_02205	SA211_01918		
N1.HOG0001916	OG0002142	-	KBS0714_02217	SA211_01930		
N1.HOG0001917	OG0002143	-	KBS0714_02242	SA211_01944		
N1.HOG0001918	OG0002144	-	KBS0714_02243	SA211_01945		
N1.HOG0001919	OG0002148	-	KBS0714_02264	SA211_01959		
N1.HOG0001920	OG0002150	-	KBS0714_02269	SA211_01962		
