"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_002008305_4","GCF_003691675_1","GCF_005280335_1","GCF_020097155_1"
"group_1552","","hypothetical protein","3","3","1","1","4857","2","160","","239","239","239","MICKBS0714_00906","MICSA211_00625","MICAS2_02036",""
"ppk2B","","Polyphosphate kinase PPK2B","3","3","1","1","5428","4","103","","914","914","914","MICKBS0714_00932","MICSA211_00651","MICAS2_02008",""
"ruvB_1","","Holliday junction ATP-dependent DNA helicase RuvB","3","3","1","1","970","1","2226","","3443","3800","3576","MICKBS0714_00226","MICSA211_02239","MICAS2_00154",""
"gltX1","","Glutamate--tRNA ligase 1","3","3","1","1","968","1","2240","","986","986","986","MICKBS0714_00228","MICSA211_02241","","MICKD33716_00110"
"clpP1","","ATP-dependent Clp protease proteolytic subunit 1","3","3","1","1","5602","4","21","","614","614","614","MICKBS0714_00977","MICSA211_00691","MICAS2_01913",""
"valS","","Valine--tRNA ligase","3","3","1","1","5493","4","11","","2684","2684","2684","MICKBS0714_00982","MICSA211_00696","","MICKD33716_01854"
"group_1592","","putative oxidoreductase","3","3","1","1","5492","4","10","","794","794","794","MICKBS0714_00983","MICSA211_00697","","MICKD33716_01853"
"rpmA","","50S ribosomal protein L27","3","3","1","1","4636","16","48","","257","257","257","MICKBS0714_01001","MICSA211_00715","MICAS2_01889",""
"puo","","Putrescine oxidase","3","3","1","1","4625","16","46","","1532","1532","1532","MICKBS0714_01014","MICSA211_00728","MICAS2_01874",""
"puuP","","hypothetical protein","3","3","1","1","4624","16","45","","1661","1661","1661","MICKBS0714_01015","MICSA211_00729","MICAS2_01873",""
"gabD1_2","","Succinate-semialdehyde dehydrogenase [NADP(+)] 1","3","3","1","1","4623","16","44","","1385","1385","1385","MICKBS0714_01016","MICSA211_00730","MICAS2_01872",""
"group_161","","hypothetical protein","3","3","1","1","1024","1","2180","","713","740","731","MICKBS0714_00252","MICSA211_02264","MICAS2_00118",""
"metP","","Methionine import system permease protein MetP","3","3","1","1","5700","16","17","","677","677","677","MICKBS0714_01030","MICSA211_00745","","MICKD33716_01742"
"group_163","","hypothetical protein","3","3","1","1","4114","55","2","","1508","1508","1508","MICKBS0714_00383","MICSA211_00107","MICAS2_02572",""
"hisE","","Phosphoribosyl-ATP pyrophosphatase","3","3","1","1","2816","1","2005","","263","263","263","MICKBS0714_01078","MICSA211_00797","MICAS2_01820",""
"purH","","Bifunctional purine biosynthesis protein PurH","3","3","1","1","5753","18","53","","1691","1733","1710","MICKBS0714_00401","MICSA211_00125","MICAS2_02556",""
"icd","","Isocitrate dehydrogenase [NADP]","3","3","1","1","5756","18","65","","2222","2222","2222","MICKBS0714_00403","MICSA211_00126","MICAS2_02553",""
"group_168","","hypothetical protein","3","3","1","1","5758","18","62","","1598","1598","1598","MICKBS0714_00405","MICSA211_00128","MICAS2_02551",""
"sufT","","Fe-S protein maturation auxiliary factor SufT","3","3","1","1","2972","35","13","","326","326","326","MICKBS0714_01141","MICSA211_00860","MICAS2_01751",""
"dop","","Depupylase","3","3","1","1","3024","20","10","","1727","1727","1727","MICKBS0714_01176","MICSA211_00895","MICAS2_01713",""
"pup","","Prokaryotic ubiquitin-like protein Pup","3","3","1","1","3030","20","6","","191","191","191","MICKBS0714_01179","MICSA211_00898","MICAS2_01710",""
"group_173","","hypothetical protein","3","3","1","1","5890","6","180","","1493","1493","1493","MICKBS0714_00495","MICSA211_00216","MICAS2_02452",""
"rpsT","","30S ribosomal protein S20","3","3","1","1","3208","11","87","","266","266","266","MICKBS0714_01226","MICSA211_00945","MICAS2_01662",""
"group_177","","Insertion element IS6110 uncharacterized 12.0 kDa protein","3","3","1","1","6441","1","531","","299","299","299","MICKBS0714_00627","MICSA211_00372","MICAS2_00389",""
"sasA_3","","Adaptive-response sensory-kinase SasA","3","3","1","1","6469","1","940","","1142","1169","1160","MICKBS0714_00631","","MICAS2_00403","MICKD33716_02198"
"group_1802","","hypothetical protein","3","3","1","1","3395","1","606","","344","344","344","MICKBS0714_01327","MICSA211_01048","MICAS2_01564",""
"lipB","","Octanoyltransferase","3","3","1","1","3393","1","609","","701","701","701","MICKBS0714_01329","MICSA211_01050","MICAS2_01562",""
"group_1806","","hypothetical protein","3","3","1","1","3389","1","612","","500","500","500","MICKBS0714_01332","MICSA211_01053","MICAS2_01559",""
"glnA1","","Glutamine synthetase","3","3","1","1","3388","1","613","","1424","1424","1424","MICKBS0714_01333","MICSA211_01054","MICAS2_01558",""
"bpoA2","","Non-haem bromoperoxidase BPO-A2","3","3","1","1","6481","1","929","","845","845","845","MICKBS0714_00639","MICSA211_00376","","MICKD33716_02186"
"rpsB","","30S ribosomal protein S2","3","3","1","1","4210","1","1226","","857","893","878","MICKBS0714_00652","MICSA211_00389","MICAS2_02311",""
"mraZ","","Transcriptional regulator MraZ","3","3","1","1","2533","1","646","","431","431","431","MICKBS0714_01363","MICSA211_01083","MICAS2_01530",""
"tsf","","Elongation factor Ts","3","3","1","1","4209","1","1225","","836","836","836","MICKBS0714_00653","MICSA211_00390","MICAS2_02310",""
"pycA","","Pyruvate carboxylase","3","3","1","1","2556","1","663","","3518","3518","3518","MICKBS0714_01375","MICSA211_01095","MICAS2_01517",""
"miaA","","tRNA dimethylallyltransferase","3","3","1","1","4788","10","92","","938","938","938","MICKBS0714_00707","MICSA211_00441","","MICKD33716_02122"
"pyrG","","CTP synthase","3","3","1","1","3469","38","1","","1640","1640","1640","MICKBS0714_01417","MICSA211_01148","MICAS2_01482",""
"hisN","","Histidinol-phosphatase","3","3","1","1","5114","23","46","","833","839","837","MICKBS0714_00750","MICSA211_00480","MICAS2_02180",""
"ktrA_1","","Ktr system potassium uptake protein A","3","3","1","1","2210","3","64","","689","689","689","MICKBS0714_01476","MICSA211_01208","","MICKD33716_01326"
"group_189","","hypothetical protein","3","3","1","1","5255","30","17","","242","242","242","MICKBS0714_00777","MICSA211_00508","MICAS2_02153",""
"moeZ","","putative adenylyltransferase/sulfurtransferase MoeZ","3","3","1","1","5257","30","19","","1196","1196","1196","MICKBS0714_00779","MICSA211_00510","MICAS2_02151",""
"dapC","","putative N-succinyldiaminopimelate aminotransferase DapC","3","3","1","1","4948","2","203","","1253","1319","1275","MICKBS0714_00874","MICSA211_00596","MICAS2_02061",""
"msrAB","","Peptide methionine sulfoxide reductase MsrA/MsrB","3","3","1","1","5424","4","109","","581","581","581","MICKBS0714_00936","MICSA211_00655","MICAS2_02003",""
"group_194","","GTP cyclohydrolase 1 type 2 ","3","3","1","1","5423","4","123","","935","938","937","MICKBS0714_00937","MICSA211_00656","MICAS2_02002",""
"group_1940","","hypothetical protein","3","3","1","1","3600","3","148","","170","170","170","MICKBS0714_01550","MICSA211_01260","MICAS2_01375",""
"tig","","Trigger factor","3","3","1","1","5601","4","24","","1352","1457","1421","MICKBS0714_00976","MICSA211_00690","MICAS2_01914",""
"group_1953","","hypothetical protein","3","3","1","1","3623","3","299","","1520","1520","1520","MICKBS0714_01567","MICSA211_01277","MICAS2_01359",""
"nadC","","putative nicotinate-nucleotide pyrophosphorylase [carboxylating]","3","3","1","1","2354","3","6","","920","920","920","MICKBS0714_01580","MICSA211_01290","","MICKD33716_01236"
"group_1962","","hypothetical protein","3","3","1","1","1202","1","1272","","752","752","752","MICKBS0714_01584","MICSA211_01295","MICAS2_01338",""
"opuBB","","Choline transport system permease protein OpuBB","3","3","1","1","1204","1","1274","","641","641","641","MICKBS0714_01586","MICSA211_01297","MICAS2_01336",""
"group_198","","hypothetical protein","3","3","1","1","5619","43","1","","635","635","635","MICKBS0714_00993","MICSA211_00707","MICAS2_01896",""
"tetR_2","","hypothetical protein","3","3","1","1","4626","16","63","","560","692","648","MICKBS0714_01013","MICSA211_00727","MICAS2_01875",""
"group_200","","hypothetical protein","3","3","1","1","4622","16","43","","311","311","311","MICKBS0714_01017","MICSA211_00731","MICAS2_01870",""
"fatE","","Petrobactin import ATP-binding protein FatE","3","3","1","1","2101","1","1674","","755","755","755","MICKBS0714_01659","MICSA211_01364","","MICKD33716_01146"
"fatD","","Petrobactin import system permease protein FatD","3","3","1","1","2098","1","1676","","1058","1058","1058","MICKBS0714_01661","MICSA211_01366","","MICKD33716_01144"
"rplO","","50S ribosomal protein L15","3","3","1","1","2054","47","9","","452","452","452","MICKBS0714_01701","MICSA211_01408","MICAS2_01177",""
"rplF","","50S ribosomal protein L6","3","3","1","1","2045","63","1","","533","533","533","MICKBS0714_01705","MICSA211_01412","MICAS2_01173",""
"rplW","","50S ribosomal protein L23","3","3","1","1","2034","54","1","","305","305","305","MICKBS0714_01717","MICSA211_01424","MICAS2_01161",""
"rplD","","50S ribosomal protein L4","3","3","1","1","2033","54","2","","635","635","635","MICKBS0714_01718","MICSA211_01425","MICAS2_01160",""
"group_203","","hypothetical protein","3","3","1","1","2772","1","2043","","284","296","288","MICKBS0714_01067","MICSA211_00786","","MICKD33716_02229"
"group_2048","","hypothetical protein","3","3","1","1","1451","7","54","","488","488","488","MICKBS0714_01768","MICSA211_01475","MICAS2_01109",""
"gloC","","Hydroxyacylglutathione hydrolase GloC","3","3","1","1","2932","29","32","","680","680","680","MICKBS0714_01116","MICSA211_00835","MICAS2_01777",""
"dsbD_2","","Thiol:disulfide interchange protein DsbD","3","3","1","1","1515","40","19","","755","755","755","MICKBS0714_01807","MICSA211_01504","MICAS2_01067",""
"qcrC","","Cytochrome bc1 complex cytochrome c subunit","3","3","1","1","3110","26","33","","806","806","806","MICKBS0714_01199","MICSA211_00919","MICAS2_01688",""
"ctaC","","Cytochrome c oxidase subunit 2","3","3","1","1","3122","69","1","","860","860","860","MICKBS0714_01205","MICSA211_00924","MICAS2_01682",""
"dnaK","","Chaperone protein DnaK","3","3","1","1","1813","5","193","","1859","1859","1859","MICKBS0714_01876","MICSA211_01572","MICAS2_00983",""
"rpsN","","30S ribosomal protein S14","3","3","1","1","1769","64","1","","305","305","305","MICKBS0714_01908","MICSA211_01604","MICAS2_00950",""
"gyrB_2","","DNA gyrase subunit B","3","3","1","1","2606","21","36","","2105","2165","2125","MICKBS0714_01319","MICSA211_01040","MICAS2_01572",""
"glnA2","","Glutamine synthetase","3","3","1","1","2480","1","616","","1340","1340","1340","MICKBS0714_01336","MICSA211_01057","MICAS2_01555",""
"group_2163","","hypothetical protein","3","3","1","1","4353","9","26","","1988","2006","1996","MICKBS0714_01970","MICSA211_01664","MICAS2_00889",""
"lutC","","Lactate utilization protein C","3","3","1","1","4407","9","43","","695","695","695","MICKBS0714_01978","MICSA211_01672","","MICKD33716_00815"
"lutP","","L-lactate permease","3","3","1","1","4410","9","40","","1661","1661","1661","MICKBS0714_01981","MICSA211_01675","","MICKD33716_00812"
"glcC","","Glc operon transcriptional activator","3","3","1","1","4411","9","39","","728","728","728","MICKBS0714_01982","MICSA211_01676","","MICKD33716_00811"
"ald","","Alanine dehydrogenase","3","3","1","1","4413","9","37","","1142","1142","1142","MICKBS0714_01984","MICSA211_01678","","MICKD33716_00809"
"group_2170","","hypothetical protein","3","3","1","1","4415","49","6","","485","485","485","MICKBS0714_01987","MICSA211_01681","MICAS2_00870",""
"panD","","Aspartate 1-decarboxylase","3","3","1","1","4549","34","9","","437","437","437","MICKBS0714_02021","MICSA211_01730","","MICKD33716_00759"
"acsA_3","","Acetyl-coenzyme A synthetase","3","3","1","1","4571","39","17","","1580","1580","1580","MICKBS0714_02032","MICSA211_01739","MICAS2_00788",""
"group_219","","IS3 family transposase IS999","3","3","1","1","6496","1","926","","341","344","343","","MICSA211_01130","MICAS2_00412","MICKD33716_00648"
"acdA_1","","Acyl-CoA dehydrogenase","3","3","1","1","4267","1","1036","","1181","1181","1181","MICKBS0714_02046","MICSA211_01752","","MICKD33716_00734"
"infC","","Translation initiation factor IF-3","3","3","1","1","3517","51","3","","890","1280","1073","MICKBS0714_01455","MICSA211_01187","MICAS2_01445",""
"nfdA","","N-substituted formamide deformylase","3","3","1","1","6904","1","61","","1631","1631","1631","MICKBS0714_02239","MICSA211_01941","","MICKD33716_00442"
"group_231","","hypothetical protein","3","3","1","1","2374","51","4","","335","395","367","MICKBS0714_01456","MICSA211_01188","MICAS2_01444",""
"group_232","iscS_1","IscS-like cysteine desulfurase","3","3","1","1","2380","3","63","","1202","1244","1216","MICKBS0714_01475","MICSA211_01207","","MICKD33716_01327"
"gshB","","Glutathione synthetase","3","3","1","1","6632","46","6","","1235","1235","1235","MICKBS0714_02285","MICSA211_01976","MICAS2_00452",""
"brnQ","","Branched-chain amino acid transport system 2 carrier protein","3","3","1","1","3564","3","225","","1394","1394","1394","MICKBS0714_01526","MICSA211_01235","MICAS2_01399",""
"cshA","","DEAD-box ATP-dependent RNA helicase CshA","3","3","1","1","3589","3","168","","1817","1967","1867","MICKBS0714_01539","MICSA211_01249","MICAS2_01386",""
"group_238","","hypothetical protein","3","3","1","1","3668","1","1408","","1322","1367","1341","MICKBS0714_01595","MICSA211_01307","","MICKD33716_01214"
"yoeB","","Toxin YoeB","3","3","1","1","1247","36","5","","173","254","227","MICKBS0714_01615","MICSA211_01325","","MICKD33716_01188"
"glxK","","Glycerate 3-kinase","3","3","1","1","2180","36","20","","1154","1154","1154","MICKBS0714_01618","","MICAS2_01278","MICKD33716_01185"
"yclQ","","hypothetical protein","3","3","1","1","2097","1","1705","","1055","1094","1071","MICKBS0714_01662","MICSA211_01367","","MICKD33716_01143"
"group_244","","hypothetical protein","3","3","1","1","1356","1","1724","","1031","1031","1031","MICKBS0714_01666","MICSA211_01371","MICAS2_01228",""
"group_254","","hypothetical protein","3","3","1","1","1826","5","151","","572","698","655","MICKBS0714_01864","MICSA211_01560","MICAS2_00996",""
"dnaJ_2","","Chaperone protein DnaJ","3","3","1","1","1815","5","161","","554","992","846","MICKBS0714_01874","MICSA211_01570","MICAS2_00985",""
"grpE","","Protein GrpE","3","3","1","1","1814","5","162","","662","662","662","MICKBS0714_01875","MICSA211_01571","MICAS2_00984",""
"fcbB2","","4-chlorobenzoyl coenzyme A dehalogenase-2","3","3","1","1","1694","52","3","","800","800","800","MICKBS0714_01947","MICSA211_01641","","MICKD33716_00847"
"group_260","","hypothetical protein","3","3","1","1","4347","9","31","","953","953","953","MICKBS0714_01966","MICSA211_01660","MICAS2_00893",""
"group_261","","hypothetical protein","3","3","1","1","4351","9","29","","1379","1379","1379","MICKBS0714_01968","MICSA211_01662","MICAS2_00891",""
"pdxT","","Pyridoxal 5'-phosphate synthase subunit PdxT","3","3","1","1","4414","9","36","","632","656","640","MICKBS0714_01985","MICSA211_01679","","MICKD33716_00808"
"group_267","","hypothetical protein","3","3","1","1","4558","34","24","","962","992","972","MICKBS0714_02022","MICSA211_01731","","MICKD33716_00758"
"group_272","","hypothetical protein","3","3","1","1","4291","1","1022","","1013","1013","1013","MICKBS0714_02036","MICSA211_01743","","MICKD33716_00747"
"lcfB_2","","Long-chain-fatty-acid--CoA ligase","3","3","1","1","4270","1","1035","","1577","1604","1587","MICKBS0714_02045","MICSA211_01751","","MICKD33716_00735"
"group_275","","putative HTH-type transcriptional regulator","3","3","1","1","6080","74","1","","875","893","881","MICKBS0714_02080","MICSA211_01784","","MICKD33716_00614"
"tam_1","","Trans-aconitate 2-methyltransferase","3","3","1","1","387","14","65","","761","761","761","MICKBS0714_02092","","MICAS2_00686","MICKD33716_00602"
"group_278","","hypothetical protein","3","3","1","1","383","14","72","","1199","1472","1369","MICKBS0714_02095","MICSA211_01803","","MICKD33716_00598"
"group_279","","hypothetical protein","3","3","1","1","353","14","5","","413","413","413","MICKBS0714_02123","MICSA211_01831","","MICKD33716_00574"
"group_280","","hypothetical protein","3","3","1","1","309","65","1","","1469","1469","1469","MICKBS0714_02130","","MICAS2_00650","MICKD33716_00566"
"ldh2","","L-lactate dehydrogenase 2","3","3","1","1","306","1","2525","","983","995","988","MICKBS0714_02135","MICSA211_01843","MICAS2_00637",""
"group_284","","hypothetical protein","3","3","1","1","216","1","2690","","785","785","785","MICKBS0714_02196","MICSA211_01909","MICAS2_00548",""
"group_285","","putative zinc-binding alcohol dehydrogenase","3","3","1","1","6915","1","17","","1061","1061","1061","MICKBS0714_02252","MICSA211_01951","","MICKD33716_00435"
"group_291","","hypothetical protein","3","3","1","1","94","19","67","","839","851","847","MICKBS0714_02273","MICSA211_01965","MICAS2_00459",""
"yraA","","Putative cysteine protease YraA","3","3","1","1","2158","12","80","","584","584","584","","MICSA211_01341","MICAS2_01259","MICKD33716_01168"
"group_294","","hypothetical protein","3","3","1","1","4382","9","72","","3263","3269","3266","","MICSA211_01646","MICAS2_00902","MICKD33716_00841"
