cells	leiden
s1_cell5696	2
s1_cell5697	3
s1_cell5698	0
s1_cell5699	7
s1_cell5700	7
s1_cell5701	4
s1_cell5702	1
s1_cell5703	1
s1_cell5704	2
s1_cell5705	2
s1_cell5706	2
s1_cell5707	0
s1_cell5708	1
s1_cell5709	3
s1_cell5710	5
s1_cell5711	3
s1_cell5712	7
s1_cell5713	0
s1_cell5714	2
s1_cell5715	0
s1_cell5716	7
s1_cell5717	2
s1_cell5718	6
s1_cell5719	1
s1_cell5720	3
s1_cell5721	0
s1_cell5722	1
s1_cell5723	7
s1_cell5724	13
s1_cell5725	0
s1_cell5726	2
s1_cell5727	21
s1_cell5728	0
s1_cell5729	1
s1_cell5730	13
s1_cell5731	6
s1_cell5732	0
s1_cell5733	6
s1_cell5734	0
s1_cell5735	6
s1_cell5736	0
s1_cell5737	0
s1_cell5738	3
s1_cell5739	0
s1_cell5740	7
s1_cell5741	0
s1_cell5742	3
s1_cell5743	3
s1_cell5744	2
s1_cell5745	0
s1_cell5746	3
s1_cell5747	2
s1_cell5748	2
s1_cell5749	2
s1_cell5750	1
s1_cell5751	3
s1_cell5752	22
s1_cell5753	17
s1_cell5754	0
s1_cell5755	3
s1_cell5756	2
s1_cell5757	3
s1_cell5758	2
s1_cell5759	7
s1_cell5760	0
s1_cell5761	9
s1_cell5762	2
s1_cell5763	19
s1_cell5764	0
s1_cell5765	2
s1_cell5766	7
s1_cell5767	3
s1_cell5768	3
s1_cell5769	11
s1_cell5770	0
s1_cell5771	2
s1_cell5772	3
s1_cell5773	20
s1_cell5774	13
s1_cell5775	2
s1_cell5776	0
s1_cell5777	7
s1_cell5778	7
s1_cell5779	2
s1_cell5780	7
s1_cell5781	1
s1_cell5782	3
s1_cell5783	4
s1_cell5784	1
s1_cell5785	3
s1_cell5786	0
s1_cell5787	3
s1_cell5788	9
s1_cell5789	0
s1_cell5790	3
s1_cell5791	0
s1_cell5792	20
s1_cell5793	2
s1_cell5794	9
s1_cell5795	0
s1_cell5796	4
s1_cell5797	0
s1_cell5798	4
s1_cell5799	7
s1_cell5800	2
s1_cell5801	18
s1_cell5802	3
s1_cell5803	3
s1_cell5804	5
s1_cell5805	6
s1_cell5806	1
s1_cell5807	7
s1_cell5808	4
s1_cell5809	2
s1_cell5810	0
s1_cell5811	7
s1_cell5812	22
s1_cell5813	9
s1_cell5814	3
s1_cell5815	0
s1_cell5816	3
s1_cell5817	3
s1_cell5818	1
s1_cell5819	0
s1_cell5820	0
s1_cell5821	15
s1_cell5822	2
s1_cell5823	8
s1_cell5824	2
s1_cell5825	6
s1_cell5826	17
s1_cell5827	0
s1_cell5828	0
s1_cell5829	3
s1_cell5830	8
s1_cell5831	3
s1_cell5832	7
s1_cell5833	3
s1_cell5834	4
s1_cell5835	0
s1_cell5836	6
s1_cell5837	1
s1_cell5838	2
s1_cell5839	0
s1_cell5840	1
s1_cell5841	0
s1_cell5842	20
s1_cell5843	7
s1_cell5844	6
s1_cell5845	7
s1_cell5846	0
s1_cell5847	2
s1_cell5848	0
s1_cell5849	2
s1_cell5850	2
s1_cell5851	0
s1_cell5852	15
s1_cell5853	2
s1_cell5854	4
s1_cell5855	1
s1_cell5856	13
s1_cell5857	5
s1_cell5858	7
s1_cell5859	7
s1_cell5860	8
s1_cell5861	0
s1_cell5862	2
s1_cell5863	3
s1_cell5864	2
s1_cell5865	15
s1_cell5866	19
s1_cell5867	0
s1_cell5868	0
s1_cell5869	2
s1_cell5870	3
s1_cell5871	2
s1_cell5872	0
s1_cell5873	5
s1_cell5874	0
s1_cell5875	5
s1_cell5876	2
s1_cell5877	2
s1_cell5878	1
s1_cell5879	2
s1_cell5880	13
s1_cell5881	7
s1_cell5882	13
s1_cell5883	3
s1_cell5884	6
s1_cell5885	2
s1_cell5886	0
s1_cell5887	2
s1_cell5888	0
s1_cell5889	2
s1_cell5890	0
s1_cell5891	13
s1_cell5892	7
s1_cell5893	0
s1_cell5894	1
s1_cell5895	13
s1_cell5896	2
s1_cell5897	12
s1_cell5898	0
s1_cell5899	7
s1_cell5900	3
s1_cell5901	3
s1_cell5902	8
s1_cell5903	3
s1_cell5904	2
s1_cell5905	15
s1_cell5906	13
s1_cell5907	0
s1_cell5908	3
s1_cell5909	2
s1_cell5910	20
s1_cell5911	5
s1_cell5912	2
s1_cell5913	7
s1_cell5914	20
s1_cell5915	0
s1_cell5916	5
s1_cell5917	2
s1_cell5918	5
s1_cell5919	3
s1_cell5920	13
s1_cell5921	1
s1_cell5922	1
s1_cell5923	2
s1_cell5924	3
s1_cell5925	0
s1_cell5926	6
s1_cell5927	0
s1_cell5928	0
s1_cell5929	8
s1_cell5930	3
s1_cell5931	13
s1_cell5932	1
s1_cell5933	0
s1_cell5934	3
s1_cell5935	7
s1_cell5936	5
s1_cell5937	0
s1_cell5938	7
s1_cell5939	2
s1_cell5940	3
s1_cell5941	1
s1_cell5942	0
s1_cell5943	2
s1_cell5944	0
s1_cell5945	0
s1_cell5946	2
s1_cell5947	13
s1_cell5948	0
s1_cell5949	0
s1_cell5950	13
s1_cell5951	5
s1_cell5952	4
s1_cell5953	19
s1_cell5954	6
s1_cell5955	7
s1_cell5956	3
s1_cell5957	0
s1_cell5958	4
s1_cell5959	13
s1_cell5960	7
s1_cell5961	15
s1_cell5962	2
s1_cell5963	0
s1_cell5964	10
s1_cell5965	2
s1_cell5966	0
s1_cell5967	0
s1_cell5968	1
s1_cell5969	4
s1_cell5970	7
s1_cell5971	16
s1_cell5972	6
s1_cell5973	2
s1_cell5974	3
s1_cell5975	7
s1_cell5976	4
s1_cell5977	1
s1_cell5978	2
s1_cell5979	6
s1_cell5980	21
s1_cell5981	0
s1_cell5982	7
s1_cell5983	0
s1_cell5984	13
s1_cell5985	3
s1_cell5986	0
s1_cell5987	20
s1_cell5988	3
s1_cell5989	4
s1_cell5990	6
s1_cell5991	1
s1_cell5992	0
s1_cell5993	0
s1_cell5994	5
s1_cell5995	0
s1_cell5996	0
s1_cell5997	4
s1_cell5998	7
s1_cell5999	17
s1_cell6000	7
s1_cell6001	2
s1_cell6002	13
s1_cell6003	3
s1_cell6004	16
s1_cell6005	0
s1_cell6006	7
s1_cell6007	0
s1_cell6008	2
s1_cell6009	3
s1_cell6010	1
s1_cell6011	2
s1_cell6012	15
s1_cell6013	0
s1_cell6014	9
s1_cell6015	7
s1_cell6016	1
s1_cell6017	17
s1_cell6018	7
s1_cell6019	13
s1_cell6020	2
s1_cell6021	2
s1_cell6022	0
s1_cell6023	1
s1_cell6024	7
s1_cell6025	2
s1_cell6026	4
s1_cell6027	11
s1_cell6028	2
s1_cell6029	11
s1_cell6030	7
s1_cell6031	2
s1_cell6032	1
s1_cell6033	10
s1_cell6034	2
s1_cell6035	1
s1_cell6036	2
s1_cell6037	3
s1_cell6038	0
s1_cell6039	0
s1_cell6040	7
s1_cell6041	1
s1_cell6042	3
s1_cell6043	7
s1_cell6044	0
s1_cell6045	3
s1_cell6046	15
s1_cell6047	3
s1_cell6048	1
s1_cell6049	17
s1_cell6050	0
s1_cell6051	17
s1_cell6052	1
s1_cell6053	4
s1_cell6054	3
s1_cell6055	0
s1_cell6056	4
s1_cell6057	0
s1_cell6058	17
s1_cell6059	2
s1_cell6060	0
s1_cell6061	12
s1_cell6062	3
s1_cell6063	0
s1_cell6064	0
s1_cell6065	0
s1_cell6066	0
s1_cell6067	0
s1_cell6068	0
s1_cell6069	8
s1_cell6070	6
s1_cell6071	6
s1_cell6072	2
s1_cell6073	3
s1_cell6074	7
s1_cell6075	1
s1_cell6076	2
s1_cell6077	0
s1_cell6078	2
s1_cell6079	4
s1_cell6080	11
s1_cell6081	0
s1_cell6082	0
s1_cell6083	4
s1_cell6084	10
s1_cell6085	11
s1_cell6086	2
s1_cell6087	3
s1_cell6088	7
s1_cell6089	14
s1_cell6090	1
s1_cell6091	0
s1_cell6092	2
s1_cell6093	0
s1_cell6094	1
s1_cell6095	13
s1_cell6096	8
s1_cell6097	10
s1_cell6098	0
s1_cell6099	3
s1_cell6100	3
s1_cell6101	3
s1_cell6102	2
s1_cell6103	7
s1_cell6104	5
s1_cell6105	0
s1_cell6106	0
s1_cell6107	0
s1_cell6108	1
s1_cell6109	3
s1_cell6110	0
s1_cell6111	7
s1_cell6112	3
s1_cell6113	2
s1_cell6114	2
s1_cell6115	18
s1_cell6116	0
s1_cell6117	2
s1_cell6118	3
s1_cell6119	0
s1_cell6120	2
s1_cell6121	7
s1_cell6122	1
s1_cell6123	5
s1_cell6124	3
s1_cell6125	18
s1_cell6126	3
s1_cell6127	6
s1_cell6128	6
s1_cell6129	2
s1_cell6130	7
s1_cell6131	3
s1_cell6132	7
s1_cell6133	0
s1_cell6134	0
s1_cell6135	7
s1_cell6136	3
s1_cell6137	9
s1_cell6138	9
s1_cell6139	6
s1_cell6140	0
s1_cell6141	0
s1_cell6142	7
s1_cell6143	7
s1_cell6144	0
s1_cell6145	6
s1_cell6146	1
s1_cell6147	3
s1_cell6148	15
s1_cell6149	0
s1_cell6150	7
s1_cell6151	13
s1_cell6152	13
s1_cell6153	7
s1_cell6154	7
s1_cell6155	0
s1_cell6156	0
s1_cell6157	0
s1_cell6158	7
s1_cell6159	2
s1_cell6160	2
s1_cell6161	3
s1_cell6162	3
s1_cell6163	1
s1_cell6164	3
s1_cell6165	0
s1_cell6166	1
s1_cell6167	2
s1_cell6168	1
s1_cell6169	1
s1_cell6170	3
s1_cell6171	19
s1_cell6172	6
s1_cell6173	0
s1_cell6174	13
s1_cell6175	1
s1_cell6176	0
s1_cell6177	16
s1_cell6178	2
s1_cell6179	3
s1_cell6180	16
s1_cell6181	0
s1_cell6182	4
s1_cell6183	8
s1_cell6184	21
s1_cell6185	10
s1_cell6186	5
s1_cell6187	3
s1_cell6188	3
s1_cell6189	8
s1_cell6190	20
s1_cell6191	0
s1_cell6192	0
s1_cell6193	2
s1_cell6194	8
s1_cell6195	1
s1_cell6196	0
s1_cell6197	6
s1_cell6198	3
s1_cell6199	3
s1_cell6200	3
s1_cell6201	2
s1_cell6202	0
s1_cell6203	11
s1_cell6204	3
s1_cell6205	2
s1_cell6206	4
s1_cell6207	13
s1_cell6208	3
s1_cell6209	2
s1_cell6210	20
s1_cell6211	7
s1_cell6212	1
s1_cell6213	8
s1_cell6214	2
s1_cell6215	4
s1_cell6216	2
s1_cell6217	13
s1_cell6218	7
s1_cell6219	3
s1_cell6220	0
s1_cell6221	4
s1_cell6222	2
s1_cell6223	15
s1_cell6224	0
s1_cell6225	16
s1_cell6226	2
s1_cell6227	2
s1_cell6228	13
s1_cell6229	2
s1_cell6230	3
s1_cell6231	2
s1_cell6232	7
s1_cell6233	2
s1_cell6234	1
s1_cell6235	3
s1_cell6236	0
s1_cell6237	0
s1_cell6238	6
s1_cell6239	15
s1_cell6240	20
s1_cell6241	0
s1_cell6242	0
s1_cell6243	1
s1_cell6244	1
s1_cell6245	3
s1_cell6246	7
s1_cell6247	15
s1_cell6248	7
s1_cell6249	2
s1_cell6250	9
s1_cell6251	2
s1_cell6252	2
s1_cell6253	7
s1_cell6254	2
s1_cell6255	15
s1_cell6256	1
s1_cell6257	1
s1_cell6258	7
s1_cell6259	13
s1_cell6260	16
s1_cell6261	4
s1_cell6262	3
s1_cell6263	1
s1_cell6264	2
s1_cell6265	2
s1_cell6266	3
s1_cell6267	2
s1_cell6268	0
s1_cell6269	0
s1_cell6270	0
s1_cell6271	0
s1_cell6272	0
s1_cell6273	3
s1_cell6274	0
s1_cell6275	6
s1_cell6276	3
s1_cell6277	0
s1_cell6278	3
s1_cell6279	2
s1_cell6280	2
s1_cell6281	0
s1_cell6282	2
s1_cell6283	7
s1_cell6284	7
s1_cell6285	0
s1_cell6286	0
s1_cell6287	2
s1_cell6288	2
s1_cell6289	1
s1_cell6290	6
s1_cell6291	2
s1_cell6292	2
s1_cell6293	14
s1_cell6294	8
s1_cell6295	0
