guide	target_gene
CTR9-I7	CTR9
CTR9-I7	CTR9
SCAF4-I4	SCAF4
LEO1-I2	LEO1
LEO1-I2	LEO1
LEO1-I2	LEO1
NT-I3	NT
CPSF2-I1	CPSF2
NT-I1	NT
PAPOLA-I3	PAPOLA
SYMPK-I3	SYMPK
FIP1L1-I1	FIP1L1
SCAF8-I3	SCAF8
NT-I6	NT
NT-I9	NT
NT-I9	NT
CTR9-I7	CTR9
SCAF4-I4	SCAF4
NT-I4	NT
PHF3-I5	PHF3
NT-I1	NT
NT-I5	NT
SCAF4-I4	SCAF4
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
NT-I4	NT
LEO1-I2	LEO1
PHF3-I5	PHF3
CPSF2-I1	CPSF2
CPSF7-I1	CPSF7
SF3A1-I5	SF3A1
RPRD1B-I1	RPRD1B
CPSF6-I5	CPSF6
SCAF8-I3	SCAF8
NT-I10	NT
CSTF2-I4	CSTF2
NT-I3	NT
CSTF1-I5	CSTF1
CDC73-I2	CDC73
CPSF7-I1	CPSF7
CPSF3L-I8	CPSF3L
PCF11-I5	PCF11
NT-I7	NT
PAF1-I6	PAF1
CPSF3-I3	CPSF3
CPSF1-I3	CPSF1
LEO1-I2	LEO1
NT-I6	NT
SCAF11-I3	SCAF11
SCAF8-I3	SCAF8
CPSF6-I5	CPSF6
SCAF4-I4	SCAF4
NT-I6	NT
FIP1L1-I1	FIP1L1
NT-I4	NT
CPSF1-I3	CPSF1
CSTF2-I4	CSTF2
CPSF3-I3	CPSF3
CPSF6-I5	CPSF6
CSTF2-I4	CSTF2
SCAF8-I3	SCAF8
NT-I1	NT
CPSF1-I3	CPSF1
RPRD1A-I5	RPRD1A
FIP1L1-I1	FIP1L1
CPSF7-I1	CPSF7
