gene	Control_#1_B_cell	Control_#1_T_cell	Control_#1_monocyte	Control_#1_neutrophil	Control_#1_platelet	Control_#2_B_cell	Control_#2_T_cell	Control_#2_monocyte	Control_#2_neutrophil	Control_#3_B_cell	Control_#3_T_cell	Control_#3_erythroid_lineage_cell	Control_#3_monocyte	Control_#3_neutrophil	Control_#3_platelet	SARS_CoV2_pos_Mild_B_cell	SARS_CoV2_pos_Mild_T_cell	SARS_CoV2_pos_Mild_erythroid_lineage_cell	SARS_CoV2_pos_Mild_monocyte	SARS_CoV2_pos_Mild_neutrophil	SARS_CoV2_pos_Severe_#1_B_cell	SARS_CoV2_pos_Severe_#1_T_cell	SARS_CoV2_pos_Severe_#1_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#1_monocyte	SARS_CoV2_pos_Severe_#1_neutrophil	SARS_CoV2_pos_Severe_#1_platelet	SARS_CoV2_pos_Severe_#2_B_cell	SARS_CoV2_pos_Severe_#2_T_cell	SARS_CoV2_pos_Severe_#2_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#2_monocyte	SARS_CoV2_pos_Severe_#2_neutrophil	SARS_CoV2_pos_Severe_#2_platelet	SARS_CoV2_pos_Severe_#3_B_cell	SARS_CoV2_pos_Severe_#3_T_cell
MTPN	33	233	247	0	39	52	297	208	6	39	241	2	280	16	48	157	586	0	351	6	225	460	36	410	21	93	361	591	70	588	152	458	27	41
MXI1	3	132	34	1	1	13	105	19	5	3	89	57	25	11	0	25	210	69	34	3	51	201	247	25	14	0	52	209	941	42	47	3	1	22
MYADM	12	640	516	6	0	17	718	401	25	5	696	2	324	48	1	20	539	0	438	34	81	620	1	386	58	0	290	814	4	425	235	4	4	21
MYCBP2	22	483	164	1	4	53	478	146	2	44	392	1	137	8	0	187	1371	0	278	7	247	742	0	255	11	12	281	718	5	153	30	7	36	104
MYH7B	4	201	111	2	1	12	190	97	1	9	124	0	52	10	0	52	566	0	118	1	43	362	2	153	23	2	35	184	3	56	58	0	9	48
MYH9	10	469	240	6	18	19	466	156	4	24	328	0	180	36	31	77	1351	0	292	17	91	1027	2	375	78	80	129	729	19	282	300	199	18	124
MYL12A	22	1366	414	0	128	53	1546	302	6	38	1139	1	337	23	141	264	4533	6	715	24	171	2256	11	515	29	399	358	2907	160	721	599	1278	48	474
MYL12B	14	861	323	2	5	35	882	252	5	30	706	2	311	33	9	147	2261	6	499	22	144	1766	14	471	38	33	259	1869	98	678	320	157	26	242
MYL6	21	1232	835	16	115	60	1378	739	29	56	928	84	801	107	191	203	3170	77	1257	41	238	2589	378	1552	76	555	480	3047	926	2142	1075	1865	59	371
MYO5A	14	426	222	3	0	27	422	155	4	34	329	1	179	17	0	79	942	1	329	10	151	730	1	342	25	1	141	433	4	168	70	7	19	99
MYO9B	5	128	147	2	0	8	137	133	4	12	93	0	108	17	1	26	291	0	224	2	70	220	0	258	23	0	54	162	1	189	100	5	10	35
N4BP2L2	30	972	248	4	0	53	852	163	4	56	693	0	194	23	1	252	2777	1	390	21	301	1399	14	349	25	2	436	1424	42	316	126	6	48	195
NAA60	6	137	55	3	1	5	125	40	0	13	87	0	51	4	0	34	427	0	74	3	40	234	3	96	6	2	46	150	4	61	20	7	6	39
NABP1	67	1397	551	112	0	74	1266	421	59	93	878	7	377	401	5	606	4336	1	887	83	506	2339	5	907	444	2	435	1488	21	371	994	20	165	476
NACA	106	3895	1399	2	2	195	3695	1170	6	273	2879	13	1409	15	3	1021	11008	23	2342	6	1234	6084	100	1691	22	11	1799	7799	373	2370	131	45	194	1031
NAMPT	20	717	2962	760	2	11	547	2664	767	25	433	63	1915	3818	40	64	669	58	2779	1453	134	989	78	6623	6339	1	225	1084	198	4155	21755	217	6	47
NAP1L1	37	978	282	0	83	69	925	359	0	101	700	0	571	6	75	256	2320	0	587	2	283	1489	1	563	3	234	518	1787	42	874	53	1181	32	164
NAPA	1	56	60	2	2	6	69	48	1	2	35	7	36	12	2	14	155	9	85	5	12	115	43	91	17	9	19	113	67	58	25	21	3	7
NAPG	3	54	51	0	1	7	63	40	0	4	38	0	45	3	1	11	146	0	92	2	35	156	0	81	4	2	24	175	67	95	10	96	2	10
NARF	3	103	35	1	0	2	106	22	2	3	82	5	22	10	1	20	288	3	51	1	34	191	42	34	12	0	38	181	136	28	85	1	7	27
NASP	11	283	73	0	1	26	428	44	1	21	281	0	68	7	1	74	846	0	131	8	79	815	1	122	7	0	68	628	8	87	27	5	9	85
NBPF10	51	208	323	2	0	45	145	330	2	66	121	0	374	24	0	87	273	0	511	11	232	140	0	335	23	0	326	202	2	343	87	29	24	15
NBPF14	11	84	115	1	0	14	80	112	2	27	55	0	95	7	0	56	192	0	314	4	115	72	0	297	10	1	109	87	2	60	39	13	6	14
NBPF19	6	216	214	1	1	25	225	172	1	21	145	0	117	4	0	38	645	0	417	2	78	257	0	426	31	0	88	199	1	165	50	2	10	40
NBR1	7	227	67	2	0	11	172	41	3	8	140	2	38	11	0	49	524	0	122	7	59	280	11	116	20	4	34	199	21	47	44	10	13	45
NCBP3	6	248	104	0	1	16	235	66	1	16	154	0	73	13	1	59	599	0	140	5	68	434	0	164	20	3	69	289	5	99	49	4	16	49
NCOA1	1	144	90	1	2	7	135	44	4	4	94	0	49	21	0	11	253	2	81	4	21	180	1	90	21	9	48	155	14	94	107	18	0	16
NCOA3	14	98	71	0	0	19	106	56	0	35	92	0	49	2	1	98	319	0	115	1	138	146	0	101	4	5	171	203	4	103	24	24	21	26
NCOA4	4	58	152	3	37	5	53	113	6	5	31	62	91	23	110	15	167	97	181	8	42	129	396	247	30	183	17	112	1593	150	65	154	2	14
NCOR1	11	172	115	0	3	19	223	81	1	18	145	1	67	12	4	69	617	1	156	5	77	499	5	179	14	17	129	332	23	159	60	48	16	49
NDUFA1	10	520	229	2	4	26	464	217	1	20	398	4	214	9	4	93	1178	1	352	11	120	989	24	337	13	19	167	1103	122	413	132	50	22	143
NDUFA13	10	322	258	0	3	10	365	202	1	10	289	0	217	3	0	93	1098	1	366	0	89	784	28	361	3	5	193	1138	47	546	22	38	30	180
NDUFA2	8	210	100	0	0	12	189	96	1	13	154	0	88	6	1	36	547	5	140	4	47	381	32	140	11	1	81	596	124	197	86	19	19	78
NDUFA4	14	675	275	0	6	31	674	218	0	34	542	2	278	0	11	127	1841	1	447	1	169	1280	24	405	2	46	272	1743	115	615	13	183	40	218
NDUFA5	7	179	27	0	2	11	183	25	1	15	126	0	38	2	6	40	513	0	79	1	54	332	15	57	4	25	96	362	43	83	17	60	11	49
NDUFB1	6	229	147	1	0	17	231	116	1	8	163	1	100	13	2	66	854	0	298	2	54	444	15	254	6	7	53	374	23	121	67	4	14	77
NDUFB11	12	322	133	0	0	19	297	136	2	18	254	1	119	2	0	77	949	1	222	1	97	720	12	249	4	2	142	894	24	228	24	18	20	138
NDUFB4	9	291	110	0	2	14	288	96	0	12	235	1	116	3	2	60	869	1	190	1	60	568	11	152	1	20	83	723	43	239	22	102	11	91
NDUFB9	8	296	123	1	2	9	259	98	0	14	214	0	101	5	2	69	799	0	165	0	69	612	2	214	7	3	105	656	18	186	30	52	16	87
NDUFC1	3	193	65	1	1	5	154	41	1	8	141	1	80	3	3	34	569	2	118	1	24	360	21	107	1	9	50	393	27	97	9	25	11	59
NDUFS2	3	140	66	2	0	5	126	38	2	14	108	2	46	3	1	39	395	0	115	4	50	304	1	86	9	4	45	252	24	108	20	3	6	37
NEDD8	7	300	160	0	1	22	308	99	3	18	212	2	117	10	0	73	799	0	213	5	56	524	15	211	5	6	86	580	32	243	72	24	11	84
NFAT5	1	87	68	1	1	6	105	47	2	7	62	0	45	11	0	18	197	0	76	5	38	136	3	111	20	4	35	93	22	136	72	9	5	20
NFE2L2	2	154	124	4	1	4	210	103	7	11	98	1	101	26	1	30	334	1	130	13	31	155	2	164	28	3	45	258	12	162	184	22	2	23
NFKB2	11	216	62	10	0	18	165	68	10	10	113	0	65	40	1	55	210	2	74	5	115	209	1	107	47	0	87	218	3	52	153	0	20	24
NFKBIA	22	2483	1116	108	3	35	3199	957	177	54	1929	9	1032	660	5	288	1932	0	942	98	351	1255	3	1225	650	0	669	3401	82	1498	6675	40	34	114
NFKBIB	5	98	31	1	0	5	116	33	1	4	78	0	23	4	0	26	158	0	52	4	41	171	4	59	11	2	39	146	5	41	27	3	6	17
NFKBIZ	8	459	251	51	0	3	518	237	61	7	327	2	347	234	4	29	589	1	290	31	48	451	3	461	232	0	31	502	24	511	1544	4	5	99
NIN	11	157	96	4	0	16	234	78	5	11	99	0	80	15	4	68	460	0	152	17	103	259	0	178	24	1	106	227	3	103	110	14	5	36
NIPBL	12	289	131	2	0	22	303	99	3	25	203	0	80	17	0	62	634	3	203	9	84	452	14	222	15	0	113	397	42	126	86	6	3	47
NKTR	12	587	200	0	3	19	479	129	3	30	351	0	132	9	0	100	1249	0	194	1	171	910	0	214	9	1	169	768	6	237	31	5	18	84
NMI	5	75	37	4	0	4	58	33	3	5	61	1	27	19	0	22	297	1	87	20	43	214	0	74	8	0	23	179	12	78	69	10	4	28
NMNAT3	121	2832	489	6	0	254	2991	436	2	214	1948	1	381	17	2	761	6282	0	723	12	855	3701	20	652	55	5	998	2927	97	543	100	13	107	388
NNT	9	400	100	0	3	17	417	95	0	18	232	0	77	4	1	106	989	1	204	1	122	510	2	200	15	5	97	411	5	82	30	12	17	65
NONO	8	247	122	0	1	17	262	85	2	15	175	0	89	6	0	65	547	0	159	2	95	531	0	151	4	0	124	487	7	138	24	15	11	46
NOP10	4	171	162	2	1	9	113	160	4	6	102	0	141	45	1	56	510	0	241	21	35	305	8	218	45	6	59	423	40	427	556	32	14	39
NOTCH2NLC	14	193	268	0	1	17	186	216	2	35	127	0	266	27	0	80	534	0	318	7	103	170	0	336	69	5	88	165	6	240	207	15	16	31
NPC2	8	104	390	1	1	9	77	374	4	9	94	0	413	5	4	48	236	0	547	6	65	167	1	650	13	5	81	144	3	512	42	8	6	8
NPEPPS	18	337	169	2	1	17	320	129	5	16	219	0	107	22	1	89	916	0	258	9	133	538	2	228	44	3	119	396	7	139	103	6	15	95
NR1H2	3	117	49	1	1	8	97	33	1	14	73	0	51	2	3	22	209	1	75	2	34	135	3	60	2	6	73	172	30	105	21	19	1	18
NR4A2	8	657	84	4	0	22	571	87	4	9	479	0	71	14	1	18	608	0	121	2	68	603	0	53	6	0	133	525	2	68	65	0	3	14
NRDC	3	108	45	0	2	10	111	42	2	6	78	0	41	14	4	33	300	2	87	2	30	204	13	100	11	17	47	256	35	108	79	86	4	27
NSD1	8	209	58	3	1	11	215	50	1	9	146	0	60	6	1	74	621	0	131	3	89	320	5	132	10	4	65	327	11	112	45	8	19	52
NSD3	16	369	94	1	1	50	335	86	1	24	306	1	57	12	1	102	916	2	128	8	170	638	14	122	10	0	145	711	37	100	45	7	15	82
NT5C3A	3	83	20	1	26	9	112	22	0	5	92	2	30	2	20	52	243	1	45	3	30	146	6	46	6	72	40	211	49	38	41	360	9	22
NUDC	5	148	45	1	1	8	170	36	0	7	124	1	45	4	1	41	519	0	90	2	33	261	1	68	3	2	61	319	18	74	7	6	7	49
NUDT3	17	284	169	1	0	19	286	179	0	24	175	0	151	9	0	83	694	0	262	3	73	375	1	286	21	7	71	321	3	125	56	5	17	57
NUFIP2	6	218	130	2	0	10	266	104	2	14	155	0	82	21	0	35	489	0	157	14	46	284	3	166	16	3	58	332	3	174	78	3	3	30
NUMB	6	101	159	2	0	10	106	120	4	16	58	1	103	39	4	42	301	0	231	18	56	147	1	268	42	5	46	105	2	139	213	10	6	15
OAZ1	37	790	1348	11	233	92	968	960	20	79	703	198	1132	123	244	372	2338	264	1887	39	328	1583	864	2091	84	749	563	1839	3435	2336	858	3549	85	293
OAZ2	10	222	135	4	0	13	213	108	7	9	109	7	104	36	0	70	722	3	200	18	84	421	43	206	44	0	60	245	91	121	147	7	16	74
OCIAD1	5	186	53	0	1	10	168	49	0	13	111	3	54	1	2	58	559	4	122	4	44	319	6	74	5	6	64	277	22	103	24	10	9	52
ODC1	10	95	22	0	68	23	136	26	0	12	112	16	30	0	67	61	243	21	30	0	83	302	56	38	0	122	141	311	57	32	1	215	17	37
OGA	13	338	57	2	0	27	337	60	1	26	243	1	63	25	0	93	674	0	104	10	127	485	11	120	20	0	156	471	58	99	106	5	13	42
OGDH	3	98	32	1	0	2	79	36	3	4	72	1	35	5	2	20	322	2	91	5	33	171	6	75	11	2	23	127	7	47	24	2	11	34
OPHN1	34	617	117	3	0	46	594	96	5	41	424	0	91	9	2	121	1125	0	148	2	179	670	4	140	14	2	200	575	28	127	18	8	14	65
OR11G2	2	71	29	1	0	8	122	56	6	4	66	1	33	20	1	49	476	1	108	6	27	145	0	94	32	0	24	93	0	49	47	0	5	33
ORAI1	6	134	44	0	3	15	155	34	1	10	97	0	27	2	8	52	515	0	83	1	53	273	0	82	8	16	34	193	2	39	34	56	8	63
ORAI2	19	90	124	6	3	21	108	59	9	26	98	0	83	21	8	90	360	0	123	5	132	193	1	131	43	11	103	154	2	86	94	32	22	34
ORC4	92	1880	416	8	0	135	1675	328	1	146	1299	0	301	27	0	380	3197	0	477	9	515	2003	9	406	51	0	561	1708	47	378	112	5	54	159
OSBPL8	8	287	151	3	1	22	288	141	3	15	205	0	137	21	0	54	682	0	281	19	77	483	2	257	40	8	82	498	12	296	315	31	8	53
OSER1	5	149	63	2	0	18	132	58	7	10	105	2	52	18	0	32	201	3	38	7	39	271	10	53	18	4	61	274	41	100	92	13	8	7
OST4	19	863	250	1	96	35	844	205	4	42	730	13	274	11	137	167	2458	33	439	3	216	1422	130	561	12	362	305	1720	340	404	90	1066	37	261
OSTF1	2	177	90	0	8	8	183	69	7	9	120	0	84	17	5	42	525	0	129	8	52	345	0	119	4	16	59	294	4	168	96	75	6	56
OTUB1	4	128	66	0	0	7	142	37	2	12	91	1	60	6	0	33	387	0	105	5	54	267	3	93	8	2	78	268	11	98	32	7	8	40
OTUD5	6	110	33	2	0	6	101	36	0	7	63	0	21	7	2	26	188	2	34	2	17	151	11	31	11	2	43	129	40	35	36	8	4	15
P2RX4	6	124	156	2	0	12	99	109	2	6	85	0	114	3	0	25	289	0	131	2	20	181	0	228	13	0	27	127	0	178	25	7	4	33
P2RX7	14	521	233	13	0	29	520	136	6	34	395	0	125	19	0	75	860	0	202	14	91	677	2	239	46	2	87	414	20	110	90	1	10	53
P4HB	4	238	225	1	0	15	362	140	0	10	277	0	134	10	0	48	670	1	229	9	59	527	5	293	19	9	67	649	6	234	82	52	14	118
PABPC1	71	2592	1240	12	8	141	2240	1145	5	110	1750	6	1069	34	5	418	5189	13	1828	14	535	3995	48	1757	53	30	806	4231	300	1159	157	47	82	575
PABPN1	4	226	109	0	2	20	157	90	0	19	161	0	130	3	0	40	461	0	194	1	124	378	2	171	7	7	126	429	5	208	21	23	15	35
PACS1	5	148	21	0	2	10	132	19	1	10	106	0	28	8	1	41	389	0	36	0	48	209	0	31	4	5	35	197	2	26	18	22	1	31
PAFAH1B1	31	864	377	11	4	56	838	287	6	45	610	2	255	32	2	253	2464	2	537	25	368	1663	4	627	90	6	322	1180	40	355	257	25	72	256
PAFAH1B2	3	84	61	1	0	6	85	46	2	11	46	0	45	12	0	29	213	0	126	9	49	152	6	109	17	0	78	119	17	86	89	6	4	23
PAIP2	13	431	163	1	10	24	442	144	5	19	358	7	148	12	10	77	949	4	201	7	125	653	58	243	20	25	145	813	189	270	94	116	14	71
PAK2	9	285	211	2	0	27	292	155	5	23	183	0	129	34	0	70	686	0	298	18	83	432	1	267	30	1	174	575	13	381	219	5	17	70
PANK2	1	95	42	2	1	3	94	24	2	4	80	1	27	8	1	21	259	1	59	5	13	155	3	67	16	9	18	148	0	70	47	17	7	31
PAPOLA	13	304	180	3	4	32	367	137	2	38	236	3	130	11	2	88	778	7	246	9	136	574	18	252	9	2	156	603	66	280	132	41	17	62
PARK7	15	489	232	2	7	23	541	176	2	22	354	0	185	10	18	124	1453	0	329	3	121	972	6	285	16	68	194	1062	26	353	37	220	46	213
PBRM1	3	165	71	1	2	11	129	45	4	7	100	0	48	12	2	41	423	2	130	4	40	211	3	117	14	3	55	180	8	63	17	10	13	49
PCBP1	16	370	362	1	3	33	318	257	6	19	224	4	274	39	7	96	1079	7	505	22	93	576	37	455	72	9	132	629	119	505	360	89	19	99
PCBP2	35	782	403	2	3	49	777	333	7	61	521	5	279	27	8	185	1567	7	523	10	278	1236	60	518	19	9	318	1297	141	403	111	34	52	141
PCGF5	3	181	48	0	6	13	144	50	3	16	121	30	46	2	10	27	325	22	96	1	73	282	60	88	5	11	72	374	119	117	13	43	4	29
PCM1	6	322	88	0	2	19	327	72	0	28	251	2	52	3	0	88	954	4	128	2	109	554	12	131	3	2	161	575	69	111	12	21	18	49
PCMTD1	5	119	33	0	8	13	145	27	1	11	92	19	25	1	2	52	369	8	66	4	42	148	25	55	2	12	55	153	105	33	29	59	2	15
PCSK7	43	1161	373	5	0	72	1130	324	12	76	643	0	299	46	0	219	2900	1	455	22	324	1720	3	607	93	2	321	1346	21	292	196	6	41	268
PCYT1A	6	168	78	2	0	19	164	59	1	10	100	0	65	10	0	43	491	0	123	5	50	287	0	150	14	3	36	140	1	56	28	10	16	44
PDAP1	6	138	53	0	1	6	164	20	1	5	114	1	42	1	1	44	383	1	56	1	33	285	5	69	6	9	64	325	9	72	11	29	12	43
PDCD10	5	78	50	0	13	7	109	30	0	7	60	10	32	5	1	39	374	16	67	3	37	214	21	85	0	35	39	209	205	78	23	110	6	22
PDCD4	7	597	65	3	0	29	551	57	4	15	458	0	68	17	0	114	1418	0	102	5	134	1064	0	80	17	10	167	834	11	84	61	27	34	101
PDE4DIP	5	171	73	2	0	8	149	70	1	14	109	0	57	6	0	60	669	0	154	5	58	314	0	171	7	2	46	189	3	77	18	9	22	53
PDIA3	28	1002	542	2	1	51	938	355	4	54	734	1	352	44	0	164	2121	0	600	11	269	1716	2	779	48	10	326	1671	17	598	145	55	37	261
PDIA5	9	173	45	0	0	7	142	41	2	16	118	0	34	7	1	24	305	0	69	4	51	224	0	67	14	2	21	121	4	30	19	1	6	37
PELI1	14	124	79	12	0	36	64	68	13	9	46	0	44	55	1	43	127	1	55	30	107	151	2	70	80	0	269	224	10	67	360	2	10	17
PET100	5	315	173	1	5	12	326	121	1	11	217	1	121	4	2	77	801	0	230	3	69	551	11	237	4	13	84	509	127	184	63	50	19	96
PFDN5	71	1785	931	0	0	118	1718	792	2	119	1441	12	852	15	1	479	4763	18	1429	11	566	2551	53	1326	20	3	1007	3877	155	1400	182	27	111	490
PFN1	19	1204	687	5	15	39	1500	567	8	42	891	1	565	28	17	219	3783	2	1090	8	263	3419	9	1038	45	87	380	3274	54	1397	318	518	56	429
PGAM1	2	129	218	0	1	6	138	136	1	5	107	0	146	7	1	22	395	0	267	5	27	369	0	315	5	11	35	394	4	299	42	22	4	55
PGK1	5	376	351	1	4	26	348	217	4	15	318	0	268	26	3	62	1007	0	427	4	74	700	6	520	20	25	111	793	4	560	130	43	23	128
PGLS	3	106	177	2	0	7	125	138	1	17	92	0	135	6	0	45	405	0	237	1	57	257	0	230	6	1	89	340	3	264	36	7	15	48
PHACTR1	9	108	380	8	0	33	108	206	19	34	64	2	228	59	1	72	213	1	323	46	173	141	6	421	204	0	126	121	10	320	585	5	13	20
PHF20	20	343	71	3	0	29	342	89	3	23	206	0	73	10	0	79	690	1	147	9	124	436	0	124	19	1	166	430	6	117	72	5	9	53
PHF20L1	6	196	98	2	4	10	166	66	3	16	137	0	84	26	3	24	396	0	151	6	51	278	2	156	31	10	46	223	20	74	122	50	5	23
PHF3	18	460	138	2	0	28	459	112	2	26	288	1	83	11	1	101	1120	0	182	11	165	716	12	210	10	1	188	678	19	152	74	9	13	76
PHIP	9	259	168	2	0	20	278	107	3	18	193	0	97	16	0	91	655	0	195	15	117	420	2	195	10	4	122	365	21	148	57	4	10	44
PHKB	9	175	65	1	5	22	178	72	1	17	129	0	55	8	4	76	409	0	134	0	83	241	0	103	5	19	106	184	8	71	13	40	14	36
PIAS1	6	153	115	3	0	11	173	72	1	5	122	0	63	11	0	39	336	0	157	13	49	261	0	143	15	4	60	243	6	101	60	3	3	26
PIGN	76	2010	393	10	0	146	1976	356	2	143	1384	0	306	31	0	543	4604	1	611	15	614	2818	8	578	41	3	695	2141	70	415	75	9	81	284
PIK3C3	6	155	100	8	0	9	120	78	11	7	96	1	73	42	0	30	373	0	91	10	43	208	1	152	40	2	25	157	8	97	183	8	3	25
PIM1	2	96	75	1	0	3	74	67	0	6	87	14	65	5	0	3	374	12	87	2	14	260	117	193	15	0	18	387	502	201	51	17	0	89
PIP4K2A	3	227	42	0	18	9	345	37	3	7	190	39	38	3	19	50	711	54	89	3	25	393	152	83	3	50	70	354	510	72	39	111	11	63
PITHD1	1	124	29	1	1	7	126	20	0	2	84	84	20	2	1	22	276	80	29	2	26	199	174	22	1	1	36	196	505	49	11	17	5	25
PJA2	6	198	95	2	2	14	166	109	5	13	156	0	99	23	3	58	432	0	184	16	105	295	1	209	23	3	125	368	14	173	154	28	10	50
PKN2	2	101	81	1	0	8	107	87	6	14	82	0	56	29	1	19	195	1	103	13	49	186	4	81	18	2	53	175	24	84	118	8	2	11
PLA2G10CP	9	328	94	1	0	30	285	86	3	14	225	0	81	14	1	77	548	0	127	7	112	416	0	161	24	0	85	271	7	87	53	0	10	42
PLAT	25	601	196	10	0	42	519	156	2	31	361	0	128	37	3	109	1165	0	229	13	143	795	5	246	51	0	133	481	10	119	93	1	22	83
PLEK	5	80	616	18	15	10	124	547	48	12	84	3	443	154	20	54	305	1	389	35	45	210	0	651	261	105	108	239	16	762	1541	480	11	18
PLEKHB2	12	417	222	3	1	34	376	183	1	30	250	1	168	27	1	126	945	1	322	11	127	666	7	343	48	6	107	432	18	231	131	13	21	97
PLP2	6	133	164	0	0	16	170	129	1	15	134	0	127	4	0	57	487	0	210	3	40	292	1	277	5	2	152	395	5	263	78	8	15	73
PMAIP1	18	413	111	4	0	22	646	63	1	23	326	0	79	13	0	38	423	0	87	16	190	603	0	66	18	0	411	1139	46	166	81	6	11	19
PNPLA2	1	78	52	2	0	11	97	35	0	4	61	7	41	2	0	20	162	7	66	0	35	131	31	67	4	2	34	110	81	44	13	5	4	14
PNPLA8	6	110	110	4	0	18	116	94	1	10	85	3	83	30	0	35	186	0	144	6	61	236	9	147	30	0	58	226	52	120	137	5	5	17
PNPT1	65	1617	638	18	0	116	1594	487	11	72	1117	1	451	77	1	520	5089	1	1018	49	532	2763	10	1090	146	0	407	1873	39	484	264	2	136	562
PNRC1	38	1616	410	18	2	76	1199	363	40	85	994	11	329	233	1	275	2458	10	423	61	315	1688	97	477	227	4	474	2216	368	448	1624	27	44	225
POC1B	10	377	101	0	0	21	389	69	5	21	265	2	84	8	1	64	688	0	113	3	73	471	30	161	15	4	59	362	78	74	51	7	12	56
POLR1D	8	266	122	0	2	17	268	97	0	13	212	23	115	5	0	68	788	20	210	1	81	661	75	217	3	5	126	678	408	188	19	23	4	51
POLR2E	4	119	85	0	2	8	121	63	1	11	103	1	77	2	4	36	269	1	87	3	32	238	1	124	1	13	33	247	11	92	13	41	6	32
POLR2J	5	178	78	1	0	9	167	65	0	12	126	0	69	6	1	40	381	1	102	2	32	287	12	103	5	4	48	307	26	154	40	15	5	41
POLR2J3-1	22	752	215	3	0	49	699	178	6	48	527	2	156	8	1	292	2598	1	484	14	314	1446	2	519	33	0	200	886	20	223	71	0	32	193
POMP	4	189	166	0	0	16	274	118	1	11	180	2	134	11	0	59	571	2	258	8	95	707	6	281	5	5	142	696	57	378	79	34	14	81
PPDPF	21	485	113	0	25	59	858	166	0	31	473	1	119	0	52	229	2328	7	394	1	173	1006	40	205	0	71	336	1324	43	292	9	154	23	214
PPHLN1	25	589	152	6	0	35	426	65	1	37	342	0	96	10	1	137	1300	0	170	11	129	916	5	179	21	1	179	800	22	121	67	1	42	135
PPIA	38	1167	411	1	7	73	1224	361	0	83	911	0	378	3	6	317	3104	2	678	2	425	2505	5	608	7	23	622	3103	17	730	21	147	85	356
PPIG	15	563	172	0	1	48	522	102	5	32	395	0	129	26	0	118	1298	1	229	12	188	976	1	225	22	1	300	857	18	222	107	8	18	110
PPM1A	6	73	48	2	4	5	87	27	3	2	52	10	33	8	1	18	166	16	58	3	19	174	72	67	19	24	32	140	211	54	56	54	3	15
PPP1CA	7	193	155	1	3	15	268	122	2	15	169	0	130	13	0	61	594	0	202	7	57	507	3	233	14	6	86	528	12	273	43	34	15	65
PPP1CB	5	363	235	5	4	15	312	129	4	4	274	10	161	23	1	42	754	27	263	7	73	549	79	263	16	3	78	545	176	254	162	28	11	57
PPP1R12A	6	250	111	2	2	22	271	66	2	17	229	0	84	16	0	56	753	0	158	9	75	527	3	165	22	9	88	460	28	111	126	53	9	40
PPP1R15A	46	1324	426	20	1	64	1378	311	53	64	941	4	337	119	1	134	988	1	419	22	232	1068	33	412	138	11	619	1610	128	494	1104	50	12	46
PPP1R2	16	401	121	2	2	24	266	79	4	32	238	0	92	20	1	75	1080	1	174	9	105	722	0	170	17	1	203	797	8	190	96	11	16	92
PPP2R2A	2	99	64	1	0	11	136	52	5	10	92	1	54	9	0	33	256	1	75	3	44	188	2	79	19	3	61	194	26	78	62	7	8	19
PPP2R5A	2	73	48	1	1	3	97	29	0	5	58	0	41	10	1	14	238	0	58	3	19	143	4	74	19	7	27	123	3	39	45	15	1	19
PPP2R5C	33	1628	205	10	1	57	1817	141	10	43	1329	0	168	17	1	132	3151	0	229	24	213	2655	3	283	37	4	255	2299	18	245	157	8	29	219
PPP3CA	9	96	62	1	0	18	124	43	3	19	81	0	35	11	0	72	227	0	121	7	76	147	0	62	13	2	103	206	3	73	68	3	14	19
PPP3R1	3	69	51	1	3	9	67	36	1	4	50	20	37	3	2	19	152	10	55	8	31	119	27	62	10	20	22	120	89	55	56	63	3	9
PPP4C	4	88	77	0	2	10	91	62	0	6	75	0	80	13	0	27	268	0	124	3	26	264	0	132	18	4	44	226	6	145	52	22	6	38
PPP4R2	0	95	57	2	1	4	107	49	1	4	67	2	40	14	0	19	305	0	95	9	39	197	13	82	20	2	44	236	43	97	150	18	4	26
PPP4R3B	5	128	58	1	3	8	135	20	0	11	92	0	31	2	1	36	348	0	81	0	57	208	3	67	3	2	78	229	9	56	18	11	4	29
PPP6R1	2	93	29	0	1	6	112	33	0	4	50	2	25	3	3	20	243	2	62	1	43	189	14	51	1	9	24	177	28	54	13	25	8	22
PPP6R3	6	91	51	1	0	7	109	42	0	4	76	0	25	5	0	25	246	0	54	2	31	205	0	69	3	2	35	142	5	49	34	5	4	28
PRDM2	24	276	91	2	0	58	279	53	2	52	174	0	69	12	1	101	509	0	90	10	253	408	1	122	17	0	376	433	7	81	110	3	29	40
PRDX5	7	191	123	1	4	17	181	84	3	12	107	10	104	13	9	54	572	33	162	4	68	332	41	209	6	31	97	506	60	215	146	97	8	58
PRDX6	3	188	92	0	24	6	190	72	2	6	119	32	64	4	29	34	543	87	136	1	49	331	200	137	7	79	87	512	496	149	21	251	14	57
PRELID1	4	239	425	0	2	13	230	235	3	16	189	1	280	8	0	65	779	1	614	7	74	532	4	586	23	1	120	548	8	801	217	11	19	91
PREX1	5	135	88	4	0	6	138	82	7	7	94	0	69	20	1	15	283	0	120	17	26	256	1	141	23	0	19	187	3	84	165	3	4	21
PRKACA	29	581	241	5	1	27	402	156	5	21	314	0	174	17	1	89	877	2	279	8	119	612	3	305	27	3	91	458	12	212	68	0	13	81
PRKAG2	5	243	202	2	0	13	216	145	2	14	185	0	134	12	0	62	533	0	268	1	49	279	1	179	11	2	68	232	1	132	15	10	10	50
