category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0070665	0.00209318482384085	0.999118879199516	20	167	positive regulation of leukocyte proliferation	BP	0.129615196688688	1
GO:0009127	0.00213147334371042	0.999676689419147	6	22	purine nucleoside monophosphate biosynthetic process	BP	0.131476517911651	1
GO:0048514	0.00220839695841584	0.998622326932918	59	700	blood vessel morphogenesis	BP	0.135697499260198	1
GO:1902262	0.00224653698938307	0.999926382726229	3	5	apoptotic process involved in blood vessel morphogenesis	BP	0.137512164530207	1
GO:0050862	0.00232450953734635	0.999724520475905	5	16	positive regulation of T cell receptor signaling pathway	BP	0.141741848735288	1
GO:0045892	0.00236795257326948	0.998331997816312	105	1300	negative regulation of DNA-templated transcription	BP	0.143841864298681	1
GO:1903507	0.00246726946712365	0.998259554759041	105	1302	negative regulation of nucleic acid-templated transcription	BP	0.149172952302645	1
GO:0048699	0.00247438860542068	0.998200361937534	128	1452	generation of neurons	BP	0.149172952302645	1
GO:2000027	0.00248608966897564	0.998999300617091	18	129	regulation of animal organ morphogenesis	BP	0.149314919366747	1
GO:0050671	0.00249774126827017	0.99898790898521	18	146	positive regulation of lymphocyte proliferation	BP	0.149452863302937	1
GO:0048535	0.00254561209593903	0.99968285457987	5	18	lymph node development	BP	0.151743942371153	1
GO:0048708	0.00255502757247371	0.999191917994827	12	82	astrocyte differentiation	BP	0.151743942371153	1
GO:1902679	0.00256637885150674	0.998187153467831	105	1304	negative regulation of RNA biosynthetic process	BP	0.15185358715434	1
GO:0060284	0.00260400903034296	0.998426890711869	51	516	regulation of cell development	BP	0.153511617227894	1
GO:0051056	0.00261609401925243	0.998568338009959	37	308	regulation of small GTPase mediated signal transduction	BP	0.153657051660209	1
GO:0061564	0.00272531217581211	0.998344042498446	52	490	axon development	BP	0.159430994550751	1
GO:0060429	0.0027343573176581	0.998087121791469	98	1207	epithelium development	BP	0.159430994550751	1
GO:0030208	0.00274978323949034	0.999903061896921	3	5	dermatan sulfate biosynthetic process	BP	0.159747407396719	1
GO:0032735	0.0027976103064205	0.999363810332439	8	42	positive regulation of interleukin-12 production	BP	0.161937037157152	1
GO:0045637	0.00289916998372762	0.99865648103388	23	215	regulation of myeloid cell differentiation	BP	0.167140978724267	1
GO:0050776	0.00290843716107575	0.998071657066528	73	907	regulation of immune response	BP	0.167140978724267	1
GO:0106106	0.00293505791532852	0.99876214697583	19	147	cold-induced thermogenesis	BP	0.167466018768887	1
GO:0120161	0.00293505791532852	0.99876214697583	19	147	regulation of cold-induced thermogenesis	BP	0.167466018768887	1
GO:0048662	0.00297034637837482	0.999154910603577	10	74	negative regulation of smooth muscle cell proliferation	BP	0.168876347832442	1
GO:0033089	0.00300136380742974	0.999740177808497	4	11	positive regulation of T cell differentiation in thymus	BP	0.170034709884743	1
GO:1901137	0.00303476535267337	0.998072809589806	60	670	carbohydrate derivative biosynthetic process	BP	0.170555680852411	1
GO:0061484	0.00303758964220085	0.999496381856786	6	24	hematopoietic stem cell homeostasis	BP	0.170555680852411	1
GO:0050848	0.00306976465684778	0.998958635103368	13	83	regulation of calcium-mediated signaling	BP	0.170555680852411	1
GO:0045944	0.0030808972326944	0.997824511020481	101	1232	positive regulation of transcription by RNA polymerase II	BP	0.170555680852411	1
GO:1990845	0.00308456024577822	0.998658619274553	20	160	adaptive thermogenesis	BP	0.170555680852411	1
GO:0045087	0.00310374917007659	0.9979646997884	68	917	innate immune response	BP	0.170555680852411	1
GO:0050852	0.00310392682488611	0.998720304226114	18	136	T cell receptor signaling pathway	BP	0.170555680852411	1
GO:0034284	0.00310658843501782	0.998555435747375	23	202	response to monosaccharide	BP	0.170555680852411	1
GO:0034134	0.00310664140761465	0.999599651197126	5	17	toll-like receptor 2 signaling pathway	BP	0.170555680852411	1
GO:0008614	0.00318276136915368	1	2	2	pyridoxine metabolic process	BP	0.173541964619792	1
GO:0008615	0.00318276136915368	1	2	2	pyridoxine biosynthetic process	BP	0.173541964619792	1
GO:0002440	0.0032475190825307	0.998368121551273	27	325	production of molecular mediator of immune response	BP	0.176470628784049	1
GO:0002568	0.00330373292048352	0.999875497417782	3	5	somatic diversification of T cell receptor genes	BP	0.177711909554359	1
GO:0002681	0.00330373292048352	0.999875497417782	3	5	somatic recombination of T cell receptor gene segments	BP	0.177711909554359	1
GO:0033153	0.00330373292048352	0.999875497417782	3	5	T cell receptor V(D)J recombination	BP	0.177711909554359	1
GO:0051962	0.00332864867752347	0.998234280081017	32	280	positive regulation of nervous system development	BP	0.178451312993675	1
GO:0003139	0.00338343403947358	0.999696965375621	4	11	secondary heart field specification	BP	0.180781746537224	1
GO:1903978	0.00341245936740139	0.999534513346606	5	20	regulation of microglial cell activation	BP	0.181724836178682	1
GO:0001817	0.00343583668366497	0.997767732580955	64	826	regulation of cytokine production	BP	0.182361883249939	1
GO:0042327	0.00345525378714915	0.997701567197141	72	828	positive regulation of phosphorylation	BP	0.18276387192663	1
GO:0030335	0.00346629026000056	0.9978706010947	51	567	positive regulation of cell migration	BP	0.18276387192663	1
GO:0090192	0.00349112460453067	0.99984125727652	3	6	regulation of glomerulus development	BP	0.183467785138098	1
GO:0001816	0.00351785674747904	0.997704289733551	65	839	cytokine production	BP	0.184078200489027	1
GO:0050804	0.00352578426074376	0.997885465612239	47	444	modulation of chemical synaptic transmission	BP	0.184078200489027	1
GO:0031099	0.00355806294009072	0.998358930045214	22	191	regeneration	BP	0.185158350263483	1
GO:0099177	0.00360350053377623	0.99783615366408	47	445	regulation of trans-synaptic signaling	BP	0.186698645773957	1
GO:0045055	0.00361103414773113	0.998163780748228	28	242	regulated exocytosis	BP	0.186698645773957	1
GO:0038171	0.00366517951028847	0.999676595060598	4	10	cannabinoid signaling pathway	BP	0.188886799536673	1
GO:0042692	0.00368613315786623	0.997877824167462	40	409	muscle cell differentiation	BP	0.189355830643315	1
GO:0007224	0.00373325590854377	0.998391324546622	19	144	smoothened signaling pathway	BP	0.191161847419536	1
GO:0050764	0.00374555433778169	0.998627516899528	14	103	regulation of phagocytosis	BP	0.191178837381471	1
GO:0051253	0.00377910208502693	0.997265643248047	112	1415	negative regulation of RNA metabolic process	BP	0.191901363425638	1
GO:0038124	0.00379574554597532	1	2	2	toll-like receptor TLR6:TLR2 signaling pathway	BP	0.191901363425638	1
GO:0042496	0.00379574554597532	1	2	2	detection of diacyl bacterial lipopeptide	BP	0.191901363425638	1
GO:0002764	0.003923056768276	0.997680321400153	43	488	immune response-regulating signaling pathway	BP	0.197712160662389	1
GO:0010001	0.00396468934241991	0.998052020244744	25	227	glial cell differentiation	BP	0.199182002938681	1
GO:0008217	0.0040265809285071	0.998121921044596	22	194	regulation of blood pressure	BP	0.201434488005271	1
GO:0030177	0.0040347418729148	0.998248619303289	19	144	positive regulation of Wnt signaling pathway	BP	0.201434488005271	1
GO:0060559	0.00406345664263958	0.999948300114658	2	3	positive regulation of calcidiol 1-monooxygenase activity	BP	0.201668848483322	1
GO:0046643	0.0040646825996263	0.999616369746243	4	11	regulation of gamma-delta T cell activation	BP	0.201668848483322	1
GO:0032633	0.00409129446564027	0.999127240784715	7	35	interleukin-4 production	BP	0.201736174021818	1
GO:0032673	0.00409129446564027	0.999127240784715	7	35	regulation of interleukin-4 production	BP	0.201736174021818	1
GO:0002863	0.00419637706593012	0.999578617935029	4	13	positive regulation of inflammatory response to antigenic stimulus	BP	0.205966033614377	1
GO:0140352	0.00421076071746002	0.997143672450027	76	888	export from cell	BP	0.205966033614377	1
GO:0010604	0.00421575444365932	0.996621978916607	256	3562	positive regulation of macromolecule metabolic process	BP	0.205966033614377	1
GO:0009750	0.00422899327123345	0.999772925142411	3	7	response to fructose	BP	0.205982916162273	1
GO:0006700	0.0043005236072776	0.999380162929548	5	20	C21-steroid hormone biosynthetic process	BP	0.208830289209322	1
GO:0065009	0.00433071716858453	0.996560081587563	231	3112	regulation of molecular function	BP	0.209659204500929	1
GO:0060897	0.00436664476512671	0.999784592228761	3	6	neural plate regionalization	BP	0.210261691834742	1
GO:0060405	0.00436948433206899	0.99976257736744	3	7	regulation of penile erection	BP	0.210261691834742	1
GO:0007517	0.00439220398902518	0.997546767332137	35	347	muscle organ development	BP	0.210313070447136	1
GO:0002429	0.00441004497995685	0.997709621652637	28	297	immune response-activating cell surface receptor signaling pathway	BP	0.210313070447136	1
GO:0002757	0.00441004497995685	0.997709621652637	28	297	immune response-activating signal transduction	BP	0.210313070447136	1
GO:2000182	0.00447887221546109	0.999940056817227	2	3	regulation of progesterone biosynthetic process	BP	0.21295970986371	1
GO:0048568	0.00449992468839076	0.997338521681552	42	451	embryonic organ development	BP	0.213325806592673	1
GO:0070302	0.00455518023946907	0.99781469911985	23	198	regulation of stress-activated protein kinase signaling cascade	BP	0.214893866703861	1
GO:0006189	0.00455990365627247	0.999771467908216	3	6	'de novo' IMP biosynthetic process	BP	0.214893866703861	1
GO:0007167	0.00459645031614944	0.996797413571502	86	1009	enzyme-linked receptor protein signaling pathway	BP	0.215207540964582	1
GO:0050803	0.00460094029479314	0.997654756933651	27	218	regulation of synapse structure or activity	BP	0.215207540964582	1
GO:1990822	0.00460697164558631	0.999339116609802	5	18	basic amino acid transmembrane transport	BP	0.215207540964582	1
GO:0043001	0.00462616915469388	0.998858589370768	8	41	Golgi to plasma membrane protein transport	BP	0.21547428109443	1
GO:0006793	0.00465081922747449	0.996328211280753	213	2824	phosphorus metabolic process	BP	0.21599269761085	1
GO:0009110	0.00467038548728189	0.999313408390329	5	20	vitamin biosynthetic process	BP	0.216130601500779	1
GO:0006954	0.00468084552574295	0.996904479770378	65	846	inflammatory response	BP	0.216130601500779	1
GO:0001782	0.0047228362137697	0.998972859089544	7	33	B cell homeostasis	BP	0.217441012539437	1
GO:0032755	0.00479351486268798	0.998265428011108	13	99	positive regulation of interleukin-6 production	BP	0.2196970311452	1
GO:0042982	0.00479934050260859	0.998341194775377	12	96	amyloid precursor protein metabolic process	BP	0.2196970311452	1
GO:0035556	0.00485499098402433	0.996177772418693	205	2673	intracellular signal transduction	BP	0.221609531316493	1
GO:0030205	0.00493777342900242	0.999745203435712	3	6	dermatan sulfate metabolic process	BP	0.224746063537728	1
GO:0044210	0.00498496150953676	1	2	2	'de novo' CTP biosynthetic process	BP	0.226249275785112	1
GO:0048167	0.00504301370960061	0.997519657247938	24	203	regulation of synaptic plasticity	BP	0.227980262462077	1
GO:0043568	0.00506602770839355	0.999463083749524	4	13	positive regulation of insulin-like growth factor receptor signaling pathway	BP	0.227980262462077	1
GO:0032922	0.00509637750899007	0.998343582811685	11	71	circadian regulation of gene expression	BP	0.227980262462077	1
GO:0015822	0.00509774320413566	0.999706990283308	3	7	ornithine transport	BP	0.227980262462077	1
GO:2000522	0.00511188802339707	1	2	2	positive regulation of immunological synapse formation	BP	0.227980262462077	1
GO:0072359	0.00514461373630676	0.996327397650414	96	1212	circulatory system development	BP	0.227980262462077	1
GO:0090269	0.00515142211714923	0.999669020038852	3	9	fibroblast growth factor production	BP	0.227980262462077	1
GO:0090270	0.00515142211714923	0.999669020038852	3	9	regulation of fibroblast growth factor production	BP	0.227980262462077	1
GO:0043535	0.00515153196975524	0.99800845020269	14	150	regulation of blood vessel endothelial cell migration	BP	0.227980262462077	1
GO:0045088	0.0052664742163203	0.997348231970734	25	239	regulation of innate immune response	BP	0.231815081336335	1
GO:0009893	0.00526720546601712	0.995730708294021	276	3888	positive regulation of metabolic process	BP	0.231815081336335	1
GO:0006952	0.00529383181283665	0.996065514034394	123	1808	defense response	BP	0.23234686000516	1
GO:2001233	0.00534088259227425	0.996972403286896	35	374	regulation of apoptotic signaling pathway	BP	0.233769699436091	1
GO:0051707	0.0053861430231232	0.996081387528704	106	1537	response to other organism	BP	0.235106614583105	1
GO:2000809	0.00544292959169243	1	2	2	positive regulation of synaptic vesicle clustering	BP	0.236937992253074	1
GO:0070997	0.00548878930545836	0.996859459967762	36	369	neuron death	BP	0.238027396145594	1
GO:0090263	0.00549775345378845	0.997816424443711	15	108	positive regulation of canonical Wnt signaling pathway	BP	0.238027396145594	1
GO:0043207	0.00573558262089954	0.995817528244678	106	1540	response to external biotic stimulus	BP	0.247202774993655	1
GO:0070242	0.00574062528309001	0.999121668818413	5	19	thymocyte apoptotic process	BP	0.247202774993655	1
GO:0009607	0.00579359617160842	0.995755998713801	109	1579	response to biotic stimulus	BP	0.248813151714022	1
GO:0015802	0.00582424762112444	0.999105737527548	5	19	basic amino acid transport	BP	0.249056225553979	1
GO:0051145	0.00583043492471134	0.998172728431872	10	74	smooth muscle cell differentiation	BP	0.249056225553979	1
GO:0006796	0.00588445410502245	0.99533181965508	210	2798	phosphate-containing compound metabolic process	BP	0.25069343675157	1
GO:0031622	0.00592077880287366	0.999640493226678	3	7	positive regulation of fever generation	BP	0.25157011211359	1
GO:0032722	0.00601705017301948	0.998112340892337	10	70	positive regulation of chemokine production	BP	0.254982476297505	1
GO:1903215	0.00605065508615085	0.999663505871363	3	6	negative regulation of protein targeting to mitochondrion	BP	0.255728216022079	1
GO:0097191	0.00613680794330964	0.996921643636814	24	223	extrinsic apoptotic signaling pathway	BP	0.258627462281508	1
GO:0046434	0.00615162967369637	0.997147066161389	20	163	organophosphate catabolic process	BP	0.258627462281508	1
GO:0051402	0.00618288632332634	0.996757534103987	27	256	neuron apoptotic process	BP	0.259259296329296	1
GO:0045776	0.0062326498394114	0.99835049520159	8	50	negative regulation of blood pressure	BP	0.260661816320514	1
GO:0010631	0.00626858428606074	0.99646884320822	33	366	epithelial cell migration	BP	0.261480163326648	1
GO:0060018	0.00631044540510627	0.999898980013516	2	3	astrocyte fate commitment	BP	0.262540822374942	1
GO:0010955	0.00636005307608321	0.99873341899426	6	29	negative regulation of protein processing	BP	0.262994678202402	1
GO:1903318	0.00636005307608321	0.99873341899426	6	29	negative regulation of protein maturation	BP	0.262994678202402	1
GO:2000807	0.00637439950468766	0.999638596792615	3	6	regulation of synaptic vesicle clustering	BP	0.262994678202402	1
GO:0003333	0.0063872017490318	0.997508463742577	14	104	amino acid transmembrane transport	BP	0.262994678202402	1
GO:0032940	0.00656436786964303	0.995531083762125	70	815	secretion by cell	BP	0.269174244155051	1
GO:0010718	0.00657097866928328	0.998078944791811	9	56	positive regulation of epithelial to mesenchymal transition	BP	0.269174244155051	1
GO:0010632	0.0065909163382006	0.996513345141664	27	292	regulation of epithelial cell migration	BP	0.26930045887236	1
GO:0072132	0.0067484735880436	0.998021575332688	9	55	mesenchyme morphogenesis	BP	0.275034729700471	1
GO:0006357	0.0069080059713226	0.994557849073337	187	2565	regulation of transcription by RNA polymerase II	BP	0.2807257212504	1
