gene	SARS_CoV2_pos_Mild_T_cell	SARS_CoV2_pos_Severe_#2_T_cell	SARS_CoV2_pos_Severe_#2_neutrophil	SARS_CoV2_pos_Severe_#1_T_cell	SARS_CoV2_pos_Severe_#2_erythroid_lineage_cell	Control_#2_T_cell	Control_#1_T_cell	Control_#3_T_cell	SARS_CoV2_pos_Severe_#2_platelet	SARS_CoV2_pos_Severe_#2_B_cell	SARS_CoV2_pos_Severe_#1_neutrophil	SARS_CoV2_pos_Severe_#2_monocyte	SARS_CoV2_pos_Severe_#1_monocyte	SARS_CoV2_pos_Severe_#1_B_cell	SARS_CoV2_pos_Severe_#1_erythroid_lineage_cell	SARS_CoV2_pos_Mild_monocyte	Control_#3_neutrophil	SARS_CoV2_pos_Mild_B_cell	SARS_CoV2_pos_Severe_#3_T_cell	Control_#1_monocyte	SARS_CoV2_pos_Severe_#1_platelet	Control_#3_monocyte	Control_#2_monocyte	SARS_CoV2_pos_Mild_neutrophil	SARS_CoV2_pos_Mild_erythroid_lineage_cell	Control_#3_erythroid_lineage_cell	Control_#3_B_cell	Control_#2_neutrophil	Control_#3_platelet	Control_#2_B_cell	Control_#1_platelet	Control_#1_neutrophil	SARS_CoV2_pos_Severe_#3_B_cell	Control_#1_B_cell
ANP32B	1677	1333	24	1035	502	548	575	404	40	226	0	275	275	144	74	267	1	108	152	178	30	186	191	4	35	40	27	1	10	34	7	0	26	18
TLN1	1163	706	244	779	62	403	385	292	1485	144	39	443	567	128	9	449	30	118	118	323	526	251	245	13	1	2	22	5	161	28	107	4	27	11
RPS6	26768	19310	86	14425	307	9361	10218	7004	17	4044	11	2122	1961	2835	40	2812	10	2313	2665	1617	3	1814	1607	3	16	6	642	6	1	508	1	0	462	304
CNPY3	232	183	55	163	2	88	95	74	18	80	16	247	238	55	1	261	11	51	26	172	4	116	128	5	0	1	16	2	5	9	1	0	10	6
PIM1	374	387	51	260	502	74	96	87	17	18	15	201	193	14	117	87	5	3	89	75	0	65	67	2	12	14	6	0	0	3	0	1	0	2
MTCH1	389	281	37	329	27	197	182	134	15	77	13	164	147	75	3	200	6	48	40	156	4	106	128	5	5	1	11	2	1	16	1	1	3	9
SDCBP	418	475	748	372	182	176	208	124	46	56	120	492	534	24	24	420	97	35	31	409	7	293	274	46	8	7	8	10	3	5	2	10	2	5
SORL1	1310	493	487	654	8	574	589	375	1	44	80	83	244	83	1	211	105	65	86	222	0	115	145	41	0	1	13	21	1	15	0	14	13	2
SLTM	743	560	41	521	23	298	276	228	35	151	6	184	194	84	2	183	5	72	65	124	8	96	82	3	1	0	19	0	0	9	3	0	15	10
RTF1	549	462	72	436	5	214	208	150	3	78	24	86	125	71	0	116	5	66	66	79	0	55	53	5	0	0	18	2	1	18	1	1	11	14
RPLP1	41893	34216	179	25951	808	12839	15445	11214	198	8144	42	4516	5607	5437	185	6359	22	4504	3650	4325	62	4202	3092	15	37	12	1009	4	16	772	12	2	729	498
ADAM10	347	198	72	201	10	157	178	150	24	29	22	198	216	47	3	194	16	35	30	126	4	113	106	4	1	1	10	2	6	9	1	1	6	6
SLC28A2	1055	530	74	825	16	466	679	371	1	115	53	118	246	154	1	195	20	116	65	176	0	124	126	11	0	0	30	7	1	47	0	5	27	26
HADHB	235	113	20	136	37	57	57	57	12	17	3	82	109	18	7	93	4	23	23	71	2	57	43	4	0	1	4	1	0	5	0	0	5	4
PNPT1	5089	1873	264	2763	39	1594	1617	1117	2	407	146	484	1090	532	10	1018	77	520	562	638	0	451	487	49	1	1	72	11	1	116	0	18	136	65
RAB1A	209	199	78	162	11	89	124	77	30	54	17	200	183	33	2	163	12	16	13	146	3	102	90	2	0	0	6	4	1	7	0	2	4	2
ACTR2	991	701	338	660	4	402	356	255	40	196	63	567	581	152	3	628	51	115	88	417	7	298	360	19	0	0	29	7	3	33	2	3	19	20
FBXO11	225	177	48	144	9	105	119	92	11	53	4	97	108	33	2	112	6	31	23	67	4	53	50	7	0	0	5	0	0	7	0	2	6	2
ANXA7	398	299	43	280	75	110	124	104	38	52	4	82	119	47	27	99	10	41	47	83	12	63	58	2	4	7	3	1	7	10	3	1	10	0
RPS24	20176	15709	96	11544	341	6094	6278	5599	30	3546	17	3150	3451	2130	109	4639	18	1772	2224	2467	9	2649	2183	7	13	4	484	4	2	390	2	0	487	179
PPIG	1298	857	107	976	18	522	563	395	8	300	22	222	225	188	1	229	26	118	110	172	1	129	102	12	1	0	32	5	0	48	1	0	18	15
CIR1	529	586	197	581	57	343	335	226	12	136	60	132	180	115	13	148	41	71	39	97	0	70	80	22	2	3	19	11	0	20	0	7	13	13
SENP7	311	162	13	159	12	97	113	61	6	35	7	21	37	37	0	48	1	35	25	34	2	15	21	1	1	0	7	1	0	10	3	1	8	6
COX17	401	277	35	310	31	151	151	100	36	119	4	142	124	74	18	119	2	54	33	75	9	63	53	2	1	0	10	0	0	13	2	0	7	14
USP8	1288	644	146	850	16	547	646	410	7	185	43	292	380	203	3	378	42	143	83	319	4	217	259	20	0	0	43	4	0	48	0	12	28	28
TMOD3	1130	578	94	693	10	431	407	297	101	141	21	219	261	104	3	229	17	90	109	163	28	120	138	14	0	0	36	1	7	39	5	5	18	17
SPPL2A	694	345	98	497	7	295	298	212	5	131	17	151	226	109	1	170	9	55	76	120	1	94	81	4	0	0	16	1	0	19	0	1	6	13
HNRNPD	941	750	35	808	9	398	339	253	6	152	10	200	238	125	5	262	11	76	82	186	1	138	143	1	1	0	21	1	0	26	0	1	19	16
BLTP1	985	461	83	615	5	346	309	236	7	92	29	111	168	94	4	146	14	97	77	103	1	83	81	16	0	0	14	5	0	23	0	2	10	12
G3BP2	904	892	61	810	19	455	499	281	67	221	15	138	159	108	5	176	12	76	101	93	17	65	68	5	1	1	23	1	6	24	4	3	24	19
PPP3CA	227	206	68	147	3	124	96	81	3	103	13	73	62	76	0	121	11	72	19	62	2	35	43	7	0	0	19	3	0	18	0	1	14	9
ETV6	154	102	31	90	1	47	83	35	17	23	5	80	115	27	0	135	7	17	18	79	4	73	63	2	0	0	7	1	1	6	1	2	4	4
SCAF11	1438	907	159	1009	30	606	619	401	12	264	34	288	434	230	4	396	29	165	122	251	7	190	257	25	3	0	60	2	0	42	0	5	32	27
POC1B	688	362	51	471	78	389	377	265	7	59	15	74	161	73	30	113	8	64	56	101	4	84	69	3	0	2	21	5	1	21	0	0	12	10
GLTP	357	184	92	250	2	131	143	100	1	49	20	197	168	61	0	147	5	24	46	142	2	95	111	4	0	0	6	4	0	9	0	3	5	5
GIT2	249	127	49	177	2	75	67	61	0	26	13	44	75	24	0	96	6	33	26	48	0	38	22	4	0	0	7	4	1	4	3	1	3	6
TMBIM6	1325	942	216	912	109	460	390	365	113	168	34	548	649	132	33	534	42	117	144	324	36	256	244	17	3	4	30	13	7	32	5	2	19	5
SBNO1	455	157	91	240	18	153	122	115	9	51	14	62	103	60	0	69	2	40	52	53	2	35	34	3	0	0	11	1	0	15	0	2	9	5
VPS37B	166	145	34	192	4	112	142	80	11	36	11	34	68	44	0	64	11	24	17	48	3	38	40	10	0	0	1	1	0	6	1	1	5	4
RHOF	607	274	13	365	7	194	163	120	43	47	9	50	45	34	1	56	0	32	49	30	11	31	28	2	0	0	9	0	5	6	6	1	9	5
SERF2	4515	4187	417	3110	1342	1636	1565	1189	1139	709	32	2148	1600	523	535	1660	40	362	490	923	316	880	784	17	83	44	73	6	94	88	66	2	88	46
BNIP2	300	322	141	264	8	149	168	127	62	84	19	283	296	58	1	228	15	42	31	208	24	159	157	6	0	0	5	1	1	15	6	4	10	2
SRP14	2818	2407	146	1932	125	1070	1024	813	210	462	12	689	593	283	21	589	25	233	306	342	42	328	329	8	1	0	65	3	8	76	9	2	53	34
ANP32A	510	398	563	389	5	180	174	150	10	62	208	156	170	61	1	220	93	71	48	135	4	85	103	61	1	1	18	23	3	14	0	13	15	6
TPM1	1116	524	81	762	76	498	601	380	392	106	23	163	323	165	7	221	23	122	112	187	184	160	176	7	1	4	25	6	35	41	35	7	31	15
SEC11A	709	547	43	524	6	273	284	246	9	90	11	354	340	87	2	379	3	72	72	283	0	267	205	6	0	0	17	2	0	23	0	1	12	10
MAP1LC3B	536	643	302	458	960	247	248	206	92	199	60	502	405	107	230	285	34	48	55	212	19	173	135	23	42	32	18	2	13	24	2	2	18	7
RPS2	30349	22350	44	17119	289	10043	11406	8643	23	4938	14	2615	2574	3411	60	4187	8	3078	3179	2695	5	2596	2048	2	11	6	742	3	1	565	1	0	680	412
TCF25	1116	846	99	997	22	511	638	361	19	271	41	318	380	178	2	297	12	108	100	264	2	211	178	8	0	0	39	5	0	37	0	1	28	17
NCOR1	617	332	60	499	23	223	172	145	48	129	14	159	179	77	5	156	12	69	49	115	17	67	81	5	1	1	18	1	4	19	3	0	16	11
NPEPPS	916	396	103	538	7	320	337	219	6	119	44	139	228	133	2	258	22	89	95	169	3	107	129	9	0	0	16	5	1	17	1	2	15	18
SSH2	370	226	123	234	8	134	145	90	10	68	23	129	171	58	1	171	20	42	24	63	5	59	64	11	0	0	11	2	1	18	3	3	8	15
CLTC	209	175	77	192	48	71	78	60	14	36	17	130	168	23	10	156	7	20	22	101	4	60	78	10	0	0	7	2	3	2	1	1	0	1
GALNT1	257	172	32	159	7	95	107	70	16	49	3	107	93	39	2	136	3	23	19	57	4	51	54	1	0	0	7	2	1	12	0	0	8	1
ARHGDIA	672	597	97	549	6	309	272	237	19	172	24	305	271	83	1	215	6	37	77	214	8	173	132	5	0	0	22	8	1	23	1	6	18	15
CSNK1D	299	271	117	293	6	193	168	99	6	85	40	124	97	78	3	116	25	31	18	88	1	77	77	6	0	0	12	4	0	16	0	9	7	10
TBCD	1480	690	167	1174	18	775	832	534	0	197	89	229	435	234	7	322	47	115	103	295	1	204	211	16	1	0	40	5	1	50	0	20	30	27
NARF	288	181	85	191	136	106	103	82	1	38	12	28	34	34	42	51	10	20	27	35	0	22	22	1	3	5	3	2	1	2	0	1	7	3
SMAD4	324	176	31	193	7	113	131	105	1	57	11	79	85	42	2	63	3	38	19	54	2	43	60	3	0	0	6	0	1	13	0	1	5	7
PMAIP1	423	1139	81	603	46	646	413	326	6	411	18	166	66	190	0	87	13	38	19	111	0	79	63	16	0	0	23	1	0	22	0	4	11	18
TXNL4A	429	427	10	378	10	206	163	171	28	85	2	131	109	45	6	107	4	29	61	63	6	75	58	2	2	0	10	0	3	8	2	0	11	5
BRD4	480	297	128	308	73	187	165	120	20	73	24	125	133	70	32	150	16	63	34	94	1	55	96	10	6	4	13	4	0	18	2	3	12	8
TPGS1	3160	1302	269	1953	24	1192	1253	927	10	272	112	368	701	382	4	603	50	280	323	366	0	285	315	29	4	0	59	17	1	69	0	14	71	41
FEM1A	2636	1142	220	1659	35	1030	1227	814	3	271	75	291	633	365	15	553	48	296	245	431	1	256	286	25	0	1	78	7	1	74	0	11	52	50
SOD1	1308	1249	10	919	1173	465	474	365	95	136	2	287	121	64	120	95	0	85	164	82	14	91	76	0	15	18	19	1	3	20	4	0	25	15
EMP3	1954	1517	161	1152	20	746	588	511	237	1142	27	1931	1205	295	2	1121	10	173	268	715	39	688	567	29	2	1	49	7	8	88	14	4	59	20
RNPEPL1	346	215	17	252	15	138	137	124	44	42	4	101	137	38	2	124	2	25	36	89	11	62	56	0	0	1	10	1	3	8	4	1	6	2
RPS11	11792	8763	230	7162	419	4814	4891	3170	91	3361	25	2046	1937	2549	112	2644	25	1843	843	1810	19	1676	1691	15	20	14	580	8	4	525	5	3	282	294
RPL13A	25709	19150	29	15380	195	10000	10444	7974	45	5704	7	1940	2220	3974	30	2991	6	2987	2220	1988	6	1924	1747	1	6	5	844	0	2	731	3	0	561	441
SH3BGRL3	4023	3784	628	3158	301	1672	1529	1380	2367	523	87	3420	2740	217	94	2281	71	261	466	1440	623	1179	1228	31	34	17	54	21	224	70	162	10	63	36
RPL11	29825	19237	58	14163	327	9060	10685	7140	50	4789	8	2795	2681	3032	62	3964	11	2809	2717	2231	8	2335	2032	9	16	4	743	7	5	606	4	1	576	350
RPS8	27527	20141	35	13126	309	7605	9155	6787	17	4940	2	2361	2065	2705	32	3545	5	3053	2803	1917	1	2280	1634	2	3	5	816	3	1	497	1	0	668	356
MPC2	334	349	26	259	87	119	152	124	35	88	4	72	52	41	17	62	1	19	38	45	11	44	27	3	2	8	10	0	2	11	0	0	6	2
ISG20L2	1426	613	105	853	6	582	614	406	3	140	46	167	323	161	6	261	36	141	114	202	2	157	155	17	1	0	43	3	0	48	0	3	22	23
HDGF	244	185	11	188	172	106	84	75	54	21	4	86	114	20	64	75	2	12	26	88	25	63	52	0	14	8	0	0	2	3	1	2	6	2
XPR1	576	246	38	375	8	246	241	214	2	77	27	63	143	72	2	117	12	73	41	89	4	70	85	5	1	0	12	1	0	22	0	3	14	9
MCL1	807	701	722	640	13	502	418	355	8	120	179	471	837	66	4	877	144	24	74	734	1	458	535	98	1	1	15	40	1	12	0	25	7	8
ENSA	502	495	30	451	21	221	250	151	28	138	12	128	112	78	7	101	3	66	44	83	13	74	71	3	1	0	16	4	1	18	2	0	17	8
JTB	713	657	45	522	93	316	310	239	35	109	5	251	227	76	23	187	14	62	74	137	11	105	108	2	2	2	20	3	5	21	2	2	13	10
TPM3	1909	1646	509	1443	47	881	831	584	400	465	120	1482	1103	273	7	1029	77	199	213	707	97	534	528	32	0	1	56	8	30	52	25	16	54	27
LYST	239	189	224	212	8	160	112	78	20	84	38	342	327	104	0	298	35	56	14	223	4	242	178	18	0	0	7	7	2	8	0	2	3	11
ACP1	398	412	12	345	331	152	118	105	46	70	0	76	55	46	78	57	0	52	58	45	18	48	31	1	25	28	4	0	1	15	4	0	13	6
ARF1	759	710	115	659	174	348	325	294	246	156	30	358	361	113	58	297	21	60	103	260	74	169	174	5	13	11	18	5	26	22	16	2	20	7
GUK1	945	970	55	855	1611	477	391	360	52	128	17	305	233	55	705	231	7	38	132	153	13	141	116	8	222	111	12	4	1	15	2	1	15	3
LBR	419	289	128	276	34	146	132	81	17	92	35	107	130	49	1	141	20	41	41	54	2	42	49	8	0	0	16	2	0	14	0	4	6	5
CALM2	1756	1278	126	1243	120	848	576	514	99	311	14	868	644	157	20	1110	29	185	155	569	33	580	496	24	6	0	46	4	9	66	15	5	54	17
RPS27A	33054	24154	150	17876	414	11367	12505	10101	95	5403	29	2655	2539	3377	64	3059	23	2973	3103	1917	19	2087	1606	12	13	1	839	6	6	645	8	3	633	367
UBXN4	730	525	60	556	17	265	261	198	22	129	16	146	144	102	2	171	14	67	63	103	1	65	77	4	0	0	19	1	2	18	3	1	9	10
RAB5A	205	205	72	214	48	105	107	85	11	46	22	101	88	48	16	74	8	16	22	62	1	30	36	9	2	0	4	4	0	5	2	1	3	4
CTDSP1	335	140	10	170	0	116	89	86	15	29	4	97	137	15	2	133	0	35	20	99	13	60	64	3	0	0	8	0	3	9	1	0	6	2
GASK1A	10618	5870	423	5998	276	4135	4374	3160	11	1800	117	1175	1150	1385	35	1263	72	1086	628	710	6	673	836	39	1	3	304	4	3	348	0	14	135	172
GOLGA4	715	611	39	575	43	442	439	352	4	132	14	146	122	165	16	148	4	83	47	116	2	65	82	4	1	0	13	1	0	14	0	1	10	10
RPL32	35302	23869	82	17309	486	11693	12041	8987	35	5415	20	2525	2602	3476	110	3809	12	3206	3173	2048	4	2131	1915	4	32	9	829	2	3	684	0	2	617	391
ARL6IP5	1207	902	178	682	20	376	396	361	205	65	13	399	355	71	2	349	17	96	177	215	71	223	155	5	0	0	17	1	17	10	21	1	20	10
TMF1	481	435	80	551	10	262	262	195	8	85	21	85	100	96	6	121	8	55	64	62	2	62	60	8	0	1	20	0	0	5	0	4	6	11
NFKBIZ	589	502	1544	451	24	518	459	327	4	31	232	511	461	48	3	290	234	29	99	251	0	347	237	31	1	2	7	61	4	3	0	51	5	8
LPP	844	425	39	555	5	368	337	254	8	97	15	161	244	151	3	196	14	141	90	152	3	147	133	10	0	1	32	3	2	32	3	3	17	18
TBCK	2191	634	60	1211	5	627	677	440	5	180	44	160	434	226	4	412	20	239	200	241	0	193	189	13	0	0	47	4	0	36	0	11	66	18
ANK2	2230	1022	217	1579	28	855	1052	764	6	243	105	283	605	307	2	481	34	254	207	342	0	258	259	29	0	1	62	7	0	55	0	14	42	36
RPS3A	25654	22895	82	16607	287	10914	11462	8649	31	4941	10	2623	2443	3153	37	2846	7	2249	2913	2162	7	2272	1999	1	2	5	792	2	6	563	1	1	619	354
MARCHF6	391	211	43	267	59	148	164	137	30	89	9	68	79	55	16	95	8	53	21	65	10	37	47	2	4	3	13	2	0	11	2	4	8	12
RPL37	34026	20755	313	18593	302	12665	13480	9319	39	5088	57	2615	3035	4104	58	4598	33	3217	3077	2686	3	2660	2302	16	11	2	955	6	3	802	2	1	688	476
BTF3	4391	3767	52	3059	962	1428	1585	1147	48	755	3	749	612	497	219	825	3	383	456	511	7	482	435	3	68	52	82	3	3	92	0	0	66	51
ATG12	371	277	58	305	9	159	166	131	6	89	8	83	106	70	1	95	2	36	41	72	0	50	38	3	0	1	6	0	1	13	0	1	9	11
RNF145	310	309	67	394	6	151	179	105	7	57	18	108	103	60	1	76	6	33	24	53	2	33	57	4	0	0	5	2	0	10	0	1	4	11
KCNMB1	845	387	85	584	6	399	435	289	7	138	34	137	242	133	2	225	24	118	68	226	0	119	142	4	2	0	40	2	0	29	0	4	22	24
ZMAT2	341	284	89	186	309	115	128	91	35	69	16	101	102	44	100	81	9	27	43	53	6	48	46	6	9	12	5	2	2	11	0	1	5	4
PHIP	655	365	57	420	21	278	259	193	4	122	10	148	195	117	2	195	16	91	44	168	4	97	107	15	0	0	18	3	0	20	0	2	10	9
FAXC	876	392	66	607	6	366	400	266	1	74	31	120	284	100	0	240	32	91	96	169	0	114	121	20	0	0	20	3	1	30	0	10	32	10
PNRC1	2458	2216	1624	1688	368	1199	1616	994	27	474	227	448	477	315	97	423	233	275	225	410	4	329	363	61	10	11	85	40	1	76	2	18	44	38
WTAP	412	418	85	492	13	192	189	128	17	135	12	111	161	84	6	113	10	37	44	80	3	66	81	7	0	0	16	5	0	8	1	0	8	11
TLK2	383	238	19	270	11	197	195	117	8	74	11	70	92	67	4	80	1	50	17	62	2	42	68	2	0	0	12	1	1	12	0	1	14	9
SH3KBP1	749	448	131	516	2	268	252	183	8	81	13	208	233	49	0	210	25	47	77	155	2	137	130	11	0	0	10	1	1	9	0	1	10	5
KDM6A	405	324	37	213	39	213	241	143	5	99	12	80	61	49	4	98	11	42	25	79	1	46	68	4	1	0	12	4	1	12	0	4	10	6
MSN	978	656	235	546	18	392	365	294	144	102	30	629	549	73	1	490	33	74	91	376	33	297	292	6	0	0	19	10	10	19	27	5	9	10
NDUFB11	949	894	24	720	24	297	322	254	18	142	4	228	249	97	12	222	2	77	138	133	2	119	136	1	1	1	18	2	0	19	0	0	20	12
NONO	547	487	24	531	7	262	247	175	15	124	4	138	151	95	0	159	6	65	46	122	0	89	85	2	0	0	15	2	0	17	1	0	11	8
IL2RG	1220	901	142	743	9	573	535	363	4	131	17	45	40	92	0	66	23	89	141	44	0	20	16	11	1	0	22	2	0	18	1	2	20	13
RPL10	45839	31144	73	27637	293	16329	16425	12835	132	6808	14	3517	4096	5281	48	5527	9	4068	4593	3145	29	3678	3024	1	11	7	1070	0	7	853	5	1	830	506
SLC25A37	290	182	1590	136	6871	79	83	68	65	32	181	224	360	42	1653	243	277	35	24	202	20	121	117	125	395	310	7	50	2	10	0	39	10	7
TACC1	395	256	76	311	3	159	175	124	67	94	23	159	175	76	0	165	11	33	19	129	16	100	149	9	0	0	21	2	0	13	0	6	8	5
NSD3	916	711	45	638	37	335	369	306	7	145	10	100	122	170	14	128	12	102	82	94	0	57	86	8	2	1	24	1	1	50	1	1	15	16
RPL7	11355	9708	32	6429	180	4003	4470	3128	15	2135	6	1612	1685	1208	50	1815	6	961	919	1293	1	1217	1214	1	6	5	286	1	0	244	0	0	198	142
MTDH	1153	934	29	774	20	457	395	413	18	243	6	405	414	157	1	416	4	119	141	244	0	198	203	0	0	0	40	2	3	33	2	2	19	8
NDUFB9	799	656	30	612	18	259	296	214	52	105	7	186	214	69	2	165	5	69	87	123	3	101	98	0	0	0	14	0	2	9	2	1	16	8
AK3	1938	909	185	1289	27	871	860	595	8	287	60	299	496	249	6	433	34	172	222	347	4	233	284	18	3	1	58	3	1	59	0	8	43	31
ADD3	1234	612	59	509	14	360	349	294	84	146	8	96	109	77	0	102	5	84	99	86	26	54	65	1	0	0	29	3	6	28	5	4	12	10
EIF4EBP2	221	148	34	141	21	109	97	72	9	20	8	99	97	15	6	111	8	20	27	78	3	49	59	3	0	0	6	3	0	3	1	0	4	1
GSTO1	340	196	31	250	39	101	90	72	700	21	2	408	321	24	15	378	3	19	38	233	146	185	211	3	0	0	4	1	21	3	54	1	7	3
RGS10	1248	600	16	493	99	281	283	239	835	29	4	174	186	11	34	239	1	12	104	96	233	89	115	0	14	14	4	1	77	6	81	0	6	3
HSD17B12	912	402	85	602	7	328	412	264	14	85	34	117	240	93	5	201	24	103	95	149	4	93	84	9	0	0	25	2	0	23	1	3	26	14
DGKZ	598	274	45	312	6	203	220	154	8	19	11	47	89	18	0	110	6	17	43	66	6	47	49	2	0	0	4	1	1	3	2	0	1	2
PTPRJ	823	306	113	476	1	249	269	186	52	62	24	145	235	80	0	187	13	96	77	108	18	91	93	13	1	1	25	4	5	18	13	3	18	5
ARFGAP2	611	413	20	492	15	238	276	175	9	127	6	112	135	128	2	137	12	89	42	95	2	57	82	2	0	0	20	1	1	21	1	0	16	14
CCDC82	431	198	58	261	4	167	186	117	10	83	10	66	65	60	0	73	14	46	20	42	2	38	26	5	0	0	8	1	0	8	0	0	5	9
RPS3	26446	20838	81	13586	319	9024	9652	8672	48	4007	4	1806	1274	2040	61	2276	11	2001	2727	1368	11	1555	1171	5	5	2	598	5	3	381	2	4	470	255
LAMTOR1	412	349	52	284	51	156	147	119	389	75	8	184	257	56	13	246	1	61	42	206	137	115	116	2	1	1	9	2	26	11	33	0	10	4
FERMT3	325	204	68	226	14	137	89	69	609	20	24	190	245	24	0	205	8	25	30	125	205	68	90	2	0	0	1	1	60	4	58	2	6	1
FAU	15326	11547	684	8661	296	5054	5428	4222	112	3296	100	2485	2041	2074	70	2745	65	1796	1570	1553	23	1541	1345	37	14	11	473	19	3	372	7	10	350	208
PPP4C	268	226	52	264	6	91	88	75	22	44	18	145	132	26	0	124	13	27	38	77	4	80	62	3	0	0	6	0	0	10	2	0	6	4
ALDOA	653	489	40	489	12	196	195	159	203	50	14	583	601	37	2	571	1	37	101	424	32	247	235	1	0	0	12	4	2	8	9	0	6	1
TMEM219	353	331	4	243	5	145	132	109	112	71	8	159	151	31	1	144	3	34	51	118	30	85	102	3	0	0	10	1	13	7	7	1	5	7
DCUN1D2	1789	775	146	1249	12	812	850	606	1	192	46	212	501	237	11	380	34	213	147	369	0	243	273	23	1	2	48	11	1	66	0	7	33	38
SAP18	1071	1157	90	870	182	513	531	351	42	260	7	381	258	131	34	247	9	107	108	171	13	133	126	3	4	3	32	1	1	29	2	1	25	10
PDCD4	1418	834	61	1064	11	551	597	458	27	167	17	84	80	134	0	102	17	114	101	65	10	68	57	5	0	0	15	4	0	29	0	3	34	7
PIP4K2A	711	354	39	393	510	345	227	190	111	70	3	72	83	25	152	89	3	50	63	42	50	38	37	3	54	39	7	3	19	9	18	0	11	3
RILPL2	148	155	228	144	0	71	74	58	25	38	39	162	213	16	0	187	19	24	20	155	14	108	156	11	0	0	9	6	2	7	2	2	4	1
UBC	4523	4409	632	4299	225	2658	2593	1802	273	1465	171	2052	1686	861	50	1624	109	469	551	1244	136	908	988	66	6	2	149	20	25	215	34	11	144	90
FAM177A1	619	586	113	626	10	397	432	319	40	99	17	73	90	101	2	116	15	79	63	51	15	54	56	4	0	1	34	2	2	11	1	5	12	7
UPF2	492	240	40	261	32	149	124	80	12	141	15	72	82	128	3	75	7	71	47	35	1	33	37	3	0	3	14	1	0	21	0	2	18	17
ADAM17	2010	650	222	1047	5	509	542	353	4	150	80	299	669	226	2	594	40	227	284	424	3	255	317	12	1	1	37	10	0	47	1	6	76	24
ZNF385D	788	448	86	503	19	321	327	274	17	196	38	134	153	95	3	137	24	102	53	128	2	89	99	17	3	0	26	3	2	30	0	6	8	20
CACUL1	252	106	53	125	6	105	102	61	7	34	23	79	75	32	1	101	13	20	16	44	1	54	45	8	0	0	4	2	2	4	0	2	3	4
RABGAP1L	381	211	15	317	29	158	136	131	119	75	6	104	104	56	6	137	6	41	26	52	36	62	58	4	0	2	10	0	3	17	12	1	12	3
TGOLN2	756	474	78	476	11	275	290	187	33	152	31	304	281	86	0	246	6	66	63	213	11	132	150	4	0	0	20	4	2	24	4	4	12	9
USP12	124	131	12	134	167	68	78	62	26	75	2	75	48	55	67	71	1	15	11	42	7	34	36	0	20	21	11	0	0	15	3	0	5	3
TMEM123	1327	1045	55	573	15	381	459	281	26	103	9	202	210	123	1	262	8	60	131	144	5	95	141	20	1	0	12	2	0	27	0	0	7	14
MBNL1	1873	988	98	921	49	712	729	488	156	185	19	248	367	145	12	458	21	144	125	262	39	226	264	11	2	1	31	4	12	39	19	2	34	25
HNRNPDL	1937	1676	34	1463	19	900	747	587	5	368	4	440	395	257	1	383	4	181	214	255	0	254	246	2	1	0	40	2	1	53	0	1	58	27
UTRN	743	484	20	455	3	342	296	228	2	108	4	154	200	106	0	255	2	84	60	155	3	133	142	4	0	0	15	1	0	17	0	1	3	8
CARHSP1	391	231	22	303	33	121	111	85	20	30	7	67	75	39	6	55	1	33	47	37	0	28	32	1	7	1	8	0	1	7	0	1	11	5
CAST	1165	990	186	889	19	740	469	458	7	357	17	669	556	129	1	562	16	128	153	415	1	345	419	4	0	1	32	5	1	31	0	0	23	18
HNRNPU	2122	1683	189	1381	15	776	892	562	17	455	27	445	498	277	5	584	39	222	209	356	2	237	308	14	2	0	53	4	0	40	3	3	43	24
AHCTF1	175	94	83	112	5	78	73	39	53	45	27	100	72	18	0	40	15	17	7	72	18	47	40	3	0	0	8	2	1	8	6	1	1	2
NR4A2	608	525	65	603	2	571	657	479	0	133	6	68	53	68	0	121	14	18	14	84	0	71	87	2	0	0	9	4	1	22	0	4	3	8
CYRIB	839	477	325	607	4	322	273	162	7	124	77	357	390	77	3	350	66	66	85	259	1	172	190	33	0	1	15	21	1	20	0	8	13	11
ASAP1	150	134	159	128	86	73	78	47	95	46	23	130	142	23	17	142	23	13	19	120	24	67	92	16	4	5	4	4	4	7	3	1	4	2
CMIP	178	106	44	106	2	126	89	74	109	44	4	72	139	29	2	166	12	15	11	110	46	81	89	4	0	0	6	1	8	5	14	2	3	5
TRIP12	313	180	54	204	64	94	105	78	28	48	14	83	141	49	35	117	10	28	21	66	6	44	65	5	1	4	5	0	4	8	2	3	5	1
SREK1	509	550	50	547	13	232	263	208	6	208	15	209	208	163	3	164	10	54	48	161	4	99	137	4	0	2	15	0	0	21	0	2	8	13
CHD1	747	599	240	713	13	505	501	341	5	188	52	281	246	167	1	304	64	81	37	286	0	224	251	19	1	1	16	10	0	24	0	8	14	14
ATP5PF	860	766	27	548	82	279	287	238	75	108	4	252	190	51	19	236	3	69	94	121	13	136	92	0	0	2	13	1	5	16	1	0	22	7
VOPP1	234	212	63	160	2	77	104	70	0	64	2	67	50	33	0	62	13	25	35	36	2	24	29	1	0	0	16	2	1	4	0	2	13	4
AZIN1	189	161	86	144	12	87	74	66	13	39	7	120	111	16	2	51	10	16	6	69	2	48	46	2	0	0	3	0	1	11	1	1	4	2
DBI	832	829	51	720	3	323	312	242	6	167	5	433	332	112	1	272	3	69	89	214	4	157	152	2	0	0	12	1	0	43	0	0	28	12
